rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,002636,金安国纪,元器件,91.57509157509156,,85.71428571428571,97.43589743589743,,10,8,99.93799090533278,99.79330301777594,20260701
2,600378,昊华科技,化工原料,89.86568986568986,,84.12698412698413,95.6043956043956,,11,13,99.6486151302191,98.01570897064903,20260701
3,600667,太极实业,半导体,86.5079365079365,,73.01587301587301,100,,18,1,99.85531211244316,99.40057875155023,20260701
4,600206,有研新材,半导体,83.82173382173382,,69.84126984126983,97.8021978021978,,20,7,99.87598181066556,98.86316659776767,20260701
