rank,code,name,industry,score_100,score_raw,momentum_score,activity_score,stability_score,liquidity_score,ret_5,ret_10,ret_20,breakout_20,amount_ratio_5_20,turnover_5,turnover_20_used,vol_10,win_rate_20,max_drawdown_20,avg_amount_20_used,close,trade_date
14,002714,牧原股份,农、林、牧、渔业-畜牧业,48.0,0.0,0.0,0.0,0.0,0.0,-0.09836065573770492,-0.1302628978058905,-0.025038776866829204,-0.07957493096811985,1.0888168351500729,1.6599999999999997,1.446,0.02942708950662456,0.45,-0.14014627396718726,2623573418.1225004,44.0,2026-03-26
15,002707,众信旅游,租赁和商务服务业-商务服务业,44.0,0.0,0.0,0.0,0.0,0.0,-0.03139013452914796,-0.07296137339055786,-0.1359999999999999,-0.054635640819899245,0.9549730876202119,2.4639999999999995,2.4095000000000004,0.02874559064147274,0.3,-0.19316688567674123,137006958.93750003,6.48,2026-03-26
16,600452,涪陵电力,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,40.0,0.0,0.0,0.0,0.0,0.0,-0.074800290486565,-0.19309136420525658,0.05550952775476392,-0.10126626926739812,0.6726154548042128,4.4159999999999995,5.871,0.0370431392064001,0.45,-0.26102941176470584,1291829078.85,12.74,2026-03-26
17,002735,王子新材,制造业-橡胶和塑料制品业,36.0,0.0,0.0,0.0,0.0,0.0,-0.08343949044585974,-0.1662804171494786,-0.20497237569060778,-0.12814298697364446,0.7073633156714826,4.504,5.566,0.02895232435989317,0.4,-0.2527940393826503,264864050.91299996,14.39,2026-03-26
18,002745,木林森,制造业-电气机械和器材制造业,32.0,-0.16373417538952206,-0.20746801656480818,-0.6985264800714631,0.7848688856059236,-0.42059417244611835,-0.012835472578763052,-0.06312292358803973,-0.08242950108459868,-0.021795687113371986,0.7703942569100203,2.8440000000000003,3.5379999999999994,0.028686480567867483,0.4,-0.12733260153677273,326592251.112,8.46,2026-03-26
19,600456,宝钛股份,制造业-有色金属冶炼和压延加工业,28.000000000000004,-0.2728765800546004,0.152721586241316,-1.1348834730005772,0.5673715317374888,-1.091457684323202,-0.03960396039603975,-0.14136943504295751,-0.18204365079365092,-0.11901804436964936,0.5287080815106683,2.1100000000000003,3.3214999999999995,0.028683231298717145,0.25,-0.29537767756482525,624690452.35,32.98,2026-03-26
20,002723,小崧股份,制造业-电气机械和器材制造业,24.0,-0.3149407284126129,-0.38903420729557714,-0.33969573317352253,-0.031047308897950127,-0.45462433614274234,-0.04171011470281549,-0.06983805668016208,-0.058401639344262346,-0.0404594100756982,0.8310455226319414,4.428,5.0825000000000005,0.03912631887823331,0.5,-0.15902439024390247,154681590.622,9.19,2026-03-26
21,002716,湖南白银,制造业-有色金属冶炼和压延加工业,20.0,-0.39405536038648437,-1.1176493786296882,0.2273466246820217,-0.9574635815334674,1.2510696746771934,-0.04816326530612247,-0.1765536723163842,-0.2422249687464485,-0.1548806468407889,0.7499658480742041,8.142,9.057,0.041234587767832856,0.3,-0.3592400690846287,3008043246.637,11.66,2026-03-26
22,002706,良信股份,制造业-电气机械和器材制造业,16.0,-0.3980168733349485,-1.1215880411116974,0.04113006653606524,-0.2906225855118204,0.6564022905205217,-0.06893464637421665,-0.16799999999999993,-0.11035072711719407,-0.09894299081614955,0.8765006319969008,6.3919999999999995,6.840999999999999,0.03228131084183062,0.4,-0.19317300232738555,736040480.7149999,10.4,2026-03-26
23,002734,利民股份,制造业-化学原料和化学制品制造业,12.0,-0.4,-0.9999999999999999,-0.2,-0.5000000000000001,1.0,-0.0690026954177898,-0.18729411764705883,-0.15508806262230923,-0.14553595725205948,0.5090842085569318,6.138,10.91,0.042726474839863283,0.4,-0.24866548042704628,981283245.966,17.27,2026-03-26
24,002703,浙江世宝,制造业-汽车制造业,8.0,-0.42441668031155066,-1.1943653628015893,0.5384026302789338,-1.1791654434712944,1.0304126395574031,-0.12530867061098938,-0.13911472448057827,-0.24184566428003185,-0.15388542383415105,0.7487861195405769,7.228,8.5635,0.039792528287664344,0.25,-0.23299798792756554,1151548565.4074998,19.06,2026-03-26
25,002724,海洋王,制造业-电气机械和器材制造业,4.0,-0.7717159773143121,-0.848572126856166,-0.5248950562500759,-1.0455965373881675,-0.6129603668779545,-0.07866666666666666,-0.08718626155878473,-0.11068211068211065,-0.08646218931782124,0.8156851481840895,3.372,3.838499999999999,0.04310643987045252,0.3,-0.17052375152253363,167606655.745,6.91,2026-03-26
26,002741,光华科技,制造业-计算机、通信和其他电子设备制造业,0.0,-1.0417106424015428,-1.247461112357547,-1.3070190543771871,-0.3535908198846839,-0.9683551325819357,-0.03382663847780132,-0.11305191654536628,-0.21104876996115662,-0.09097690146448212,0.7761632529278455,3.064,3.5199999999999996,0.02940275961690629,0.45,-0.2351138353765324,304181995.725,18.28,2026-03-26
