ts_code,trade_date,adj_factor
000792.SZ,20250922,7.369
000793.SZ,20250922,12.769
000795.SZ,20250922,4.4632
000796.SZ,20250922,4.179
000797.SZ,20250922,6.834
000798.SZ,20250922,2.302
000799.SZ,20250922,2.1556
000800.SZ,20250922,2.7205
000801.SZ,20250922,15.0794
000802.SZ,20250922,3.328
000803.SZ,20250922,5.893
000807.SZ,20250922,7.2861
000809.SZ,20250922,2.896
000810.SZ,20250922,5.6505
000811.SZ,20250922,21.1853
000812.SZ,20250922,7.4734
000813.SZ,20250922,3.929
000815.SZ,20250922,3.446
000816.SZ,20250922,7.31
000818.SZ,20250922,2.102
000819.SZ,20250922,8.4945
000820.SZ,20250922,1.925
000821.SZ,20250922,2.4968
000822.SZ,20250922,2.509
000823.SZ,20250922,3.061
000825.SZ,20250922,8.159
000826.SZ,20250922,8.322
000828.SZ,20250922,4.3048
000829.SZ,20250922,15.1839
000830.SZ,20250922,8.7901
000831.SZ,20250922,4.025
000833.SZ,20250922,2.0788
000837.SZ,20250922,4.047
000838.SZ,20250922,13.129
000839.SZ,20250922,22.611
000848.SZ,20250922,28.9446
000850.SZ,20250922,9.3518
000851.SZ,20250922,2.397
000852.SZ,20250922,5.479
000856.SZ,20250922,1.878
000858.SZ,20250922,19.9878
000859.SZ,20250922,3.722
000860.SZ,20250922,3.04
000862.SZ,20250922,2.698
000863.SZ,20250922,6.889
000868.SZ,20250922,6.73
000869.SZ,20250922,5.0457
000875.SZ,20250922,1.4863
000876.SZ,20250922,18.1999
000877.SZ,20250922,7.494
000878.SZ,20250922,3.1027
000880.SZ,20250922,5.7284
000881.SZ,20250922,5.007
000882.SZ,20250922,2.945
000883.SZ,20250922,5.9908
000885.SZ,20250922,2.215
000886.SZ,20250922,3.1649
000887.SZ,20250922,7.6084
000888.SZ,20250922,6.5832
000889.SZ,20250922,5.05
000890.SZ,20250922,3.602
000892.SZ,20250922,2.486
000893.SZ,20250922,2.035
000895.SZ,20250922,28.8259
000897.SZ,20250922,6.1727
000898.SZ,20250922,3.297
