ts_code,trade_date,adj_factor
000537.SZ,20250414,6.75
000538.SZ,20250414,29.2953
000539.SZ,20250414,18.82
000541.SZ,20250414,32.3593
000543.SZ,20250414,4.88
000544.SZ,20250414,3.976
000545.SZ,20250414,4.56
000546.SZ,20250414,1.847
000547.SZ,20250414,10.683
000548.SZ,20250414,3.661
000550.SZ,20250414,3.8221
000551.SZ,20250414,7.9326
000552.SZ,20250414,7.91
000553.SZ,20250414,4.214
000554.SZ,20250414,4.9559
000555.SZ,20250414,3.179
000557.SZ,20250414,7.328
000558.SZ,20250414,5.957
000559.SZ,20250414,39.747
000560.SZ,20250414,5.302
000561.SZ,20250414,2.5231
000563.SZ,20250414,18.4652
000564.SZ,20250414,7.182
000565.SZ,20250414,7.657
000566.SZ,20250414,9.514
000567.SZ,20250414,16.033
000568.SZ,20250414,36.2768
000570.SZ,20250414,4.579
000571.SZ,20250414,7.613
000572.SZ,20250414,4.656
000573.SZ,20250414,8.454
000576.SZ,20250414,6.297
000581.SZ,20250414,6.2415
000582.SZ,20250414,5.4514
000584.SZ,20250414,4.845
000586.SZ,20250414,3.698
000589.SZ,20250414,6.747
000590.SZ,20250414,4.764
000591.SZ,20250414,14.9824
000592.SZ,20250414,6.375
000593.SZ,20250414,5.6
000595.SZ,20250414,4.958
000596.SZ,20250414,3.6052
000597.SZ,20250414,5.004
000598.SZ,20250414,27.338
000599.SZ,20250414,4.902
000600.SZ,20250414,7.314
000601.SZ,20250414,10.9488
000603.SZ,20250414,4.2937
000605.SZ,20250414,3.6061
000607.SZ,20250414,3.798
000608.SZ,20250414,11.125
000609.SZ,20250414,6.029
000610.SZ,20250414,3.017
000612.SZ,20250414,10.273
000615.SZ,20250414,9.093
000617.SZ,20250414,7.8707
000619.SZ,20250414,9.341
000620.SZ,20250414,2.284
000622.SZ,20250414,2.525
000623.SZ,20250414,23.5321
000625.SZ,20250414,15.125
000626.SZ,20250414,10.678
000627.SZ,20250414,28.918
000628.SZ,20250414,3.1918
000629.SZ,20250414,7.789
000630.SZ,20250414,29.134
000631.SZ,20250414,20.1856
000632.SZ,20250414,7.527
000633.SZ,20250414,7.479
000635.SZ,20250414,4.212
000636.SZ,20250414,17.7889
000637.SZ,20250414,17.272
000638.SZ,20250414,4.42
000639.SZ,20250414,10.906
000650.SZ,20250414,23.8415
000651.SZ,20250414,210.697
000652.SZ,20250414,28.0896
000655.SZ,20250414,6.0339
000656.SZ,20250414,7.43
000657.SZ,20250414,5.704
000659.SZ,20250414,16.527
000661.SZ,20250414,7.813
000663.SZ,20250414,4.049
000665.SZ,20250414,5.766
000668.SZ,20250414,3.672
000669.SZ,20250414,3.651
000670.SZ,20250414,10.09
000672.SZ,20250414,8.584
000676.SZ,20250414,10.804
000677.SZ,20250414,18.3
000678.SZ,20250414,4.96
000679.SZ,20250414,5.763
000680.SZ,20250414,5.6595
000681.SZ,20250414,5.0701
000682.SZ,20250414,16.171
000683.SZ,20250414,8.134
000685.SZ,20250414,17.3359
000686.SZ,20250414,13.8697
000688.SZ,20250414,4.9735
000690.SZ,20250414,47.74
000691.SZ,20250414,3.055
000692.SZ,20250414,12.19
000695.SZ,20250414,2.55
000697.SZ,20250414,3.675
000698.SZ,20250414,3.07
000700.SZ,20250414,17.8319
000701.SZ,20250414,1.726
000702.SZ,20250414,2.553
000703.SZ,20250414,9.804
000705.SZ,20250414,5.601
000707.SZ,20250414,3.099
000708.SZ,20250414,4.152
000709.SZ,20250414,11.3347
000710.SZ,20250414,3.497
000711.SZ,20250414,9.759
000712.SZ,20250414,13.16
000713.SZ,20250414,6.3005
000715.SZ,20250414,5.128
000716.SZ,20250414,3.8363
000717.SZ,20250414,5.183
000718.SZ,20250414,8.9072
000719.SZ,20250414,5.327
000720.SZ,20250414,7.26
000721.SZ,20250414,4.69
000722.SZ,20250414,4.006
000723.SZ,20250414,6.815
000725.SZ,20250414,5.359
000726.SZ,20250414,8.6563
000727.SZ,20250414,5.635
000728.SZ,20250414,2.932
000729.SZ,20250414,8.3066
000731.SZ,20250414,12.2179
000733.SZ,20250414,2.3041
000735.SZ,20250414,5.884
000736.SZ,20250414,3.024
000737.SZ,20250414,3.6772
000738.SZ,20250414,1.825
000739.SZ,20250414,12.964
000750.SZ,20250414,13.379
000751.SZ,20250414,3.4061
000752.SZ,20250414,4.771
000753.SZ,20250414,11.0624
000755.SZ,20250414,2.5921
000756.SZ,20250414,2.1093
000757.SZ,20250414,4.024
000758.SZ,20250414,16.857
000759.SZ,20250414,7.071
000761.SZ,20250414,2.398
000762.SZ,20250414,5.5134
000766.SZ,20250414,3.268
000767.SZ,20250414,10.762
000768.SZ,20250414,8.571
000776.SZ,20250414,6.2695
000777.SZ,20250414,7.2607
000778.SZ,20250414,15.0899
000779.SZ,20250414,2.3912
000782.SZ,20250414,3.46
000783.SZ,20250414,6.227
000785.SZ,20250414,7.2587
000786.SZ,20250414,11.568
000788.SZ,20250414,3.8156
000789.SZ,20250414,6.941
000790.SZ,20250414,12.3632
000791.SZ,20250414,3.967
000792.SZ,20250414,7.369
000793.SZ,20250414,12.769
000795.SZ,20250414,4.361
000796.SZ,20250414,4.179
000797.SZ,20250414,6.834
000798.SZ,20250414,2.302
000799.SZ,20250414,2.1292
000800.SZ,20250414,2.701
000801.SZ,20250414,14.983
000802.SZ,20250414,3.328
000803.SZ,20250414,5.893
000807.SZ,20250414,7.2017
000809.SZ,20250414,2.896
000810.SZ,20250414,5.6262
000811.SZ,20250414,16.1062
000812.SZ,20250414,7.4263
000813.SZ,20250414,3.929
000815.SZ,20250414,3.446
000816.SZ,20250414,7.31
000818.SZ,20250414,2.102
000819.SZ,20250414,8.446
000820.SZ,20250414,1.925
000821.SZ,20250414,2.4817
000822.SZ,20250414,2.509
000823.SZ,20250414,2.998
000825.SZ,20250414,8.159
000826.SZ,20250414,8.322
000828.SZ,20250414,4.1756
000829.SZ,20250414,15.168
000830.SZ,20250414,8.499
000831.SZ,20250414,4.025
000833.SZ,20250414,2.058
000837.SZ,20250414,4.047
000838.SZ,20250414,13.129
000839.SZ,20250414,22.611
000848.SZ,20250414,28.12
000850.SZ,20250414,9.152
000851.SZ,20250414,2.397
000852.SZ,20250414,5.479
000856.SZ,20250414,1.878
000858.SZ,20250414,19.4842
000859.SZ,20250414,3.722
000860.SZ,20250414,3.011
000862.SZ,20250414,2.698
000863.SZ,20250414,6.889
000868.SZ,20250414,6.73
000869.SZ,20250414,4.95
000875.SZ,20250414,1.4753
000876.SZ,20250414,18.164
000877.SZ,20250414,7.494
000878.SZ,20250414,3.0401
000880.SZ,20250414,4.0707
000881.SZ,20250414,5.007
000882.SZ,20250414,2.945
000883.SZ,20250414,5.8594
000885.SZ,20250414,2.1562
000886.SZ,20250414,3.1649
000887.SZ,20250414,7.543
000888.SZ,20250414,6.464
000889.SZ,20250414,5.05
000890.SZ,20250414,3.602
000892.SZ,20250414,2.486
000893.SZ,20250414,2.035
000895.SZ,20250414,27.3039
000897.SZ,20250414,5.945
000898.SZ,20250414,3.297
000899.SZ,20250414,3.671
000900.SZ,20250414,14.883
000901.SZ,20250414,6.547
000902.SZ,20250414,3.818
000903.SZ,20250414,12.021
000905.SZ,20250414,2.7227
000906.SZ,20250414,5.505
000908.SZ,20250414,2.83
000909.SZ,20250414,2.133
000910.SZ,20250414,2.648
000911.SZ,20250414,1.889
000912.SZ,20250414,2.301
000913.SZ,20250414,2.8785
000915.SZ,20250414,3.6816
000917.SZ,20250414,7.9855
000919.SZ,20250414,3.899
000920.SZ,20250414,3.2488
000921.SZ,20250414,1.5032
000922.SZ,20250414,2.863
000923.SZ,20250414,1.791
000925.SZ,20250414,3.0299
000926.SZ,20250414,4.9603
000927.SZ,20250414,1.5943
000928.SZ,20250414,2.485
000929.SZ,20250414,2.498
000930.SZ,20250414,6.346
000931.SZ,20250414,1.54
000932.SZ,20250414,2.579
000933.SZ,20250414,14.7064
000935.SZ,20250414,3.25
000936.SZ,20250414,6.6991
000937.SZ,20250414,12.3119
000938.SZ,20250414,7.119
000948.SZ,20250414,2.571
000949.SZ,20250414,4.9337
000950.SZ,20250414,2.4685
000951.SZ,20250414,5.0324
000952.SZ,20250414,2.568
000953.SZ,20250414,2.608
000955.SZ,20250414,2.46
000957.SZ,20250414,5.1416
000958.SZ,20250414,4.721
000959.SZ,20250414,2.3494
000960.SZ,20250414,3.5123
000962.SZ,20250414,3.373
000963.SZ,20250414,13.1995
000965.SZ,20250414,2.873
000966.SZ,20250414,3.984
000967.SZ,20250414,5.5952
000968.SZ,20250414,1.9749
000969.SZ,20250414,6.9202
000970.SZ,20250414,17.995
000972.SZ,20250414,3.266
000973.SZ,20250414,4.014
000975.SZ,20250414,10.8
000977.SZ,20250414,6.6613
000978.SZ,20250414,3.133
000980.SZ,20250414,2.078
000981.SZ,20250414,8.802
000983.SZ,20250414,11.5043
000985.SZ,20250414,1.685
000987.SZ,20250414,8.364
000988.SZ,20250414,10.167
000989.SZ,20250414,5.434
000990.SZ,20250414,3.184
000993.SZ,20250414,1.855
000995.SZ,20250414,1.686
000997.SZ,20250414,11.9969
000998.SZ,20250414,11.0255
000999.SZ,20250414,2.9306
001201.SZ,20250414,1.717
001202.SZ,20250414,1.0792
001203.SZ,20250414,1.0629
001205.SZ,20250414,1.423
001206.SZ,20250414,2.262
001207.SZ,20250414,1.0955
001208.SZ,20250414,1.021
001209.SZ,20250414,1.4725
001210.SZ,20250414,1.5177
001211.SZ,20250414,1.039
001212.SZ,20250414,1.334
001213.SZ,20250414,1.0285
001215.SZ,20250414,1.0117
001216.SZ,20250414,1.056
001217.SZ,20250414,1.037
001218.SZ,20250414,1.539
001219.SZ,20250414,2.2918
001222.SZ,20250414,1.451
001223.SZ,20250414,1.02
001225.SZ,20250414,1.068
001226.SZ,20250414,1.027
001227.SZ,20250414,1.1361
001228.SZ,20250414,1.0504
001229.SZ,20250414,1.0324
001230.SZ,20250414,1.233
001231.SZ,20250414,1.0189
001234.SZ,20250414,1.0895
001236.SZ,20250414,1.002
001238.SZ,20250414,1.0076
001239.SZ,20250414,1.0
001255.SZ,20250414,1.009
001256.SZ,20250414,1.023
001258.SZ,20250414,1.018
001259.SZ,20250414,1.018
001260.SZ,20250414,1.032
001266.SZ,20250414,1.445
001267.SZ,20250414,1.032
001268.SZ,20250414,1.0293
001269.SZ,20250414,1.461
001270.SZ,20250414,1.832
001277.SZ,20250414,1.0041
001278.SZ,20250414,1.0108
001279.SZ,20250414,1.0
001282.SZ,20250414,1.4243
001283.SZ,20250414,1.017
001286.SZ,20250414,1.0729
001287.SZ,20250414,1.009
001288.SZ,20250414,1.024
001289.SZ,20250414,1.0265
001296.SZ,20250414,1.9089
001298.SZ,20250414,2.139
001299.SZ,20250414,1.023
001300.SZ,20250414,1.005
001301.SZ,20250414,1.032
001306.SZ,20250414,1.0137
001308.SZ,20250414,1.811
001309.SZ,20250414,1.825
001311.SZ,20250414,1.746
001313.SZ,20250414,1.016
001314.SZ,20250414,1.02
001316.SZ,20250414,1.04
001317.SZ,20250414,1.015
001318.SZ,20250414,1.0268
001319.SZ,20250414,1.047
001322.SZ,20250414,1.026
001323.SZ,20250414,1.1196
001324.SZ,20250414,1.0141
001326.SZ,20250414,1.0372
001328.SZ,20250414,1.0441
001330.SZ,20250414,1.0
001331.SZ,20250414,1.7151
001332.SZ,20250414,1.4747
001333.SZ,20250414,1.041
001336.SZ,20250414,1.0103
001337.SZ,20250414,1.0195
001338.SZ,20250414,1.013
001339.SZ,20250414,1.0057
001356.SZ,20250414,1.0
001358.SZ,20250414,1.447
001359.SZ,20250414,1.011
001360.SZ,20250414,1.014
001366.SZ,20250414,1.02
001367.SZ,20250414,1.5
001368.SZ,20250414,1.0798
001373.SZ,20250414,1.0093
001376.SZ,20250414,1.0215
001378.SZ,20250414,1.0257
001379.SZ,20250414,1.01
001380.SZ,20250414,1.446
001382.SZ,20250414,1.0
001387.SZ,20250414,1.329
001389.SZ,20250414,1.0056
001391.SZ,20250414,1.0
001395.SZ,20250414,1.0
001696.SZ,20250414,28.19
001872.SZ,20250414,4.8118
001896.SZ,20250414,1.387
001914.SZ,20250414,8.6953
001965.SZ,20250414,1.2837
001979.SZ,20250414,1.3492
002001.SZ,20250414,45.3774
002003.SZ,20250414,25.2754
002004.SZ,20250414,23.572
002005.SZ,20250414,10.037
002006.SZ,20250414,7.894
002007.SZ,20250414,43.419
002008.SZ,20250414,13.332
002009.SZ,20250414,5.4052
002010.SZ,20250414,9.14
002011.SZ,20250414,6.2
002012.SZ,20250414,5.291
002014.SZ,20250414,13.144
002015.SZ,20250414,6.123
002016.SZ,20250414,7.0078
002017.SZ,20250414,8.395
002019.SZ,20250414,14.852
002020.SZ,20250414,12.627
002021.SZ,20250414,11.601
002022.SZ,20250414,13.093
002023.SZ,20250414,10.292
002024.SZ,20250414,88.051
002025.SZ,20250414,6.662
002026.SZ,20250414,3.8432
002027.SZ,20250414,15.7508
002028.SZ,20250414,20.26
002029.SZ,20250414,10.265
002030.SZ,20250414,29.339
002031.SZ,20250414,14.861
002032.SZ,20250414,10.126
002033.SZ,20250414,5.979
002034.SZ,20250414,3.8035
002035.SZ,20250414,17.784
002036.SZ,20250414,7.074
002037.SZ,20250414,4.177
002038.SZ,20250414,22.6963
002039.SZ,20250414,3.7502
002040.SZ,20250414,3.1364
002041.SZ,20250414,13.668
002042.SZ,20250414,7.7109
002043.SZ,20250414,8.7359
002044.SZ,20250414,9.7618
002045.SZ,20250414,5.777
002046.SZ,20250414,5.172
002047.SZ,20250414,3.257
002048.SZ,20250414,8.199
002049.SZ,20250414,6.265
002050.SZ,20250414,15.2525
002051.SZ,20250414,5.576
002052.SZ,20250414,6.818
002053.SZ,20250414,2.21
002054.SZ,20250414,3.507
002055.SZ,20250414,5.984
002056.SZ,20250414,9.447
002057.SZ,20250414,6.1067
002058.SZ,20250414,2.386
002059.SZ,20250414,2.129
002060.SZ,20250414,4.245
002061.SZ,20250414,3.478
002062.SZ,20250414,10.46
002063.SZ,20250414,17.9922
002064.SZ,20250414,12.1855
002065.SZ,20250414,31.9202
002066.SZ,20250414,3.22
002067.SZ,20250414,2.7753
002068.SZ,20250414,5.953
002069.SZ,20250414,6.663
002072.SZ,20250414,1.107
002073.SZ,20250414,9.422
002074.SZ,20250414,4.541
002075.SZ,20250414,2.9999
002076.SZ,20250414,6.72
002077.SZ,20250414,1.47
002078.SZ,20250414,9.0751
002079.SZ,20250414,4.9932
002080.SZ,20250414,5.434
002081.SZ,20250414,31.642
002082.SZ,20250414,3.0291
002083.SZ,20250414,2.8156
002084.SZ,20250414,3.356
002085.SZ,20250414,8.116
002086.SZ,20250414,4.127
002088.SZ,20250414,6.518
002090.SZ,20250414,5.8523
002091.SZ,20250414,7.9611
002092.SZ,20250414,3.496
002093.SZ,20250414,12.3462
002094.SZ,20250414,5.304
002095.SZ,20250414,4.461
002096.SZ,20250414,5.057
002097.SZ,20250414,4.9399
002098.SZ,20250414,2.3782
002099.SZ,20250414,7.264
002100.SZ,20250414,12.406
002101.SZ,20250414,4.2104
002102.SZ,20250414,9.212
002103.SZ,20250414,2.374
002104.SZ,20250414,6.9392
002105.SZ,20250414,1.728
002106.SZ,20250414,3.822
002107.SZ,20250414,8.348
002108.SZ,20250414,18.17
002109.SZ,20250414,3.924
002110.SZ,20250414,2.479
002111.SZ,20250414,5.2849
002112.SZ,20250414,3.372
002114.SZ,20250414,1.82
002115.SZ,20250414,6.24
002116.SZ,20250414,4.748
002117.SZ,20250414,6.5727
002119.SZ,20250414,3.802
002120.SZ,20250414,6.495
002121.SZ,20250414,15.516
002122.SZ,20250414,8.472
002123.SZ,20250414,7.364
002124.SZ,20250414,16.486
002125.SZ,20250414,4.262
002126.SZ,20250414,5.658
002127.SZ,20250414,10.641
002128.SZ,20250414,3.2648
002129.SZ,20250414,5.4952
002130.SZ,20250414,20.978
002131.SZ,20250414,44.752
002132.SZ,20250414,6.0854
002133.SZ,20250414,3.2608
002134.SZ,20250414,1.251
002135.SZ,20250414,3.292
002136.SZ,20250414,2.175
002137.SZ,20250414,3.301
002138.SZ,20250414,7.0181
002139.SZ,20250414,17.108
002140.SZ,20250414,9.11
002141.SZ,20250414,8.059
002142.SZ,20250414,2.3613
002144.SZ,20250414,1.176
002145.SZ,20250414,4.5634
002146.SZ,20250414,12.035
002148.SZ,20250414,10.581
002149.SZ,20250414,3.3177
002150.SZ,20250414,6.02
002151.SZ,20250414,5.858
002152.SZ,20250414,17.475
002153.SZ,20250414,44.371
002154.SZ,20250414,15.1005
002155.SZ,20250414,2.748
002156.SZ,20250414,2.812
002157.SZ,20250414,16.264
002158.SZ,20250414,4.314
002159.SZ,20250414,1.5478
002160.SZ,20250414,2.11
002161.SZ,20250414,10.746
002162.SZ,20250414,2.206
002163.SZ,20250414,4.664
002164.SZ,20250414,3.154
002165.SZ,20250414,8.0085
002166.SZ,20250414,7.498
002167.SZ,20250414,7.859
002168.SZ,20250414,14.975
002169.SZ,20250414,8.0807
002170.SZ,20250414,8.3286
002171.SZ,20250414,5.5824
002172.SZ,20250414,3.012
002173.SZ,20250414,3.043
002174.SZ,20250414,3.1324
002175.SZ,20250414,6.466
002176.SZ,20250414,12.957
002177.SZ,20250414,8.9059
002178.SZ,20250414,6.538
002179.SZ,20250414,14.713
002180.SZ,20250414,4.846
002181.SZ,20250414,2.3066
002182.SZ,20250414,4.736
002183.SZ,20250414,15.1686
002184.SZ,20250414,3.3097
002185.SZ,20250414,10.511
002186.SZ,20250414,2.377
002187.SZ,20250414,2.51
002188.SZ,20250414,1.978
002189.SZ,20250414,1.058
002190.SZ,20250414,2.661
002191.SZ,20250414,7.6904
002192.SZ,20250414,3.118
002193.SZ,20250414,2.074
002194.SZ,20250414,3.884
002195.SZ,20250414,30.336
002196.SZ,20250414,2.797
002197.SZ,20250414,4.09
002198.SZ,20250414,5.118
002199.SZ,20250414,2.632
002200.SZ,20250414,1.815
002201.SZ,20250414,7.379
002202.SZ,20250414,8.2846
002203.SZ,20250414,3.8893
002204.SZ,20250414,4.911
002205.SZ,20250414,2.103
002206.SZ,20250414,11.96
002207.SZ,20250414,2.053
002208.SZ,20250414,5.6269
002209.SZ,20250414,1.5632
002210.SZ,20250414,10.352
002211.SZ,20250414,1.524
002212.SZ,20250414,3.28
002213.SZ,20250414,2.1
002214.SZ,20250414,5.13
002215.SZ,20250414,8.65
002216.SZ,20250414,10.204
002217.SZ,20250414,5.723
002218.SZ,20250414,5.7008
002219.SZ,20250414,22.166
002221.SZ,20250414,4.397
002222.SZ,20250414,2.9995
002223.SZ,20250414,9.6522
002224.SZ,20250414,7.151
002225.SZ,20250414,1.98
002226.SZ,20250414,13.2587
002227.SZ,20250414,2.077
002228.SZ,20250414,11.207
002229.SZ,20250414,5.186
002230.SZ,20250414,13.6031
002231.SZ,20250414,3.094
002232.SZ,20250414,3.163
002233.SZ,20250414,3.35
002234.SZ,20250414,2.18
002235.SZ,20250414,4.574
002236.SZ,20250414,46.619
002237.SZ,20250414,8.426
002238.SZ,20250414,3.364
002239.SZ,20250414,9.1197
002240.SZ,20250414,1.674
002241.SZ,20250414,23.6434
002242.SZ,20250414,5.513
002243.SZ,20250414,1.789
002244.SZ,20250414,6.6417
002245.SZ,20250414,13.931
002246.SZ,20250414,1.6428
002247.SZ,20250414,6.487
002248.SZ,20250414,2.028
002249.SZ,20250414,13.5369
002250.SZ,20250414,6.1328
002251.SZ,20250414,4.961
002252.SZ,20250414,24.6531
002253.SZ,20250414,3.858
002254.SZ,20250414,6.402
002255.SZ,20250414,4.157
002256.SZ,20250414,15.226
002258.SZ,20250414,5.407
002259.SZ,20250414,2.585
002261.SZ,20250414,10.138
002262.SZ,20250414,8.862
002263.SZ,20250414,4.525
002264.SZ,20250414,4.725
002265.SZ,20250414,1.003
002266.SZ,20250414,11.635
002267.SZ,20250414,3.0607
002268.SZ,20250414,8.5805
002269.SZ,20250414,4.487
002270.SZ,20250414,2.5468
002271.SZ,20250414,39.8743
002272.SZ,20250414,3.4929
002273.SZ,20250414,15.1318
002274.SZ,20250414,3.665
002275.SZ,20250414,2.0568
002276.SZ,20250414,3.86
002277.SZ,20250414,6.378
002278.SZ,20250414,2.238
002279.SZ,20250414,9.994
002281.SZ,20250414,3.3542
002282.SZ,20250414,2.237
002283.SZ,20250414,4.514
002284.SZ,20250414,6.656
002285.SZ,20250414,14.703
002286.SZ,20250414,3.6988
002287.SZ,20250414,1.6522
002289.SZ,20250414,1.524
002290.SZ,20250414,2.657
002291.SZ,20250414,1.726
002292.SZ,20250414,7.912
002293.SZ,20250414,9.0267
002294.SZ,20250414,11.786
002295.SZ,20250414,1.5982
002296.SZ,20250414,5.184
002297.SZ,20250414,3.015
002298.SZ,20250414,3.144
002299.SZ,20250414,2.6135
002300.SZ,20250414,7.8523
002301.SZ,20250414,4.917
002302.SZ,20250414,4.3671
002303.SZ,20250414,12.0911
002304.SZ,20250414,4.8732
002305.SZ,20250414,3.356
002306.SZ,20250414,4.174
002307.SZ,20250414,4.2078
002309.SZ,20250414,3.772
002310.SZ,20250414,46.53
002311.SZ,20250414,7.123
002312.SZ,20250414,18.914
002313.SZ,20250414,2.686
002314.SZ,20250414,2.393
002315.SZ,20250414,3.9179
002316.SZ,20250414,3.336
002317.SZ,20250414,11.248
002318.SZ,20250414,6.244
002319.SZ,20250414,2.051
002320.SZ,20250414,14.078
002321.SZ,20250414,2.137
002322.SZ,20250414,5.5927
002323.SZ,20250414,7.759
002324.SZ,20250414,8.2595
002326.SZ,20250414,5.783
002327.SZ,20250414,13.13
002328.SZ,20250414,3.1585
002329.SZ,20250414,5.874
002330.SZ,20250414,2.0597
002331.SZ,20250414,5.396
002332.SZ,20250414,2.746
002333.SZ,20250414,3.74
002334.SZ,20250414,12.064
002335.SZ,20250414,5.917
002336.SZ,20250414,1.19
002337.SZ,20250414,5.274
002338.SZ,20250414,3.2708
002339.SZ,20250414,5.525
002340.SZ,20250414,24.4652
002342.SZ,20250414,2.481
002343.SZ,20250414,3.201
002344.SZ,20250414,4.5305
002345.SZ,20250414,8.0967
002346.SZ,20250414,2.342
002347.SZ,20250414,3.931
002348.SZ,20250414,6.867
002349.SZ,20250414,8.094
002350.SZ,20250414,4.903
002351.SZ,20250414,7.438
002352.SZ,20250414,3.6924
002353.SZ,20250414,8.5245
002354.SZ,20250414,2.874
002355.SZ,20250414,2.086
002356.SZ,20250414,5.513
002357.SZ,20250414,4.4918
002358.SZ,20250414,8.5509
002360.SZ,20250414,7.2015
002361.SZ,20250414,9.882
002362.SZ,20250414,2.0
002363.SZ,20250414,2.8769
002364.SZ,20250414,6.6801
002365.SZ,20250414,3.4407
002366.SZ,20250414,2.332
002367.SZ,20250414,9.122
002368.SZ,20250414,5.5886
002369.SZ,20250414,4.294
002370.SZ,20250414,3.53
002371.SZ,20250414,4.7717
002372.SZ,20250414,9.2683
002373.SZ,20250414,4.129
002374.SZ,20250414,6.631
002375.SZ,20250414,6.2142
002376.SZ,20250414,5.008
002377.SZ,20250414,4.335
002378.SZ,20250414,2.822
002379.SZ,20250414,8.017
002380.SZ,20250414,3.351
002381.SZ,20250414,6.239
002382.SZ,20250414,6.994
002383.SZ,20250414,4.798
002384.SZ,20250414,7.564
002385.SZ,20250414,10.6567
002386.SZ,20250414,2.4575
002387.SZ,20250414,3.558
002388.SZ,20250414,3.859
002389.SZ,20250414,6.239
002390.SZ,20250414,10.7917
002391.SZ,20250414,6.395
002392.SZ,20250414,8.63
002393.SZ,20250414,1.728
002394.SZ,20250414,5.155
002395.SZ,20250414,3.2887
002396.SZ,20250414,3.337
002397.SZ,20250414,12.913
002398.SZ,20250414,6.542
002399.SZ,20250414,3.793
002400.SZ,20250414,18.807
002401.SZ,20250414,7.326
002402.SZ,20250414,12.477
002403.SZ,20250414,1.463
002404.SZ,20250414,5.761
002405.SZ,20250414,4.007
002406.SZ,20250414,4.1631
002407.SZ,20250414,8.249
002408.SZ,20250414,9.2673
002409.SZ,20250414,3.2257
002410.SZ,20250414,18.076
002412.SZ,20250414,7.684
002413.SZ,20250414,4.964
002414.SZ,20250414,14.376
002415.SZ,20250414,22.966
