rank,code,name,industry,buy_signal_flag,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,up_prob_3d,expected_ret_3d,up_prob_3d_confidence,up_prob_3d_logit,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,ma_bull_20_60,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,money_flow_bias_20,money_flow_bias_20_proxy,real_moneyflow_ok,money_flow_net_amount_1,money_flow_net_amount_3,money_flow_net_amount_5,money_flow_net_amount_20,main_money_flow_net_amount_1,main_money_flow_net_amount_3,main_money_flow_net_amount_5,main_money_flow_net_amount_20,money_flow_net_ratio_1,money_flow_net_ratio_3,money_flow_net_ratio_5,money_flow_net_ratio_20,main_money_flow_net_ratio_1,main_money_flow_net_ratio_3,main_money_flow_net_ratio_5,main_money_flow_net_ratio_20,real_money_flow_bias_20,main_money_flow_bias_20,price_volume_sync_10,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,chip_tightness_20,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,market_up_ratio,market_median_change,market_down5_ratio,pass_market_env,kline_fallback_used,quote_only_fallback_used,pass_momentum_floor,pass_next_2_3d_setup,upside_model_candidate,tail_model_candidate
422,002139,拓邦股份,元器件,-,28.23595338178691,0.2823595338178691,0.24972251263990042,-0.5441448329367675,-0.00431503794463331,-0.31799971525554377,1.0989882470688817,-1.0607235202160734,0.2823595338178691,-0.03232612351195106,1.0,-0.9327874986499429,0.011689691817215575,-0.021582733812949728,-0.016528925619834767,-0.09073543457497624,-0.025688261181045946,-0.10442144873000947,0.3728813559322032,-0.04349605976870319,-0.03334356770033764,-0.10417605457685652,-0.0046462487197422376,0.9441408317946693,0.9199241943047801,0.9039902195326177,-0.016878122532682265,0.0798147201424818,1,4926100.0,30789900.0,38523100.0,-154197400.0,-2667400.0,30533800.0,-5984399.999999998,-129758000.0,0.009950844713817011,0.021782597650061113,0.017214632887053525,-0.016878122532682265,-0.005388214447460566,0.02160141735203544,-0.0026742201185595937,-0.014203037298915451,-0.016878122532682265,-0.014203037298915451,0.5234963358998567,2.15916,2.21686,-0.02602780509369107,0.02263150331727791,0.0223702179985968,0.01088987362726629,0.5,-0.1216216216216216,0.02100319704043125,0.041287356073018505,-0.02911686065346615,0.04909539417176856,-0.23730042776817054,0.47493996978444014,0.2313580332877573,227001523.875,9.61,2026-07-02,,,,True,False,False,False,False,True,True
423,002865,钧达股份,电气设备,-,28.224092697142243,0.28224092697142245,0.7261652356407972,-0.977003053108914,0.18115138324088959,0.23128675045693542,-0.21754107783678012,0.39209198572553267,0.28224092697142245,-0.02921050150510322,1.0,-0.9333729027022125,0.027194492254733138,0.005560235888795173,-0.0842412152831058,-0.20500865858532025,-0.0813232147530134,-0.2528793189784677,0.200189753320683,-0.10253528931853528,-0.08448193587118837,-0.15946123124962275,-0.013234138252671113,0.9918901885183484,0.8325099117895309,0.8324608228440877,-0.012941405028050643,-0.33617929943554264,1,-63740700.0,-2505899.999999985,39008400.000000015,-479009700.0,10443500.0,96714200.0,64099999.99999999,-632459800.0,-0.044734158218221694,-0.0004895263360441305,0.004914089846650678,-0.012941405028050643,0.007329401486836484,0.0188930715389439,0.008075008438446805,-0.017087166367946,-0.012941405028050643,-0.017087166367946,0.7361405536316228,7.5705,7.5705,0.0,0.03350959614589815,0.03333997182715372,0.022690676980813226,0.35,-0.23653300931551235,0.03324477486506007,0.061323477704176926,-0.044476256000706815,0.21496479163676363,-0.3627676380102288,0.4863807134937838,0.2454119483659126,936161062.7050002,57.94,2026-07-02,,,,True,False,False,True,False,True,True
424,603375,盛景微,半导体,-,28.049379810861826,0.28049379810861824,-0.6200672928653651,-0.6857951290673177,-0.6411002004499899,-0.11620306474258493,-0.27597083924603183,-0.10236917030957055,0.28049379810861824,-0.04516892880119217,1.0,-0.9420135314256074,-0.022435243728329612,-0.01983640081799587,-0.03851554663991974,-0.017827868852459017,-0.006446798366534723,-0.09566037735849053,0.49126413155190124,-0.012914325988267139,-0.005634211562778501,0.0570010626759716,0.0005517410781986921,1.157222207562917,0.9379678187840594,0.9352221526304793,-0.0008571190682329546,-0.07538201456260536,1,23057399.999999996,83706600.0,80196100.0,-6221900.000000004,-13198900.0,-58714700.00000001,-64099300.00000001,-79459600.0,0.04340300621357929,0.0577783910256043,0.03447558039641667,-0.0008571190682329546,-0.024845469945111408,-0.040527758809353734,-0.030154887259712677,-0.010946228373031266,-0.0008571190682329546,-0.010946228373031266,0.7030738942958346,12.0,12.0,0.0,0.027677640919030203,0.038437792422525825,0.01893166742319285,0.4,-0.112770137524558,0.03864231987325463,0.06367168483475742,-0.04865406585785575,-0.021885581145864696,-0.029635003267795744,0.4515288201189363,0.3345755975517461,175919736.65,49.66,2026-07-02,,,,True,False,False,False,False,True,True
425,300883,龙利得,造纸,-,28.040774942778963,0.2804077494277896,-0.02064651529054404,0.30009550904687593,0.08199093249743035,-0.055000070356596265,0.9025181709642954,0.33479255431956806,0.2804077494277896,-0.05033666427054369,1.0,-0.9424399411165542,-0.012519561815336422,-0.02018633540372683,-0.012519561815336422,-0.043939393939393945,-0.019425019425019396,-0.07478005865102644,0.3624999999999997,-0.012587412587412472,-0.009976689976689879,-0.042553191489361764,-0.0019092019092019313,1.0471700763140817,0.9202696708389554,0.9204332327419549,-0.046114635451387775,-0.3086173017938367,1,24744500.0,-23585300.0,-53677100.0,-342557400.0,-27588600.0,-132924699.99999999,-199261100.0,-743875400.0,0.05518344601435669,-0.018021097060921382,-0.02789940680930957,-0.046114635451387775,-0.061526158084086596,-0.10156533605652064,-0.03528897595406145,-0.10013954710146464,-0.046114635451387775,-0.02823477520256055,0.4897137755378642,13.6412,13.6412,0.0,0.012385568406436174,0.011576554000313167,0.006901848660154996,0.3,-0.052552552552552645,0.01321577681205131,0.04803191962786366,-0.027142233938376253,0.004056088838697347,-0.2383133525546426,0.5807575757575746,0.3700000000000008,179498343.61349997,6.53,2026-07-02,,,,True,False,False,False,False,True,True
426,002568,百润股份,红黄酒,-,28.024401575269053,0.28024401575269053,1.4696858239365016,-0.4531823185290185,0.8543680183475353,-0.002928260623241568,-0.6652505376783224,-0.2820010434771954,0.28024401575269053,-0.019491321364807246,1.0,-0.9432515353213774,0.11011493055194696,0.09941520467836273,-0.1318624935864544,-0.14799543558783157,-0.049834858899905576,-0.17099461048505626,0.4546875000000003,-0.11351613963320983,-0.09929735631603824,0.004022051863234566,-0.012424258076186141,1.2843696113215248,1.0897589627453306,0.9241765790555516,-0.019496968553864368,-0.16905452075081912,1,1320400.0,68449600.0,4731200.0,-329638400.0,-44986400.0,-70128900.0,49762900.0,-212721700.00000003,0.001767427951945342,0.02508431512401747,0.0010528849240529527,-0.019496968553864368,-0.06021676826521807,-0.02569971814153346,0.01107427443083249,-0.012581751081259253,-0.019496968553864368,-0.012581751081259253,0.39152481211129264,4.3702,4.3702,0.0,0.06271095123641846,0.049248319595291204,0.025398163505020038,0.4,-0.2976424361493123,0.03855871466279395,0.05458162028199188,-0.044967876910473124,0.32445360619708186,-0.18863945505322827,0.5681078241361934,0.10720720720720729,444549125.958,17.14,2026-07-02,,,,True,False,False,True,False,True,True
427,600406,国电南瑞,电气设备,-,27.975964232310275,0.27975964232310274,0.6056927454959606,-0.00939977286814982,0.4088631396194453,-0.15174260820341448,1.415225016082395,-0.05425517501912591,0.27975964232310274,-0.02136744962345579,1.0,-0.9456541721670861,0.0008760402978538195,-0.013810962451445863,-0.026001705029838007,-0.09397303727200623,-0.01849190681244839,-0.10251374705420269,0.22678298991340837,-0.01806221634764782,-0.013354443140838557,-0.08048237071915698,-0.002195832606563655,0.8017659771079553,0.9690981339107853,0.9250950191428874,-0.03807268446498706,-0.2929405065517826,1,-31843600.0,-379103700.0,-307624000.0,-2375121600.0,62900.0,12455000.0,71251700.0,183606000.00000006,-0.012121414675630271,-0.04515425434860943,-0.020167184586125316,-0.03807268446498706,2.3943178004281678e-05,0.001483489182278966,0.004671112091303751,0.0029431643853007005,-0.03807268446498706,0.0029431643853007005,0.8598745360759846,1.6808,1.6808,0.0,0.017107785063195085,0.016195236792966663,0.008381761360696993,0.35,-0.07954545454545459,0.01833257634203249,0.023416248769735745,-0.02036604531311379,0.06747373223531061,-0.3351912356426228,0.44503654459849606,0.14320091673032936,1628556444.5,22.67,2026-07-02,,,,True,False,False,True,False,True,True
428,605287,德才股份,装修装饰,-,27.963557482505504,0.279635574825055,0.23323403836417278,0.12902643031231747,0.19988760378757908,0.15471655643396137,-0.24578267660913936,-0.029298971757609427,0.279635574825055,-0.0489460856745213,1.0,-0.9462699930611906,-0.016125207493478788,-0.03354297693920327,0.006062075654704069,-0.042464804984998716,-0.015658362989323882,-0.1005853024062432,0.41561712846347637,0.0016607354685647113,0.005323843416370133,-0.0898359617364014,-0.0002422426172192258,0.6788765176223318,0.7279914304280555,0.9442213850964116,-0.007043755825284189,0.018614816753151093,1,-1951699.9999999998,10978400.0,-7074900.0,-55160800.0,4920200.0,-12334200.000000007,-18774800.000000007,-5824300.000000007,-0.0037345340787476363,0.009449658772842371,-0.004065712497021787,-0.007043755825284189,0.009414692101375273,-0.01061666374298554,-0.010789260482704306,-0.0007437337212876309,-0.007043755825284189,-0.0007437337212876309,0.5526749602145822,8.1466,8.1466,0.0,0.0294176556287194,0.0346029501488039,0.02578827818723439,0.5,-0.13378684807256236,0.035633646443858386,0.06877035241854156,-0.048888328833731655,-0.024311497594638354,-0.0773331585589476,0.45445229387174113,0.34572036489338875,192133844.1,43.45,2026-07-02,,,,True,False,False,True,False,True,True
429,300184,力源信息,元器件,-,27.89807123691973,0.2789807123691973,0.004174424604710902,0.8556175780215672,0.2766362336981049,-0.24493715686837209,-0.9333292265347484,1.4392471280835692,0.2789807123691973,-0.04802766434645307,1.0,-0.949523240010294,-0.03126809496236238,-0.01876832844574783,0.17733990147783252,0.014554275318374943,0.00230656322080125,-0.12086179716237522,0.5296523517382412,0.03657550250127328,0.02869125003744446,0.12543946325193928,0.0010401043798123901,0.8384058940456323,1.024288656281629,0.9232816713964986,-0.01914523296735275,0.06165392896219251,1,50113200.0,-34364100.0,-346367600.0,-1686422000.0,-83031099.99999997,-237426899.99999994,-529211300.0,-1484360399.9999998,0.013803150718467199,-0.0029767265342633574,-0.017282880358842127,-0.01914523296735275,-0.022870037986401217,-0.020566665595138315,-0.026406325483236043,-0.016851313411182324,-0.01914523296735275,-0.016851313411182324,0.563833736930615,10.8505,10.8505,0.0,0.043041297419399153,0.05872333301423217,0.02015808184977402,0.5,-0.22179627601314356,0.06456384901575116,0.07804077934637783,-0.06995462114800183,-0.0527283041886224,0.015503772647174676,0.5276569320419887,0.3094378740485194,2488144067.1700006,16.31,2026-07-02,,,,True,False,False,False,False,True,True
430,002236,大华股份,IT设备,-,27.78138155880384,0.2778138155880384,0.26408754354639746,0.19336029255512335,0.24145482322918976,-0.00761637034448201,1.048475918219376,-0.35326393922759936,0.2778138155880384,-0.04289777279148368,1.0,-0.9553318175740136,-0.021406727828746308,-0.030303030303030276,0.0031347962382446415,-0.041342121030557344,-0.024330751875114576,-0.08519153802172663,0.14012738853503207,-0.012988596865662783,-0.011329959143850554,-0.057646070559993046,-0.0023703994421079085,0.8360502393409772,1.1898634569178694,1.21772572288257,-0.0172063267526845,0.2600027152530143,1,-29626900.0,62536099.999999985,-67632100.00000001,-426327600.0,4317500.0,65633100.0,-3779200.000000015,-378739000.0,-0.02332838344001234,0.015236116672467258,-0.010466227239080594,-0.0172063267526845,0.0033996231634849843,0.015990660901074916,-0.0005848401274237164,-0.015285679341391394,-0.0172063267526845,-0.015285679341391394,0.6382567869492793,2.1035,2.1035,0.0,0.021595453030075287,0.018910197845983218,0.01233557978758787,0.6,-0.06823529411764706,0.014682034751253846,0.026671512823036325,-0.019477825979966838,-0.018918967990268043,-0.13220977576350676,0.39779221619761723,0.26337885154061436,604386910.287,16.51,2026-07-02,,,,True,False,False,True,False,True,True
431,300059,东方财富,证券,-,27.726099502512724,0.27726099502512724,-0.3054148808173247,1.3839901471769798,0.23519472814085274,0.4332345137848156,-1.4297324155292381,2.3069993489658622,0.27726099502512724,-0.037373774548137215,1.0,-0.9580888851330804,-0.034580767408811,-0.024880382775119614,0.07887771307570124,0.07432788613600416,0.06372983976199187,-0.06855575868372943,0.6781115879828327,0.06310350227047357,0.05640169111122714,-0.023332844990236468,0.007373985880720384,0.9155305307043872,1.1116735334801575,1.3725358591300776,0.004262145451622392,0.009238037441695353,1,-2266457000.0,1302703700.0,-1689166200.0,1799599300.0,-1772155400.0,830378900.0,-773444500.0,-494694100.00000024,-0.09419820443802115,0.015910213207304416,-0.01322606979673869,0.004262145451622392,-0.07365410270971087,0.010141604220397095,-0.00605602393707834,-0.0011716264883296155,0.004262145451622392,-0.0011716264883296155,0.8847995215359262,4.6233,4.6233,0.0,0.04704036760900985,0.038132599309926324,0.016029720867476914,0.4,-0.08196721311475419,0.03893439164431761,0.04496654084907338,-0.04134725132621992,-0.12661997159957927,0.14657544630568806,0.368332039923994,0.3042718016958667,3161104674.1675,20.73,2026-07-02,,,,True,False,False,False,False,True,True
