rank,code,name,industry,buy_signal_flag,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,up_prob_3d,expected_ret_3d,up_prob_3d_confidence,up_prob_3d_logit,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,ma_bull_20_60,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,money_flow_bias_20,money_flow_bias_20_proxy,real_moneyflow_ok,money_flow_net_amount_1,money_flow_net_amount_3,money_flow_net_amount_5,money_flow_net_amount_20,main_money_flow_net_amount_1,main_money_flow_net_amount_3,main_money_flow_net_amount_5,main_money_flow_net_amount_20,money_flow_net_ratio_1,money_flow_net_ratio_3,money_flow_net_ratio_5,money_flow_net_ratio_20,main_money_flow_net_ratio_1,main_money_flow_net_ratio_3,main_money_flow_net_ratio_5,main_money_flow_net_ratio_20,real_money_flow_bias_20,main_money_flow_bias_20,price_volume_sync_10,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,chip_tightness_20,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,market_up_ratio,market_median_change,market_down5_ratio,pass_market_env,kline_fallback_used,quote_only_fallback_used,pass_momentum_floor,pass_next_2_3d_setup,upside_model_candidate,tail_model_candidate
11,603032,德新科技,专用机械,-,79.26872502182167,0.7926872502182167,1.6272608094178058,1.6047755357375675,1.6200655218401296,0.9707357583385401,-0.05657717318675548,1.3091274091628458,0.7926872502182167,0.016875166791751446,1.0,1.3412002341571887,0.06324110671936745,0.0700079554494828,0.1441939600170139,0.07986898076909221,0.09136422218635487,-0.008112094395280378,0.919720767888307,0.05363304275760772,0.04829387801263642,0.07089745027397432,0.005222421736863881,1.5530522808782823,1.3039601322631431,1.1922828900773206,-0.01793029953527768,0.08153297634771672,1,-19798100.0,-155775300.0,-185802700.0,-318651300.0,20158499.999999993,73666500.0,105602600.0,56605199.999999985,-0.020231124975871047,-0.044188510731341064,-0.033029837740524565,-0.01793029953527768,0.020599407661649166,0.02089684902414142,0.01877279901194934,0.003185137456694198,-0.01793029953527768,0.003185137456694198,0.7920773656938593,15.7265,15.7265,0.0,0.045692522621248816,0.04406736854112982,0.01602100701732175,0.45,-0.13306930693069308,0.04017189740639779,0.07191521352429767,-0.052869223853557745,0.06079211245561744,0.10506605578075678,0.5425165268708564,0.1897636416771431,445147776.1,25.94,2026-07-02,,,,True,False,False,True,False,True,True
12,002468,申通快递,仓储物流,-,78.84278506343483,0.7884278506343483,1.9076366571281307,1.106125485578752,1.6511530822323295,1.0361008689821551,-0.14150239251269617,1.0923258663501607,0.7884278506343483,0.000793145873319006,1.0,1.3154748281008901,0.04672897196261694,0.05967976710334799,0.0414878397711016,-0.03767349636483808,0.049634141945716026,-0.05022831050228305,0.7312252964426877,0.008254334426702092,0.0002667339509064169,-0.09303998169276528,-0.001178919616382292,1.470866963547547,1.138895584579419,1.1137346372227892,-0.024832026458671868,0.010701623991719924,1,47866800.0,-121953300.0,-165143800.0,-350403300.0,-27447800.00000003,134406599.99999997,148622999.99999997,77338599.99999997,0.02363965599852789,-0.0279393272744855,-0.02966596024360593,-0.024832026458671868,-0.013555461194740291,0.03079236056138589,0.026698210948793977,0.00548075363866904,-0.024832026458671868,0.00548075363866904,0.340198341825846,10.6656,10.6656,0.0,0.02643911053520418,0.0232186966930439,0.011890529121042232,0.5,-0.11314363143631434,0.02273309638039729,0.040364341339514276,-0.029785594364044085,0.15155022315093558,-0.09959986977106836,0.5357095269820122,0.3088518765267597,308827200.391,16.61,2026-07-02,,,,True,False,False,True,False,True,True
13,002025,航天电器,元器件,-,77.74736560035929,0.7774736560035929,1.6500093229142432,1.060875589712493,1.4614865282896834,0.9122763652402012,-0.012740694292019905,-0.19093241805547667,0.7774736560035929,0.033171069186422805,1.0,1.2510042659443488,0.04026204449297133,0.13585737021570468,0.1569520340012145,0.24096385542168663,0.15589322040042602,0.0008716418363355349,0.9108818011257034,0.1008302590072021,0.07056514134262085,-0.06896331027682012,0.00710892512783298,1.589793125635919,1.3212975653590753,1.3660210743027779,0.0033486884030140135,0.2709697288923255,1,275335500.0,748810000.0,790133000.0,248445600.0,128213399.99999988,538232599.9999999,594002000.0,772985999.9999999,0.043673850271145856,0.04195721378370648,0.030485976403782575,0.0033486884030140135,0.020337271562709956,0.030158171316569185,0.0229185858023898,0.01041873655195419,0.0033486884030140135,0.01041873655195419,0.5011044344886475,14.0749,1.99,0.0,0.051152328952928455,0.048817053407822504,0.02298102803145808,0.6,-0.12118981004270357,0.04198558175031468,0.06900276506858864,-0.05279245507762426,0.272959151982761,0.2997892215148203,0.659485921889315,0.1577411096965665,1699786803.9459999,83.1,2026-07-02,,,,True,False,False,True,False,True,True
14,002739,儒意电影,影视音像,-,77.6054231641165,0.776054231641165,2.1896964016174434,1.6754683508822894,2.0251434253821943,1.0008663501072106,0.9147302756053086,-0.43204298387233964,0.776054231641165,0.024997483239540284,1.0,1.2428184868749717,0.09839816933638446,0.13585737021570468,0.13475177304964525,0.022364217252396124,0.1145942180424937,0.0008716418363355349,0.9462534404758137,0.042377800998490534,0.023197492163009325,-0.07493197766003135,9.602550437391898e-05,1.8017785110000688,1.8734249248502313,1.697575370620786,-0.015943110720038085,0.3539463978338647,1,33072900.0,-2347100.0,65740200.0,-278161900.0,-30444900.0,-34799000.0,36167500.0,12812499.999999985,0.02135903770698835,-0.0005499881360405063,0.0090621767370523,-0.015943110720038085,-0.01966183089736581,-0.008154333921040252,0.004985629449520066,0.0007343604789170901,-0.015943110720038085,0.0007343604789170901,0.11552760395688176,5.4864,5.4864,0.0,0.031195085331056083,0.028201553645217113,0.016323581158618754,0.55,-0.12896174863387988,0.021286219785653412,0.03781901119521109,-0.027899336349476483,0.2899998317798852,0.05286817958872594,0.659485921889315,0.1046675479827663,391096776.38949996,9.59,2026-07-02,,,,True,False,False,True,False,True,True
15,603444,吉比特,互联网,-,77.18832019266321,0.7718832019266321,1.2904079271493123,0.8162967502611812,1.1386923505451103,0.8098460053148312,1.1853556873568558,0.26591757247316616,0.7718832019266321,0.023164430699604294,1.0,1.2189754756982916,0.03601572436119804,0.1082526823536687,0.04994580660280645,0.04785850021926619,0.06962947046745938,-0.018027397260273914,0.8600000000000003,0.04387504178006996,0.030475576564962203,-0.07481916159726443,0.0031670280126616475,1.3303306962517678,1.5800169882137254,1.5088887647163407,-0.0023932168540840046,0.3073515917913558,1,-19749400.0,36220000.0,118940500.0,-60598799.99999997,30079600.0,40943400.0,86721200.00000003,99480200.00000004,-0.008529713089309327,0.00636182729384799,0.012386697704860996,-0.0023932168540840046,0.012991298866861213,0.007191464373907669,0.009031316406125684,0.003928752570804172,-0.0023932168540840046,0.003928752570804172,0.6022142144763413,7.3093,7.3093,0.0,0.023342283444655824,0.02109017332002223,0.011120843718448766,0.6,-0.05261153587017009,0.01960021935643136,0.03232272250930574,-0.024689220617581113,0.16274763923131808,0.13559088429703592,0.659485921889315,0.19742222082224936,573205958.6,364.98,2026-07-02,,,,True,False,False,True,False,True,True
16,300041,回天新材,化工原料,-,76.4823370430784,0.764823370430784,1.3488008503428217,1.075214396487914,1.2612531851092512,0.463283007350926,0.31790957474212933,1.0331502341417471,0.764823370430784,0.02378584353167444,1.0,1.179308071830878,0.0332446808510638,0.08595387840670843,0.11637931034482762,0.10920770877944319,0.09563946921904454,-0.010792286092953907,0.9442212420522125,0.0612326669248251,0.054689976229273365,0.11664971866163554,0.007358400574557344,1.2471393456209607,1.366561232031303,1.2002910323029556,-0.003911558135090106,0.10139223289655275,1,199942000.0,152677600.0,110081600.0,-121121400.0,-39144900.0,-55407800.0,11578500.0,28195700.00000006,0.07475417715725277,0.023827487155186004,0.010440850341027095,-0.003911558135090106,-0.014635468232802235,-0.008647166596783778,0.001098179765497433,0.0009105667512888748,-0.003911558135090106,0.0009105667512888748,0.5282568474678604,15.80495,15.9327,0.0,0.03781523335439786,0.038967009314811375,0.02084830880985235,0.5,-0.07297687861271673,0.039097061015609814,0.058879661271435096,-0.04701010111793993,0.06454060217544488,0.16611546097268512,0.659485921889315,0.14609545967728133,724919650.009,15.68,2026-07-02,,,,True,False,False,True,False,True,True
17,600962,国投中鲁,软饮料,-,76.42172249186105,0.7642172249186104,2.0521174108670888,1.9800267538790288,2.0290484006309097,1.0572373804335213,0.2875213101650147,0.19017089388678493,0.7642172249186104,0.0355491641920089,1.0,1.1759411379772926,0.11011493055194696,0.13585737021570468,0.17575993764614184,0.17575993764614184,0.15589322040042602,-0.05423197492163001,0.8067039106145255,0.08206710675364248,0.06408343424085002,0.09130048666121993,0.00871324046611192,2.156838222354013,1.949353406692593,1.9275260672234342,-0.019034585919685224,0.3927710396942624,1,-36650200.0,1004400.0,-104321400.0,-254587600.0,-14977000.000000015,-49646900.000000045,-92083200.00000001,-15512400.000000015,-0.028799277829635404,0.00019932211430039723,-0.012680756704276664,-0.019034585919685224,-0.011768742982424377,-0.009852374628096775,-0.01119314594849426,-0.0011598055467765332,-0.019034585919685224,-0.0011598055467765332,-0.04985374774966895,14.495080000000002,9.41597,0.1709426438144967,0.048161382328562076,0.04562797393178678,0.009419854390731081,0.5,-0.08584509729111023,0.036268885144498886,0.05500987979182229,-0.043765283003428246,0.22729331132950448,0.2499798865779157,0.659485921889315,0.08632774376718991,270131813.9,28.49,2026-07-02,,,,True,False,False,True,False,True,True
18,300019,硅宝科技,化工原料,-,76.12949675604744,0.7612949675604744,1.2978909546490025,0.41129002571765455,1.0141786573909712,0.6037748370573124,0.48900410642081554,-0.3800357770110005,0.7612949675604744,0.0036531188535378206,1.0,1.1597922721479899,0.08233957978421347,0.050137741046831996,0.05888888888888877,0.07744488411531925,0.07262444075522656,-0.008840353614144703,0.8971061093247588,0.03480683193111789,0.036337544669236534,-0.028554584958647933,0.006482764777951193,1.6747097773059356,1.5517173455605069,1.1999547032944453,-0.003262945993787851,0.4655751979520819,1,-7369500.0,10652800.0,59636500.0,-26892500.0,903500.0,-7399500.000000017,34736099.999999985,-9169400.000000017,-0.011919050409359014,0.0052819591800468395,0.019166699100484616,-0.003262945993787851,0.0014612744480434045,-0.003668881134796174,0.011163907617387732,-0.0011125502275890443,-0.003262945993787851,-0.0011125502275890443,0.7925518181917871,7.5577,7.5577,0.0,0.03146483494013698,0.03077191297738987,0.018525938918040098,0.6,-0.06776071995764965,0.031985170598912926,0.05233676354434967,-0.04012580777708762,0.024134349300082514,0.14912506082597474,0.6254472480986968,0.30396451660718526,183636652.99949998,19.39,2026-07-02,,,,True,False,False,True,False,True,True
19,603010,万盛股份,化工原料,-,75.85050473611129,0.7585050473611129,2.096260626217647,1.4678433678332983,1.8951671035346556,0.849352291732834,0.22751034705376388,-0.24384584292755873,0.7585050473611129,0.029487445221614735,1.0,1.1445008803365477,0.11011493055194696,0.13585737021570468,0.22174133736883128,0.24365133836650665,0.15589322040042602,-0.008210180623973606,0.9462534404758137,0.12472599585973154,0.09368866265691697,0.0497656798867101,0.01036940635879404,2.156838222354013,1.949353406692593,1.917469296265505,-0.00483306811270137,0.39841812145039507,1,-70790900.0,676000.0,-7214100.0,-67061500.0,-611300.0,-32245000.0,12592300.0,39702600.0,-0.08707837975506919,0.00019872610101829782,-0.0010547125038893263,-0.00483306811270137,-0.0007519471223599896,-0.009479176223868364,0.0018410136070647156,0.0028613342983878592,-0.00483306811270137,0.0028613342983878592,0.7309528991900585,7.7221,7.7221,0.0,0.041604919663288005,0.04046696335148759,0.014701638239480177,0.55,-0.08631910483097727,0.03224846867384075,0.06394293890773493,-0.04492625676739842,0.25291198600638487,0.3541004962282139,0.659485921889315,0.24092870976334954,316905529.9,17.82,2026-07-02,,,,True,False,False,True,False,True,True
20,301345,涛涛车业,摩托车,-,75.67998511142196,0.7567998511142195,0.6862131908804814,0.29398057264863353,0.5606987530462901,0.7821753680048473,0.7792763362448394,-0.29823922889009463,0.7567998511142195,0.013543049138139324,1.0,1.1352140587203214,0.05542102617992417,0.06969205834683967,0.06944444444444442,0.08798040693293152,0.09715783874154571,0.0008716418363355349,0.8761329305135949,0.06688388175393278,0.05364009423208458,-0.08496199386912462,0.006913419272781078,1.3840614601609624,1.4369831841454743,1.2954802101050027,-0.004421870952418811,0.29277505491307926,1,2782200.0000000005,55156300.0,91616100.0,-51247200.0,-21248000.000000015,-40824300.00000003,-6733200.00000003,134747600.0,0.00464141398469945,0.028628749230576706,0.025141223015324395,-0.004421870952418811,-0.03544704347167492,-0.02118975796443622,-0.0018477198091468962,0.01162671323210144,-0.004421870952418811,0.01162671323210144,0.694818558178379,4.5767,4.5767,0.0,0.02385115200152273,0.02659966017089418,0.010084752125618969,0.6,-0.05851448402178616,0.028655529492946856,0.042411500273116215,-0.0341579178050146,0.05259522338075073,0.2086368500712884,0.659485921889315,0.29217918331809856,293392450.22599995,223.3,2026-07-02,,,,True,False,False,True,False,True,True
