rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,002636,金安国纪,元器件,87.76223776223776,,81.81818181818183,93.7062937062937,,13,19,99.91740656617799,99.81416477390047,20260626
2,600206,有研新材,半导体,86.8881118881119,,77.27272727272727,96.5034965034965,,16,11,99.79351641544497,98.92628536031386,20260626
3,600522,中天科技,通信设备,84.96503496503496,,72.72727272727273,97.2027972027972,,19,9,98.67850505884782,98.90563700185835,20260626
