secucode,code,name,industry,market,listing_date
603999.SH,603999,读者传媒,出版业,主板,2015-12-10
002755.SZ,002755,奥赛康,化学制药,主板,2015-05-15
300466.SZ,300466,赛摩智能,电器仪表,创业板,2015-05-28
300469.SZ,300469,信息发展,软件服务,创业板,2015-06-11
601882.SH,601882,海天精工,机床制造,主板,2016-11-07
601512.SH,601512,中新集团,园区开发,主板,2019-12-20
601985.SH,601985,中国核电,新型电力,主板,2015-06-10
601069.SH,601069,西部黄金,黄金,主板,2015-01-22
002749.SZ,002749,国光股份,农药化肥,主板,2015-03-20
601015.SH,601015,陕西黑猫,焦炭加工,主板,2014-11-05
002737.SZ,002737,葵花药业,中成药,主板,2014-12-30
603025.SH,603025,大豪科技,纺织机械,主板,2015-04-22
300492.SZ,300492,华图山鼎,文教休闲,创业板,2015-12-23
300479.SZ,300479,神思电子,软件服务,创业板,2015-06-12
300464.SZ,300464,星徽股份,机械基件,创业板,2015-06-10
300424.SZ,300424,航新科技,航空,创业板,2015-04-22
300465.SZ,300465,高伟达,软件服务,创业板,2015-05-28
603969.SH,603969,银龙股份,其他建材,主板,2015-02-27
601811.SH,601811,新华文轩,出版业,主板,2016-08-08
603667.SH,603667,五洲新春,机械基件,主板,2016-10-25
603660.SH,603660,苏州科达,IT设备,主板,2016-12-01
002775.SZ,002775,文科股份,建筑工程,主板,2015-06-29
002766.SZ,002766,索菱股份,汽车配件,主板,2015-06-11
002763.SZ,002763,汇洁股份,服饰,主板,2015-06-10
601968.SH,601968,宝钢包装,广告包装,主板,2015-06-11
603868.SH,603868,飞科电器,家用电器,主板,2016-04-18
603421.SH,603421,鼎信通讯,通信设备,主板,2016-10-11
603515.SH,603515,欧普照明,家用电器,主板,2016-08-19
603919.SH,603919,金徽酒,白酒,主板,2016-03-10
002762.SZ,002762,*ST金比,服饰,主板,2015-06-10
603556.SH,603556,海兴电力,电器仪表,主板,2016-11-10
601500.SH,601500,通用股份,汽车配件,主板,2016-09-19
603816.SH,603816,顾家家居,家居用品,主板,2016-10-14
603569.SH,603569,长久物流,公路,主板,2016-08-10
300480.SZ,300480,光力科技,专用机械,创业板,2015-07-02
300806.SZ,300806,斯迪克,塑料,创业板,2019-11-25
300486.SZ,300486,东杰智能,专用机械,创业板,2015-06-30
300490.SZ,300490,华自科技,专用机械,创业板,2015-12-31
300494.SZ,300494,盛天网络,互联网,创业板,2015-12-31
300489.SZ,300489,光智科技,专用机械,创业板,2015-07-01
300478.SZ,300478,杭州高新,塑料,创业板,2015-06-10
300471.SZ,300471,厚普股份,专用机械,创业板,2015-06-11
300472.SZ,300472,*ST新元,专用机械,创业板,2015-06-11
603898.SH,603898,好莱客,家居用品,主板,2015-02-17
603612.SH,603612,索通发展,矿物制品,主板,2017-07-18
600939.SH,600939,重庆建工,建筑工程,主板,2017-02-21
603558.SH,603558,健盛集团,纺织,主板,2015-01-27
603090.SH,603090,宏盛股份,专用机械,主板,2016-08-31
603160.SH,603160,汇顶科技,半导体,主板,2016-10-17
603012.SH,603012,创力集团,专用机械,主板,2015-03-20
603021.SH,603021,*ST华鹏,家居用品,主板,2015-04-23
603887.SH,603887,城地香江,软件服务,主板,2016-10-10
603663.SH,603663,三祥新材,小金属,主板,2016-08-01
603636.SH,603636,南威软件,软件服务,主板,2014-12-30
002788.SZ,002788,鹭燕医药,医药商业,主板,2016-02-18
603618.SH,603618,杭电股份,电气设备,主板,2015-02-17
603986.SH,603986,兆易创新,半导体,主板,2016-08-18
603588.SH,603588,高能环境,环境保护,主板,2014-12-29
002760.SZ,002760,凤形股份,机械基件,主板,2015-06-11
002819.SZ,002819,东方中科,电器仪表,主板,2016-11-11
300496.SZ,300496,中科创达,软件服务,创业板,2015-12-10
300555.SZ,300555,ST路通,通信设备,创业板,2016-10-18
300547.SZ,300547,川环科技,汽车配件,创业板,2016-09-30
300522.SZ,300522,世名科技,染料涂料,创业板,2016-07-05
300484.SZ,300484,蓝海华腾,电气设备,创业板,2016-03-22
300432.SZ,300432,富临精工,汽车配件,创业板,2015-03-19
300535.SZ,300535,达威股份,化工原料,创业板,2016-08-12
300534.SZ,300534,陇神戎发,中成药,创业板,2016-09-13
300559.SZ,300559,佳发教育,软件服务,创业板,2016-11-01
603118.SH,603118,共进股份,通信设备,主板,2015-02-25
002793.SZ,002793,罗欣药业,化学制药,主板,2016-04-15
002806.SZ,002806,华锋股份,汽车配件,主板,2016-07-26
002787.SZ,002787,华源控股,广告包装,主板,2015-12-31
002822.SZ,002822,ST中装,装修装饰,主板,2016-11-29
002789.SZ,002789,*ST建艺,装修装饰,主板,2016-03-11
002811.SZ,002811,郑中设计,装修装饰,主板,2016-09-08
603189.SH,603189,*ST网达,软件服务,主板,2016-09-14
002821.SZ,002821,凯莱英,生物制药,主板,2016-11-18
002809.SZ,002809,红墙股份,化工原料,主板,2016-08-23
002832.SZ,002832,比音勒芬,服饰,主板,2016-12-23
002817.SZ,002817,黄山胶囊,化学制药,主板,2016-10-25
300433.SZ,300433,蓝思科技,元器件,创业板,2015-03-18
300462.SZ,300462,ST华铭,IT设备,创业板,2015-05-27
300512.SZ,300512,中亚股份,专用机械,创业板,2016-05-26
300664.SZ,300664,鹏鹞环保,环境保护,创业板,2018-01-05
002979.SZ,002979,雷赛智能,专用机械,主板,2020-04-08
002795.SZ,002795,永和智控,机械基件,主板,2016-04-28
603718.SH,603718,*ST海利,农业综合,主板,2015-05-15
601900.SH,601900,南方传媒,出版业,主板,2016-02-15
300500.SZ,300500,启迪设计,建筑工程,创业板,2016-02-04
002790.SZ,002790,瑞尔特,家居用品,主板,2016-03-08
002753.SZ,002753,永东股份,化工原料,主板,2015-05-19
603799.SH,603799,华友钴业,小金属,主板,2015-01-29
600936.SH,600936,北投科技,软件服务,主板,2016-08-15
300517.SZ,300517,海波重科,建筑工程,创业板,2016-07-19
603690.SH,603690,至纯科技,半导体,主板,2017-01-13
002758.SZ,002758,浙农股份,批发业,主板,2015-05-27
002759.SZ,002759,天际股份,电气设备,主板,2015-05-28
603159.SH,603159,上海亚虹,专用机械,主板,2016-08-12
603589.SH,603589,口子窖,白酒,主板,2015-06-29
601606.SH,601606,长城军工,专用机械,主板,2018-08-06
300519.SZ,300519,新光药业,中成药,创业板,2016-06-24
300470.SZ,300470,中密控股,机械基件,创业板,2015-06-12
603317.SH,603317,天味食品,食品,主板,2019-04-16
603977.SH,603977,国泰集团,化工原料,主板,2016-11-11
300414.SZ,300414,中光防雷,通信设备,创业板,2015-05-13
300425.SZ,300425,中建环能,环境保护,创业板,2015-02-16
300460.SZ,300460,ST惠伦,元器件,创业板,2015-05-15
603900.SH,603900,莱绅通灵,服饰,主板,2016-11-23
601366.SH,601366,利群股份,百货,主板,2017-04-12
601212.SH,601212,白银有色,铜,主板,2017-02-15
300518.SZ,300518,新迅达,互联网,创业板,2016-06-24
300506.SZ,300506,ST名家汇,建筑工程,创业板,2016-03-24
300533.SZ,300533,冰川网络,互联网,创业板,2016-08-18
300453.SZ,300453,三鑫医疗,医疗保健,创业板,2015-05-15
002797.SZ,002797,第一创业,证券,主板,2016-05-11
603060.SH,603060,国检集团,建筑工程,主板,2016-11-09
603367.SH,603367,辰欣药业,化学制药,主板,2017-09-29
603315.SH,603315,福鞍股份,环境保护,主板,2015-04-24
603800.SH,603800,洪田股份,专用机械,主板,2015-12-10
603600.SH,603600,永艺股份,家居用品,主板,2015-01-23
603936.SH,603936,博敏电子,元器件,主板,2015-12-09
603825.SH,603825,ST华扬,互联网,主板,2017-08-02
603616.SH,603616,韩建河山,水泥,主板,2015-06-11
002923.SZ,002923,润都股份,化学制药,主板,2018-01-05
300410.SZ,300410,正业科技,专用机械,创业板,2014-12-31
603338.SH,603338,浙江鼎力,工程机械,主板,2015-03-25
601966.SH,601966,玲珑轮胎,汽车配件,主板,2016-07-06
603018.SH,603018,华设集团,建筑工程,主板,2014-10-13
300395.SZ,300395,菲利华,玻璃,创业板,2014-09-10
603222.SH,603222,济民健康,医疗保健,主板,2015-02-17
603108.SH,603108,润达医疗,医药商业,主板,2015-05-27
002813.SZ,002813,路畅科技,汽车配件,主板,2016-10-12
003016.SZ,003016,欣贺股份,服饰,主板,2020-10-26
002823.SZ,002823,凯中精密,机械基件,主板,2016-11-24
601611.SH,601611,中国核建,建筑工程,主板,2016-06-06
300510.SZ,300510,金冠股份,电气设备,创业板,2016-05-06
300447.SZ,300447,全信股份,电气设备,创业板,2015-04-22
300420.SZ,300420,五洋自控,机械基件,创业板,2015-02-17
300516.SZ,300516,久之洋,电器仪表,创业板,2016-06-02
300364.SZ,300364,中文在线,出版业,创业板,2015-01-21
301130.SZ,301130,西点药业,化学制药,创业板,2022-02-23
603377.SH,603377,ST东时,汽车服务,主板,2016-02-05
603508.SH,603508,思维列控,IT设备,主板,2015-12-24
300520.SZ,300520,科大国创,软件服务,创业板,2016-07-08
603929.SH,603929,亚翔集成,装修装饰,主板,2016-12-30
603022.SH,603022,新通联,广告包装,主板,2015-05-18
603131.SH,603131,上海沪工,专用机械,主板,2016-06-07
002820.SZ,002820,桂发祥,食品,主板,2016-11-18
603085.SH,603085,天成自控,汽车配件,主板,2015-06-30
603268.SH,603268,松发股份,船舶,主板,2015-03-19
603020.SH,603020,爱普股份,食品,主板,2015-03-25
603198.SH,603198,迎驾贡酒,白酒,主板,2015-05-28
300485.SZ,300485,赛升药业,生物制药,创业板,2015-06-26
601086.SH,601086,国芳集团,百货,主板,2017-09-29
300404.SZ,300404,博济医药,医疗保健,创业板,2015-04-24
603958.SH,603958,哈森股份,服饰,主板,2016-06-29
603738.SH,603738,泰晶科技,元器件,主板,2016-09-28
603339.SH,603339,四方科技,专用机械,主板,2016-05-19
603266.SH,603266,天龙股份,汽车配件,主板,2017-01-10
300442.SZ,300442,润泽科技,软件服务,创业板,2015-04-24
002731.SZ,002731,ST萃华,服饰,主板,2014-11-04
002777.SZ,002777,久远银海,软件服务,主板,2015-12-31
300528.SZ,300528,幸福蓝海,影视音像,创业板,2016-08-08
300456.SZ,300456,赛微电子,半导体,创业板,2015-05-14
002803.SZ,002803,吉宏股份,互联网,主板,2016-07-12
603939.SH,603939,益丰药房,医药商业,主板,2015-02-17
300461.SZ,300461,田中精机,专用机械,创业板,2015-05-19
300416.SZ,300416,苏试试验,电器仪表,创业板,2015-01-22
300468.SZ,300468,四方精创,软件服务,创业板,2015-05-27
300572.SZ,300572,安车检测,电器仪表,创业板,2016-12-06
300423.SZ,300423,昇辉科技,电气设备,创业板,2015-02-17
300537.SZ,300537,广信材料,染料涂料,创业板,2016-08-30
603306.SH,603306,华懋科技,汽车配件,主板,2014-09-26
603169.SH,603169,兰石重装,专用机械,主板,2014-10-09
603859.SH,603859,能科科技,软件服务,主板,2016-10-21
603878.SH,603878,武进不锈,钢加工,主板,2016-12-19
002772.SZ,002772,众兴菌业,种植业,主板,2015-06-26
002828.SZ,002828,贝肯能源,石油开采,主板,2016-12-08
603033.SH,603033,三维股份,橡胶,主板,2016-12-07
603311.SH,603311,金海高科,家用电器,主板,2015-05-18
002856.SZ,002856,*ST美芝,装修装饰,主板,2017-03-20
603028.SH,603028,赛福天,钢加工,主板,2016-03-31
603036.SH,603036,如通股份,专用机械,主板,2016-12-09
603838.SH,603838,*ST四通,家居用品,主板,2015-07-01
300473.SZ,300473,德尔股份,汽车配件,创业板,2015-06-12
603602.SH,603602,纵横通信,通信设备,主板,2017-08-10
300474.SZ,300474,景嘉微,元器件,创业板,2016-03-31
300482.SZ,300482,万孚生物,医疗保健,创业板,2015-06-30
300497.SZ,300497,富祥药业,化学制药,创业板,2015-12-22
603066.SH,603066,音飞储存,仓储物流,主板,2015-06-11
603027.SH,603027,千禾味业,食品,主板,2016-03-07
603987.SH,603987,康德莱,医疗保健,主板,2016-11-21
603678.SH,603678,火炬电子,元器件,主板,2015-01-26
601127.SH,601127,赛力斯,汽车整车,主板,2016-06-15
300549.SZ,300549,优德精密,专用机械,创业板,2016-09-30
300600.SZ,300600,国瑞科技,船舶,创业板,2017-01-25
300586.SZ,300586,美联新材,化工原料,创业板,2017-01-04
002829.SZ,002829,星网宇达,航空,主板,2016-12-13
603258.SH,603258,电魂网络,互联网,主板,2016-10-26
603319.SH,603319,美湖股份,汽车配件,主板,2016-11-30
603568.SH,603568,伟明环保,环境保护,主板,2015-05-28
603444.SH,603444,吉比特,互联网,主板,2017-01-04
603029.SH,603029,天鹅股份,农用机械,主板,2016-04-27
002812.SZ,002812,恩捷股份,电气设备,主板,2016-09-14
603639.SH,603639,海利尔,农药化肥,主板,2017-01-12
300422.SZ,300422,博世科,环境保护,创业板,2015-02-17
300542.SZ,300542,新晨科技,软件服务,创业板,2016-09-20
300509.SZ,300509,新美星,专用机械,创业板,2016-04-25
300499.SZ,300499,高澜股份,专用机械,创业板,2016-02-02
603007.SH,603007,花王股份,建筑工程,主板,2016-08-26
603658.SH,603658,安图生物,医疗保健,主板,2016-09-01
603822.SH,603822,ST嘉澳,化工原料,主板,2016-04-28
300503.SZ,300503,昊志机电,机械基件,创业板,2016-03-09
603869.SH,603869,ST智知,软件服务,主板,2015-03-26
603043.SH,603043,广州酒家,食品,主板,2017-06-27
603313.SH,603313,梦百合,家居用品,主板,2016-10-13
300508.SZ,300508,维宏股份,软件服务,创业板,2016-04-19
300412.SZ,300412,迦南科技,医疗保健,创业板,2014-12-31
603819.SH,603819,神力股份,电气设备,主板,2016-11-25
603299.SH,603299,苏盐井神,食品,主板,2015-12-31
603026.SH,603026,石大胜华,化工原料,主板,2015-05-29
002825.SZ,002825,纳尔股份,化工原料,主板,2016-11-29
300525.SZ,300525,博思软件,软件服务,创业板,2016-07-26
300545.SZ,300545,联得装备,专用机械,创业板,2016-09-28
300543.SZ,300543,朗科智能,元器件,创业板,2016-09-08
300531.SZ,300531,优博讯,IT设备,创业板,2016-08-09
300570.SZ,300570,太辰光,通信设备,创业板,2016-12-06
600977.SH,600977,中国电影,影视音像,主板,2016-08-09
603300.SH,603300,海南华铁,多元金融,主板,2015-05-29
603598.SH,603598,引力传媒,互联网,主板,2015-05-27
603019.SH,603019,中科曙光,IT设备,主板,2014-11-06
603689.SH,603689,皖天然气,供气供热,主板,2017-01-10
002816.SZ,002816,*ST和科,专用机械,主板,2016-10-25
603519.SH,603519,立霸股份,家用电器,主板,2015-03-19
002785.SZ,002785,万里石,其他建材,主板,2015-12-23
603067.SH,603067,振华股份,化工原料,主板,2016-09-13
300665.SZ,300665,飞鹿股份,染料涂料,创业板,2017-06-13
300573.SZ,300573,兴齐眼药,化学制药,创业板,2016-12-08
300428.SZ,300428,立中集团,汽车配件,创业板,2015-03-19
603601.SH,603601,再升科技,玻璃,主板,2015-01-22
002835.SZ,002835,同为股份,IT设备,主板,2016-12-28
601878.SH,601878,浙商证券,证券,主板,2017-06-26
603682.SH,603682,锦和商管,房产服务,主板,2020-04-21
603886.SH,603886,元祖股份,食品,主板,2016-12-28
603858.SH,603858,步长制药,中成药,主板,2016-11-18
002736.SZ,002736,国信证券,证券,主板,2014-12-29
603345.SH,603345,安井食品,食品,主板,2017-02-22
300426.SZ,300426,华智数媒,影视音像,创业板,2015-02-17
002765.SZ,002765,蓝黛科技,元器件,主板,2015-06-12
002810.SZ,002810,山东赫达,化工原料,主板,2016-08-26
300434.SZ,300434,金石亚药,化学制药,创业板,2015-04-24
300539.SZ,300539,横河精密,塑料,创业板,2016-08-30
300488.SZ,300488,恒锋工具,机械基件,创业板,2015-07-01
603808.SH,603808,歌力思,服饰,主板,2015-04-22
603737.SH,603737,三棵树,染料涂料,主板,2016-06-03
603778.SH,603778,国晟科技,电气设备,主板,2015-12-31
300439.SZ,300439,美康生物,医疗保健,创业板,2015-04-22
603398.SH,603398,*ST沐邦,电气设备,主板,2015-12-09
603223.SH,603223,恒通股份,公路,主板,2015-06-30
603016.SH,603016,新宏泰,电气设备,主板,2016-07-01
300450.SZ,300450,先导智能,专用机械,创业板,2015-05-18
300502.SZ,300502,新易盛,通信设备,创业板,2016-03-03
300446.SZ,300446,航天智造,汽车配件,创业板,2015-04-23
603628.SH,603628,清源股份,电气设备,主板,2017-01-12
300427.SZ,300427,红相股份,电气设备,创业板,2015-02-17
300493.SZ,300493,润欣科技,元器件,创业板,2015-12-10
300459.SZ,300459,汤姆猫,互联网,创业板,2015-05-15
300487.SZ,300487,蓝晓科技,化工原料,创业板,2015-07-02
300457.SZ,300457,赢合科技,专用机械,创业板,2015-05-14
603968.SH,603968,醋化股份,化工原料,主板,2015-05-18
300548.SZ,300548,长芯博创,通信设备,创业板,2016-10-12
300451.SZ,300451,创业慧康,软件服务,创业板,2015-05-14
300564.SZ,300564,筑博设计,建筑工程,创业板,2019-11-08
300560.SZ,300560,中富通,通信设备,创业板,2016-11-01
300561.SZ,300561,*ST汇科,软件服务,创业板,2016-11-17
300550.SZ,300550,和仁科技,软件服务,创业板,2016-10-18
300394.SZ,300394,天孚通信,通信设备,创业板,2015-02-17
300938.SZ,300938,信测标准,电器仪表,创业板,2021-01-27
300556.SZ,300556,丝路视觉,软件服务,创业板,2016-11-04
300538.SZ,300538,同益股份,塑料,创业板,2016-08-26
300551.SZ,300551,古鳌科技,软件服务,创业板,2016-10-18
300569.SZ,300569,天能重工,电气设备,创业板,2016-11-25
300631.SZ,300631,久吾高科,环境保护,创业板,2017-03-23
300515.SZ,300515,三德科技,电器仪表,创业板,2016-06-08
300553.SZ,300553,集智股份,电器仪表,创业板,2016-10-21
300847.SZ,300847,中船汉光,化工原料,创业板,2020-07-09
300540.SZ,300540,蜀道装备,专用机械,创业板,2016-08-23
300558.SZ,300558,贝达药业,化学制药,创业板,2016-11-07
300541.SZ,300541,先进数通,软件服务,创业板,2016-09-13
603559.SH,603559,ST通脉,通信设备,主板,2016-12-02
601858.SH,601858,中国科传,出版业,主板,2017-01-18
603239.SH,603239,浙江仙通,汽车配件,主板,2016-12-30
603186.SH,603186,华正新材,元器件,主板,2017-01-03
603716.SH,603716,塞力医疗,医药商业,主板,2016-10-31
603888.SH,603888,新华网,互联网,主板,2016-10-28
603416.SH,603416,信捷电气,电器仪表,主板,2016-12-21
603633.SH,603633,徕木股份,汽车配件,主板,2016-11-17
603098.SH,603098,森特股份,装修装饰,主板,2016-12-16
603669.SH,603669,灵康药业,化学制药,主板,2015-05-28
601163.SH,601163,三角轮胎,汽车配件,主板,2016-09-09
603505.SH,603505,金石资源,化工原料,主板,2017-05-03
603708.SH,603708,家家悦,超市连锁,主板,2016-12-13
002865.SZ,002865,钧达股份,电气设备,主板,2017-04-25
002836.SZ,002836,新宏泽,广告包装,主板,2016-12-29
002842.SZ,002842,翔鹭钨业,小金属,主板,2017-01-19
002824.SZ,002824,和胜股份,铝,主板,2017-01-12
603983.SH,603983,丸美生物,日用化工,主板,2019-07-25
603203.SH,603203,快克智能,专用机械,主板,2016-11-08
603035.SH,603035,常熟汽饰,汽车配件,主板,2017-01-05
603727.SH,603727,博迈科,石油开采,主板,2016-11-22
300458.SZ,300458,全志科技,半导体,创业板,2015-05-15
300413.SZ,300413,芒果超媒,影视音像,创业板,2015-01-21
300481.SZ,300481,濮阳惠成,化工原料,创业板,2015-06-30
300408.SZ,300408,三环集团,元器件,创业板,2014-12-03
600908.SH,600908,无锡银行,银行,主板,2016-09-23
002839.SZ,002839,张家港行,银行,主板,2017-01-24
601229.SH,601229,上海银行,银行,主板,2016-11-16
603323.SH,603323,苏农银行,银行,主板,2016-11-29
600919.SH,600919,江苏银行,银行,主板,2016-08-02
002807.SZ,002807,江阴银行,银行,主板,2016-09-02
601128.SH,601128,常熟银行,银行,主板,2016-09-30
601997.SH,601997,贵阳银行,银行,主板,2016-08-16
600926.SH,600926,杭州银行,银行,主板,2016-10-27
601838.SH,601838,成都银行,银行,主板,2018-01-31
603322.SH,603322,超讯通信,通信设备,主板,2016-07-28
300582.SZ,300582,英飞特,元器件,创业板,2016-12-28
300557.SZ,300557,理工光科,电器仪表,创业板,2016-11-01
603336.SH,603336,宏辉果蔬,农业综合,主板,2016-11-24
300623.SZ,300623,捷捷微电,半导体,创业板,2017-03-14
002840.SZ,002840,华统股份,食品,主板,2017-01-10
601881.SH,601881,中国银河,证券,主板,2017-01-23
603797.SH,603797,联泰环保,环境保护,主板,2017-04-13
300563.SZ,300563,神宇股份,通信设备,创业板,2016-11-14
300624.SZ,300624,万兴科技,软件服务,创业板,2018-01-18
002833.SZ,002833,弘亚数控,专用机械,主板,2016-12-28
300657.SZ,300657,弘信电子,元器件,创业板,2017-05-23
300562.SZ,300562,乐心医疗,医疗保健,创业板,2016-11-16
300565.SZ,300565,科信技术,通信设备,创业板,2016-11-22
603585.SH,603585,苏利股份,农药化肥,主板,2016-12-14
002831.SZ,002831,裕同科技,广告包装,主板,2016-12-16
002845.SZ,002845,同兴达,元器件,主板,2017-01-25
603517.SH,603517,ST绝味,食品,主板,2017-03-17
603990.SH,603990,麦迪科技,软件服务,主板,2016-12-08
603577.SH,603577,汇金通,电气设备,主板,2016-12-22
603298.SH,603298,杭叉集团,工程机械,主板,2016-12-27
603668.SH,603668,天马科技,饲料,主板,2017-01-17
603966.SH,603966,法兰泰克,专用机械,主板,2017-01-25
300587.SZ,300587,天铁科技,橡胶,创业板,2017-01-05
300575.SZ,300575,中旗股份,农药化肥,创业板,2016-12-20
300504.SZ,300504,天邑股份,通信设备,创业板,2018-03-30
603833.SH,603833,欧派家居,家居用品,主板,2017-03-28
002837.SZ,002837,英维克,专用机械,主板,2016-12-29
300686.SZ,300686,智动力,元器件,创业板,2017-08-04
300566.SZ,300566,激智科技,元器件,创业板,2016-11-15
300567.SZ,300567,精测电子,电器仪表,创业板,2016-11-22
002857.SZ,002857,三晖电气,电器仪表,主板,2017-03-23
002848.SZ,002848,*ST高斯,家用电器,主板,2017-02-13
002841.SZ,002841,视源股份,元器件,主板,2017-01-19
603637.SH,603637,镇海股份,建筑工程,主板,2017-02-08
603877.SH,603877,太平鸟,服饰,主板,2017-01-09
603928.SH,603928,兴业股份,化工原料,主板,2016-12-12
603086.SH,603086,先达股份,农药化肥,主板,2017-05-11
603218.SH,603218,日月股份,电气设备,主板,2016-12-28
603823.SH,603823,百合花,染料涂料,主板,2016-12-20
603228.SH,603228,景旺电子,元器件,主板,2017-01-06
002960.SZ,002960,青鸟智控,专用机械,主板,2019-08-09
300615.SZ,300615,欣天科技,通信设备,创业板,2017-02-15
603638.SH,603638,艾迪精密,专用机械,主板,2017-01-20
603579.SH,603579,荣泰健康,家用电器,主板,2017-01-11
603677.SH,603677,奇精机械,家用电器,主板,2017-02-06
002858.SZ,002858,力盛体育,文教休闲,主板,2017-03-24
603177.SH,603177,德创环保,环境保护,主板,2017-02-07
603538.SH,603538,美诺华,化学制药,主板,2017-04-07
601020.SH,601020,华钰矿业,铅锌,主板,2016-03-16
300682.SZ,300682,朗新科技,软件服务,创业板,2017-08-01
603039.SH,603039,泛微网络,软件服务,主板,2017-01-13
603037.SH,603037,凯众股份,汽车配件,主板,2017-01-20
603811.SH,603811,诚意药业,化学制药,主板,2017-03-15
601375.SH,601375,中原证券,证券,主板,2017-01-03
603881.SH,603881,数据港,软件服务,主板,2017-02-08
603626.SH,603626,科森科技,元器件,主板,2017-02-09
002850.SZ,002850,科达利,电气设备,主板,2017-03-02
002861.SZ,002861,瀛通通讯,元器件,主板,2017-04-13
300606.SZ,300606,金太阳,机械基件,创业板,2017-02-08
300619.SZ,300619,金银河,专用机械,创业板,2017-03-01
603303.SH,603303,得邦照明,家用电器,主板,2017-03-30
601228.SH,601228,广州港,港口,主板,2017-03-29
300580.SZ,300580,贝斯特,汽车配件,创业板,2017-01-11
603358.SH,603358,华达科技,汽车配件,主板,2017-01-25
603038.SH,603038,华立股份,家居用品,主板,2017-01-16
603040.SH,603040,新坐标,汽车配件,主板,2017-02-09
300578.SZ,300578,会畅科技,通信设备,创业板,2017-01-25
300571.SZ,300571,平治信息,互联网,创业板,2016-12-13
300598.SZ,300598,诚迈科技,软件服务,创业板,2017-01-20
002867.SZ,002867,周大生,服饰,主板,2017-04-27
603165.SH,603165,荣晟环保,造纸,主板,2017-01-17
603839.SH,603839,安正时尚,服饰,主板,2017-02-14
603360.SH,603360,百傲化学,农药化肥,主板,2017-02-06
002953.SZ,002953,日丰股份,电气设备,主板,2019-05-09
002855.SZ,002855,捷荣技术,元器件,主板,2017-03-21
603208.SH,603208,江山欧派,家居用品,主板,2017-02-10
603032.SH,603032,德新科技,专用机械,主板,2017-01-05
603908.SH,603908,牧高笛,纺织,主板,2017-03-07
300597.SZ,300597,吉大通信,通信设备,创业板,2017-01-23
603665.SH,603665,康隆达,服饰,主板,2017-03-13
300987.SZ,300987,川网传媒,互联网,创业板,2021-05-11
300581.SZ,300581,晨曦航空,航空,创业板,2016-12-20
300576.SZ,300576,容大感光,染料涂料,创业板,2016-12-20
300684.SZ,300684,中石科技,元器件,创业板,2017-12-27
000166.SZ,000166,申万宏源,证券,主板,2015-01-26
603089.SH,603089,正裕工业,汽车配件,主板,2017-01-26
002846.SZ,002846,英联股份,广告包装,主板,2017-02-07
002847.SZ,002847,盐津铺子,食品,主板,2017-02-08
300592.SZ,300592,华凯易佰,互联网,创业板,2017-01-20
603817.SH,603817,海峡环保,环境保护,主板,2017-02-20
300678.SZ,300678,中科信息,软件服务,创业板,2017-07-28
603217.SH,603217,元利科技,化工原料,主板,2019-06-20
603337.SH,603337,杰克科技,纺织机械,主板,2017-01-19
300568.SZ,300568,星源材质,化工原料,创业板,2016-12-01
603238.SH,603238,诺邦股份,纺织,主板,2017-02-22
002853.SZ,002853,皮阿诺,家居用品,主板,2017-03-10
603378.SH,603378,*ST亚士,染料涂料,主板,2017-09-28
603330.SH,603330,天洋新材,塑料,主板,2017-02-13
603615.SH,603615,茶花股份,家居用品,主板,2017-02-13
603656.SH,603656,泰禾智能,专用机械,主板,2017-03-21
300617.SZ,300617,安靠智电,电气设备,创业板,2017-02-28
002849.SZ,002849,威星智能,电器仪表,主板,2017-02-17
600996.SH,600996,贵广网络,影视音像,主板,2016-12-26
603393.SH,603393,新天然气,供气供热,主板,2016-09-12
603630.SH,603630,拉芳家化,日用化工,主板,2017-03-13
603955.SH,603955,大千生态,建筑工程,主板,2017-03-10
300865.SZ,300865,大宏立,专用机械,创业板,2020-08-24
603138.SH,603138,海量数据,软件服务,主板,2017-03-06
603960.SH,603960,克来机电,汽车配件,主板,2017-03-14
603896.SH,603896,寿仙谷,中成药,主板,2017-05-10
002852.SZ,002852,道道全,食品,主板,2017-03-10
300659.SZ,300659,中孚信息,IT设备,创业板,2017-05-26
603903.SH,603903,中持股份,环境保护,主板,2017-03-14
603991.SH,603991,至正股份,半导体,主板,2017-03-08
603768.SH,603768,常青股份,汽车配件,主板,2017-03-24
300647.SZ,300647,超频三,化工原料,创业板,2017-05-03
603385.SH,603385,惠达卫浴,家居用品,主板,2017-04-05
002875.SZ,002875,安奈儿,服饰,主板,2017-06-01
603178.SH,603178,圣龙股份,汽车配件,主板,2017-03-28
002774.SZ,002774,快意电梯,运输设备,主板,2017-03-24
003002.SZ,003002,壶化股份,化工原料,主板,2020-09-22
603078.SH,603078,江化微,半导体,主板,2017-04-10
603396.SH,603396,金辰股份,专用机械,主板,2017-10-18
002961.SZ,002961,瑞达期货,多元金融,主板,2019-09-05
300867.SZ,300867,圣元环保,环境保护,创业板,2020-08-24
300800.SZ,300800,力合科技,环境保护,创业板,2019-11-06
603787.SH,603787,新日股份,摩托车,主板,2017-04-27
603179.SH,603179,新泉股份,汽车配件,主板,2017-03-17
601952.SH,601952,苏垦农发,种植业,主板,2017-05-15
603920.SH,603920,世运电路,元器件,主板,2017-04-26
300593.SZ,300593,新雷能,电气设备,创业板,2017-01-13
300577.SZ,300577,开润股份,纺织,创业板,2016-12-21
