secucode,code,name,industry,market,listing_date
000001.SZ,000001,平安银行,银行,主板,1991-04-03
000002.SZ,000002,万科Ａ,全国地产,主板,1991-01-29
000004.SZ,000004,*ST国华,软件服务,主板,1990-12-01
000006.SZ,000006,深振业Ａ,区域地产,主板,1992-04-27
000007.SZ,000007,全新好,其他商业,主板,1992-04-13
000008.SZ,000008,神州高铁,运输设备,主板,1992-05-07
000009.SZ,000009,中国宝安,电气设备,主板,1991-06-25
000010.SZ,000010,*ST美丽,建筑工程,主板,1995-10-27
000011.SZ,000011,深物业A,房产服务,主板,1992-03-30
000012.SZ,000012,南玻Ａ,玻璃,主板,1992-02-28
000014.SZ,000014,沙河股份,全国地产,主板,1992-06-02
000016.SZ,000016,*ST康佳A,家用电器,主板,1992-03-27
000017.SZ,000017,深中华A,服饰,主板,1992-03-31
000019.SZ,000019,深粮控股,农业综合,主板,1992-10-12
000020.SZ,000020,深华发Ａ,元器件,主板,1992-04-28
000021.SZ,000021,深科技,元器件,主板,1994-02-02
001872.SZ,001872,招商港口,港口,主板,1993-05-05
000025.SZ,000025,特力Ａ,综合类,主板,1993-06-21
000026.SZ,000026,飞亚达,服饰,主板,1993-06-03
000027.SZ,000027,深圳能源,火力发电,主板,1993-09-03
000028.SZ,000028,国药一致,医药商业,主板,1993-08-09
000029.SZ,000029,深深房Ａ,区域地产,主板,1993-09-15
000030.SZ,000030,富奥股份,汽车配件,主板,1993-09-29
000031.SZ,000031,大悦城,全国地产,主板,1993-10-08
000032.SZ,000032,深桑达Ａ,建筑工程,主板,1993-10-28
000034.SZ,000034,神州数码,软件服务,主板,1994-05-09
000035.SZ,000035,中国天楹,环境保护,主板,1994-04-08
000036.SZ,000036,华联控股,全国地产,主板,1994-06-17
000037.SZ,000037,深南电A,火力发电,主板,1994-07-01
000039.SZ,000039,中集集团,运输设备,主板,1994-04-08
000042.SZ,000042,中洲控股,全国地产,主板,1994-09-21
001914.SZ,001914,招商积余,房产服务,主板,1994-09-28
000045.SZ,000045,深纺织Ａ,元器件,主板,1994-08-15
000048.SZ,000048,京基智农,农业综合,主板,1994-11-01
000049.SZ,000049,德赛电池,电气设备,主板,1995-03-20
000050.SZ,000050,深天马Ａ,元器件,主板,1995-03-15
000055.SZ,000055,方大集团,其他建材,主板,1996-04-15
000056.SZ,000056,*ST皇庭,其他商业,主板,1996-07-08
000058.SZ,000058,深赛格,商品城,主板,1996-12-26
000059.SZ,000059,华锦股份,石油加工,主板,1997-01-30
000060.SZ,000060,中金岭南,铅锌,主板,1997-01-23
000061.SZ,000061,农产品,农业综合,主板,1997-01-10
000062.SZ,000062,深圳华强,元器件,主板,1997-01-30
000063.SZ,000063,中兴通讯,通信设备,主板,1997-11-18
000065.SZ,000065,北方国际,建筑工程,主板,1998-06-05
000066.SZ,000066,中国长城,IT设备,主板,1997-06-26
000068.SZ,000068,华控赛格,环境保护,主板,1997-06-11
000069.SZ,000069,华侨城Ａ,全国地产,主板,1997-09-10
000070.SZ,000070,特发信息,通信设备,主板,2000-05-11
000078.SZ,000078,ST海王,医药商业,主板,1998-12-18
000088.SZ,000088,盐田港,港口,主板,1997-07-28
000089.SZ,000089,深圳机场,机场,主板,1998-04-20
000090.SZ,000090,天健集团,建筑工程,主板,1999-07-21
000096.SZ,000096,广聚能源,石油贸易,主板,2000-07-24
000099.SZ,000099,中信海直,空运,主板,2000-07-31
000100.SZ,000100,TCL科技,元器件,主板,2004-01-30
000151.SZ,000151,中成股份,商贸代理,主板,2000-09-06
000153.SZ,000153,丰原药业,化学制药,主板,2000-09-20
000155.SZ,000155,川能动力,新型电力,主板,2000-09-26
000156.SZ,000156,华数传媒,影视音像,主板,2000-09-06
000157.SZ,000157,中联重科,工程机械,主板,2000-10-12
000158.SZ,000158,常山北明,软件服务,主板,2000-07-24
000159.SZ,000159,国际实业,石油贸易,主板,2000-09-26
000301.SZ,000301,东方盛虹,化纤,主板,2000-05-29
000400.SZ,000400,许继电气,电气设备,主板,1997-04-18
000401.SZ,000401,金隅冀东,水泥,主板,1996-06-14
000402.SZ,000402,金融街,全国地产,主板,1996-06-26
000403.SZ,000403,派林生物,生物制药,主板,1996-06-28
000404.SZ,000404,长虹华意,家用电器,主板,1996-06-19
000407.SZ,000407,胜利股份,供气供热,主板,1996-07-03
000408.SZ,000408,藏格矿业,农药化肥,主板,1996-06-28
000409.SZ,000409,云鼎科技,软件服务,主板,1996-06-27
000410.SZ,000410,沈阳机床,机床制造,主板,1996-07-18
000411.SZ,000411,英特集团,医药商业,主板,1996-07-16
000415.SZ,000415,渤海租赁,多元金融,主板,1996-07-16
000417.SZ,000417,合百集团,百货,主板,1996-08-12
000419.SZ,000419,通程控股,百货,主板,1996-08-16
000420.SZ,000420,吉林化纤,化纤,主板,1996-08-02
000421.SZ,000421,南京公用,供气供热,主板,1996-08-06
000422.SZ,000422,湖北宜化,农药化肥,主板,1996-08-15
000423.SZ,000423,东阿阿胶,中成药,主板,1996-07-29
000425.SZ,000425,徐工机械,工程机械,主板,1996-08-28
000426.SZ,000426,兴业银锡,铅锌,主板,1996-08-28
000428.SZ,000428,华天酒店,酒店餐饮,主板,1996-08-08
000429.SZ,000429,粤高速Ａ,路桥,主板,1998-02-20
000430.SZ,000430,ST张家界,旅游景点,主板,1996-08-29
000488.SZ,000488,ST晨鸣,造纸,主板,2000-11-20
000498.SZ,000498,山东路桥,建筑工程,主板,1997-06-09
000501.SZ,000501,武商集团,百货,主板,1992-11-20
000503.SZ,000503,国新健康,软件服务,主板,1992-11-30
000504.SZ,000504,*ST生物,医疗保健,主板,1992-12-08
000505.SZ,000505,京粮控股,食品,主板,1992-12-21
000506.SZ,000506,招金黄金,黄金,主板,1993-03-12
000507.SZ,000507,珠海港,新型电力,主板,1993-03-26
000509.SZ,000509,华塑控股,元器件,主板,1993-05-07
000510.SZ,000510,新金路,化工原料,主板,1993-05-07
000513.SZ,000513,丽珠集团,化学制药,主板,1993-10-28
000514.SZ,000514,渝开发,区域地产,主板,1993-07-12
000516.SZ,000516,国际医学,医疗保健,主板,1993-08-09
000517.SZ,000517,荣安地产,区域地产,主板,1993-08-06
000518.SZ,000518,*ST四环,生物制药,主板,1993-09-08
000519.SZ,000519,中兵红箭,专用机械,主板,1993-10-08
000520.SZ,000520,凤凰航运,水运,主板,1993-10-25
000521.SZ,000521,长虹美菱,家用电器,主板,1993-10-18
000523.SZ,000523,红棉股份,食品,主板,1993-11-08
000524.SZ,000524,岭南控股,旅游服务,主板,1993-11-18
000525.SZ,000525,红太阳,农药化肥,主板,1993-10-28
000526.SZ,000526,学大教育,文教休闲,主板,1993-11-01
000528.SZ,000528,柳工,工程机械,主板,1993-11-18
000529.SZ,000529,广弘控股,食品,主板,1993-11-18
000530.SZ,000530,冰山冷热,机械基件,主板,1993-12-08
000531.SZ,000531,穗恒运Ａ,火力发电,主板,1994-01-06
000532.SZ,000532,华金资本,多元金融,主板,1994-01-03
000533.SZ,000533,顺钠股份,电气设备,主板,1994-01-03
000534.SZ,000534,万泽股份,生物制药,主板,1994-01-10
000536.SZ,000536,华映科技,元器件,主板,1993-11-26
000537.SZ,000537,绿发电力,新型电力,主板,1993-12-10
000538.SZ,000538,云南白药,中成药,主板,1993-12-15
000539.SZ,000539,粤电力Ａ,火力发电,主板,1993-11-26
000541.SZ,000541,佛山照明,家用电器,主板,1993-11-23
000543.SZ,000543,皖能电力,火力发电,主板,1993-12-20
000544.SZ,000544,中原环保,环境保护,主板,1993-12-08
000545.SZ,000545,金浦钛业,化工原料,主板,1993-12-15
000546.SZ,000546,金圆股份,环境保护,主板,1993-12-15
000547.SZ,000547,航天发展,通信设备,主板,1993-11-30
000548.SZ,000548,湖南投资,路桥,主板,1993-12-20
000550.SZ,000550,江铃汽车,汽车整车,主板,1993-12-01
000551.SZ,000551,创元科技,专用机械,主板,1994-01-06
000552.SZ,000552,甘肃能化,煤炭开采,主板,1994-01-06
000553.SZ,000553,安道麦A,农药化肥,主板,1993-12-03
000554.SZ,000554,泰山石油,石油贸易,主板,1993-12-15
000555.SZ,000555,神州信息,软件服务,主板,1994-04-08
000557.SZ,000557,西部创业,铁路,主板,1994-06-17
000558.SZ,000558,天府文旅,旅游景点,主板,1994-05-09
000559.SZ,000559,万向钱潮,汽车配件,主板,1994-01-10
000560.SZ,000560,我爱我家,房产服务,主板,1994-02-02
000561.SZ,000561,烽火电子,通信设备,主板,1994-05-09
000563.SZ,000563,陕国投Ａ,多元金融,主板,1994-01-10
000564.SZ,000564,供销大集,百货,主板,1994-01-10
000565.SZ,000565,渝三峡Ａ,染料涂料,主板,1994-04-08
000566.SZ,000566,海南海药,化学制药,主板,1994-05-25
000567.SZ,000567,海德股份,多元金融,主板,1994-05-25
000568.SZ,000568,泸州老窖,白酒,主板,1994-05-09
000570.SZ,000570,苏常柴Ａ,农用机械,主板,1994-07-01
000571.SZ,000571,新大洲A,煤炭开采,主板,1994-05-25
000572.SZ,000572,海马汽车,汽车整车,主板,1994-08-08
000573.SZ,000573,粤宏远Ａ,区域地产,主板,1994-08-15
000576.SZ,000576,甘化科工,电气设备,主板,1994-09-07
000581.SZ,000581,威孚高科,汽车配件,主板,1998-09-24
000582.SZ,000582,北部湾港,港口,主板,1995-11-02
000586.SZ,000586,汇源通信,通信设备,主板,1995-12-20
000589.SZ,000589,贵州轮胎,汽车配件,主板,1996-03-08
000590.SZ,000590,古汉医药,中成药,主板,1996-01-19
000591.SZ,000591,太阳能,新型电力,主板,1996-02-08
000592.SZ,000592,平潭发展,林业,主板,1996-03-27
000593.SZ,000593,德龙汇能,供气供热,主板,1996-03-12
000595.SZ,000595,*ST宝实,新型电力,主板,1996-04-19
000596.SZ,000596,古井贡酒,白酒,主板,1996-09-27
000597.SZ,000597,东北制药,化学制药,主板,1996-05-23
000598.SZ,000598,兴蓉环境,水务,主板,1996-05-29
000599.SZ,000599,青岛双星,汽车配件,主板,1996-04-30
000600.SZ,000600,建投能源,火力发电,主板,1996-06-06
000601.SZ,000601,韶能股份,水力发电,主板,1996-08-30
000603.SZ,000603,盛达资源,铅锌,主板,1996-08-23
000605.SZ,000605,渤海股份,水务,主板,1996-09-13
000607.SZ,000607,华媒控股,广告包装,主板,1996-08-30
000608.SZ,000608,*ST阳光,区域地产,主板,1996-09-19
000609.SZ,000609,*ST中迪,区域地产,主板,1996-10-10
000610.SZ,000610,*ST西旅,旅游服务,主板,1996-09-26
000612.SZ,000612,焦作万方,铝,主板,1996-09-26
000615.SZ,000615,*ST美谷,医疗保健,主板,1996-10-16
000617.SZ,000617,中油资本,多元金融,主板,1996-10-22
000619.SZ,000619,海螺新材,其他建材,主板,1996-10-23
000620.SZ,000620,盈新发展,全国地产,主板,1996-10-29
000623.SZ,000623,吉林敖东,中成药,主板,1996-10-28
000625.SZ,000625,长安汽车,汽车整车,主板,1997-06-10
000626.SZ,000626,远大控股,商贸代理,主板,1996-11-28
000628.SZ,000628,高新发展,建筑工程,主板,1996-11-18
000629.SZ,000629,钒钛股份,小金属,主板,1996-11-15
000630.SZ,000630,铜陵有色,铜,主板,1996-11-20
000631.SZ,000631,顺发恒能,综合类,主板,1996-11-22
000632.SZ,000632,ST三木,综合类,主板,1996-11-21
000633.SZ,000633,合金投资,小金属,主板,1996-11-12
000635.SZ,000635,英力特,化工原料,主板,1996-11-20
000636.SZ,000636,风华高科,元器件,主板,1996-11-29
000637.SZ,000637,茂化实华,石油加工,主板,1996-11-14
000638.SZ,000638,*ST万方,农业综合,主板,1996-11-26
000639.SZ,000639,ST西王,食品,主板,1996-11-26
000650.SZ,000650,仁和药业,中成药,主板,1996-12-10
000651.SZ,000651,格力电器,家用电器,主板,1996-11-18
000652.SZ,000652,泰达股份,批发业,主板,1996-11-28
000655.SZ,000655,金岭矿业,普钢,主板,1996-11-28
000656.SZ,000656,*ST金科,全国地产,主板,1996-11-28
000657.SZ,000657,中钨高新,小金属,主板,1996-12-05
000659.SZ,000659,珠海中富,广告包装,主板,1996-12-03
000661.SZ,000661,长春高新,生物制药,主板,1996-12-18
000663.SZ,000663,永安林业,林业,主板,1996-12-06
000665.SZ,000665,湖北广电,影视音像,主板,1996-12-10
000668.SZ,000668,*ST荣控,房产服务,主板,1996-12-10
000669.SZ,000669,ST金鸿,供气供热,主板,1996-12-10
000670.SZ,000670,盈方微,元器件,主板,1996-12-17
000672.SZ,000672,上峰水泥,水泥,主板,1996-12-18
000676.SZ,000676,智度股份,互联网,主板,1996-12-24
000677.SZ,000677,ST海龙,化纤,主板,1996-12-26
000678.SZ,000678,襄阳轴承,汽车配件,主板,1997-01-06
000679.SZ,000679,大连友谊,百货,主板,1997-01-24
000680.SZ,000680,山推股份,工程机械,主板,1997-01-22
000681.SZ,000681,视觉中国,互联网,主板,1997-01-21
000682.SZ,000682,东方电子,电气设备,主板,1997-01-21
000683.SZ,000683,博源化工,化工原料,主板,1997-01-31
000685.SZ,000685,中山公用,水务,主板,1997-01-23
000686.SZ,000686,东北证券,证券,主板,1997-02-27
000688.SZ,000688,国城矿业,铅锌,主板,1997-01-20
000690.SZ,000690,宝新能源,火力发电,主板,1997-01-28
000691.SZ,000691,*ST亚太,化工原料,主板,1997-02-28
000692.SZ,000692,惠天热电,供气供热,主板,1997-02-27
000695.SZ,000695,滨海能源,化工原料,主板,1997-02-18
001696.SZ,001696,宗申动力,摩托车,主板,1997-03-06
000697.SZ,000697,炼石航空,航空,主板,1997-03-25
000698.SZ,000698,ST沈化,石油加工,主板,1997-02-20
000700.SZ,000700,模塑科技,汽车配件,主板,1997-02-28
000701.SZ,000701,厦门信达,商贸代理,主板,1997-02-26
000702.SZ,000702,正虹科技,饲料,主板,1997-03-18
000703.SZ,000703,恒逸石化,化纤,主板,1997-03-28
000705.SZ,000705,浙江震元,医药商业,主板,1997-04-10
000707.SZ,000707,双环科技,化工原料,主板,1997-04-15
000708.SZ,000708,中信特钢,特种钢,主板,1997-03-26
000709.SZ,000709,河钢股份,普钢,主板,1997-04-16
000710.SZ,000710,贝瑞基因,医疗保健,主板,1997-04-22
000711.SZ,000711,ST京蓝,环境保护,主板,1997-04-11
000712.SZ,000712,锦龙股份,证券,主板,1997-04-15
000713.SZ,000713,国投丰乐,种植业,主板,1997-04-22
000715.SZ,000715,中兴商业,百货,主板,1997-05-08
000716.SZ,000716,黑芝麻,食品,主板,1997-04-18
000717.SZ,000717,中南股份,普钢,主板,1997-05-08
000718.SZ,000718,苏宁环球,区域地产,主板,1997-04-08
000719.SZ,000719,中原传媒,出版业,主板,1997-03-31
000720.SZ,000720,新能泰山,电气设备,主板,1997-05-09
000721.SZ,000721,西安饮食,酒店餐饮,主板,1997-04-30
000722.SZ,000722,湖南发展,水力发电,主板,1997-05-22
000723.SZ,000723,美锦能源,焦炭加工,主板,1997-05-15
000725.SZ,000725,京东方Ａ,元器件,主板,2001-01-12
000726.SZ,000726,鲁泰Ａ,纺织,主板,2000-12-25
000727.SZ,000727,冠捷科技,元器件,主板,1997-05-20
000728.SZ,000728,国元证券,证券,主板,1997-06-16
000729.SZ,000729,燕京啤酒,啤酒,主板,1997-07-16
000731.SZ,000731,四川美丰,农药化肥,主板,1997-06-17
000733.SZ,000733,振华科技,元器件,主板,1997-07-03
000735.SZ,000735,罗牛山,农业综合,主板,1997-06-11
000736.SZ,000736,*ST中地,全国地产,主板,1997-04-25
000737.SZ,000737,北方铜业,铜,主板,1997-04-28
000738.SZ,000738,航发控制,航空,主板,1997-06-26
000739.SZ,000739,普洛药业,化学制药,主板,1997-05-09
000750.SZ,000750,国海证券,证券,主板,1997-07-09
000751.SZ,000751,锌业股份,铅锌,主板,1997-06-26
000752.SZ,000752,*ST西发,啤酒,主板,1997-06-25
000753.SZ,000753,漳州发展,综合类,主板,1997-06-26
000755.SZ,000755,山西高速,路桥,主板,1997-06-27
000756.SZ,000756,新华制药,化学制药,主板,1997-08-06
000757.SZ,000757,浩物股份,汽车服务,主板,1997-06-27
000758.SZ,000758,中色股份,铅锌,主板,1997-04-16
000759.SZ,000759,中百集团,超市连锁,主板,1997-05-19
000761.SZ,000761,本钢板材,普钢,主板,1998-01-15
000762.SZ,000762,西藏矿业,小金属,主板,1997-07-08
000766.SZ,000766,通化金马,化学制药,主板,1997-04-30
000767.SZ,000767,晋控电力,火力发电,主板,1997-06-09
000768.SZ,000768,中航西飞,航空,主板,1997-06-26
000776.SZ,000776,广发证券,证券,主板,1997-06-11
000777.SZ,000777,中核科技,机械基件,主板,1997-07-10
000778.SZ,000778,新兴铸管,钢加工,主板,1997-06-06
000779.SZ,000779,甘咨询,建筑工程,主板,1997-05-28
000782.SZ,000782,恒申新材,化纤,主板,1997-06-19
000783.SZ,000783,长江证券,证券,主板,1997-07-31
000785.SZ,000785,居然智家,百货,主板,1997-07-11
000786.SZ,000786,北新建材,其他建材,主板,1997-06-06
000788.SZ,000788,北大医药,化学制药,主板,1997-06-16
000789.SZ,000789,万年青,水泥,主板,1997-09-23
000790.SZ,000790,华神科技,中成药,主板,1998-03-27
000791.SZ,000791,甘肃能源,水力发电,主板,1997-10-14
000792.SZ,000792,盐湖股份,农药化肥,主板,1997-09-04
000793.SZ,000793,*ST华闻,出版业,主板,1997-07-29
000795.SZ,000795,英洛华,矿物制品,主板,1997-08-08
000796.SZ,000796,凯撒旅业,旅游服务,主板,1997-07-03
000797.SZ,000797,中国武夷,全国地产,主板,1997-07-15
000798.SZ,000798,中水渔业,渔业,主板,1998-02-12
000799.SZ,000799,酒鬼酒,白酒,主板,1997-07-18
000800.SZ,000800,一汽解放,汽车整车,主板,1997-06-18
000801.SZ,000801,四川九洲,家用电器,主板,1998-05-06
000802.SZ,000802,北京文化,影视音像,主板,1998-01-08
000803.SZ,000803,山高环能,环境保护,主板,1998-03-03
000807.SZ,000807,云铝股份,铝,主板,1998-04-08
000809.SZ,000809,和展能源,电气设备,主板,1998-06-16
000810.SZ,000810,创维数字,家用电器,主板,1998-06-02
000811.SZ,000811,冰轮环境,工程机械,主板,1998-05-28
000812.SZ,000812,陕西金叶,广告包装,主板,1998-06-23
000813.SZ,000813,德展健康,化学制药,主板,1998-05-19
000815.SZ,000815,美利云,通信设备,主板,1998-06-09
000816.SZ,000816,智慧农业,农用机械,主板,1997-08-18
000818.SZ,000818,航锦科技,化工原料,主板,1997-10-17
000819.SZ,000819,岳阳兴长,石油加工,主板,1997-06-25
000820.SZ,000820,*ST节能,综合类,主板,1998-06-30
000821.SZ,000821,ST京机,电气设备,主板,1998-06-26
000822.SZ,000822,山东海化,化工原料,主板,1998-07-03
000823.SZ,000823,超声电子,元器件,主板,1997-10-08
000825.SZ,000825,太钢不锈,特种钢,主板,1998-10-21
000826.SZ,000826,*ST启环,环境保护,主板,1998-02-25
000828.SZ,000828,东莞控股,路桥,主板,1997-06-17
000829.SZ,000829,天音控股,其他商业,主板,1997-12-02
000830.SZ,000830,鲁西化工,化工原料,主板,1998-08-07
000831.SZ,000831,中国稀土,小金属,主板,1998-09-11
000833.SZ,000833,粤桂股份,综合类,主板,1998-11-11
000837.SZ,000837,秦川机床,机床制造,主板,1998-09-28
000838.SZ,000838,*ST发展,区域地产,主板,1997-06-26
000839.SZ,000839,国安股份,综合类,主板,1997-10-31
000848.SZ,000848,承德露露,软饮料,主板,1997-11-13
000850.SZ,000850,华茂股份,纺织,主板,1998-10-07
000852.SZ,000852,石化机械,化工机械,主板,1998-11-26
000856.SZ,000856,冀东装备,专用机械,主板,1998-08-13
000858.SZ,000858,五粮液,白酒,主板,1998-04-27
000859.SZ,000859,国风新材,塑料,主板,1998-11-19
000860.SZ,000860,顺鑫农业,白酒,主板,1998-11-04
000862.SZ,000862,银星能源,新型电力,主板,1998-09-15
000863.SZ,000863,三湘印象,区域地产,主板,1997-09-25
000868.SZ,000868,安凯客车,汽车整车,主板,1997-07-25
000869.SZ,000869,张裕Ａ,红黄酒,主板,2000-10-26
000875.SZ,000875,电投绿能,火力发电,主板,2002-09-26
000876.SZ,000876,新希望,饲料,主板,1998-03-11
000877.SZ,000877,天山股份,水泥,主板,1999-01-07
000878.SZ,000878,云南铜业,铜,主板,1998-06-02
000880.SZ,000880,潍柴重机,专用机械,主板,1998-04-02
000881.SZ,000881,中广核技,化工原料,主板,1998-09-02
000882.SZ,000882,华联股份,其他商业,主板,1998-06-16
000883.SZ,000883,湖北能源,水力发电,主板,1998-05-19
000885.SZ,000885,城发环境,环境保护,主板,1999-03-19
000886.SZ,000886,海南高速,区域地产,主板,1998-01-23
000887.SZ,000887,中鼎股份,汽车配件,主板,1998-12-03
000888.SZ,000888,峨眉山Ａ,旅游景点,主板,1997-10-21
000889.SZ,000889,中嘉博创,通信设备,主板,1997-12-18
000890.SZ,000890,法尔胜,环境保护,主板,1999-01-19
000892.SZ,000892,欢瑞世纪,影视音像,主板,1999-01-15
000893.SZ,000893,亚钾国际,农药化肥,主板,1998-12-24
000895.SZ,000895,双汇发展,食品,主板,1998-12-10
001896.SZ,001896,豫能控股,火力发电,主板,1998-01-22
000897.SZ,000897,津滨发展,区域地产,主板,1999-04-22
000898.SZ,000898,鞍钢股份,普钢,主板,1997-12-25
000899.SZ,000899,赣能股份,火力发电,主板,1997-11-26
000900.SZ,000900,现代投资,路桥,主板,1999-01-28
000901.SZ,000901,航天科技,汽车配件,主板,1999-04-01
000902.SZ,000902,新洋丰,农药化肥,主板,1999-04-08
000903.SZ,000903,ST云动,汽车配件,主板,1999-04-15
000905.SZ,000905,厦门港务,港口,主板,1999-04-29
000906.SZ,000906,浙商中拓,仓储物流,主板,1999-07-07
000908.SZ,000908,ST景峰,化学制药,主板,1999-02-03
000909.SZ,000909,*ST数源,区域地产,主板,1999-05-07
000910.SZ,000910,大亚圣象,家居用品,主板,1999-06-30
000911.SZ,000911,*ST广糖,食品,主板,1999-05-27
000912.SZ,000912,泸天化,农药化肥,主板,1999-06-03
000913.SZ,000913,钱江摩托,摩托车,主板,1999-05-14
000915.SZ,000915,华特达因,化学制药,主板,1999-06-09
000917.SZ,000917,电广传媒,广告包装,主板,1999-03-25
000919.SZ,000919,金陵药业,化学制药,主板,1999-11-18
000920.SZ,000920,沃顿科技,塑料,主板,1999-06-16
000921.SZ,000921,海信家电,家用电器,主板,1999-07-13
000922.SZ,000922,佳电股份,电气设备,主板,1999-06-18
000923.SZ,000923,河钢资源,普钢,主板,1999-07-14
000925.SZ,000925,众合科技,运输设备,主板,1999-06-11
000926.SZ,000926,福星股份,区域地产,主板,1999-06-18
000927.SZ,000927,中国铁物,仓储物流,主板,1999-07-27
000928.SZ,000928,中钢国际,建筑工程,主板,1999-03-12
000929.SZ,000929,*ST兰黄,啤酒,主板,1999-06-23
000930.SZ,000930,中粮科技,农业综合,主板,1999-07-12
000931.SZ,000931,中关村,化学制药,主板,1999-07-12
000932.SZ,000932,华菱钢铁,普钢,主板,1999-08-03
000933.SZ,000933,神火股份,铝,主板,1999-08-31
000935.SZ,000935,四川双马,水泥,主板,1999-08-24
000936.SZ,000936,华西股份,化纤,主板,1999-08-10
000937.SZ,000937,冀中能源,煤炭开采,主板,1999-09-09
000938.SZ,000938,紫光股份,IT设备,主板,1999-11-04
000948.SZ,000948,南天信息,软件服务,主板,1999-10-14
000949.SZ,000949,新乡化纤,化纤,主板,1999-10-21
000950.SZ,000950,重药控股,医药商业,主板,1999-09-16
000951.SZ,000951,中国重汽,汽车整车,主板,1999-11-25
000952.SZ,000952,广济药业,化学制药,主板,1999-11-12
000953.SZ,000953,河化股份,化学制药,主板,1999-12-02
000955.SZ,000955,欣龙控股,纺织,主板,1999-12-09
000957.SZ,000957,中通客车,汽车整车,主板,2000-01-13
000958.SZ,000958,电投产融,新型电力,主板,1999-12-23
000959.SZ,000959,首钢股份,普钢,主板,1999-12-16
000960.SZ,000960,锡业股份,小金属,主板,2000-02-21
000962.SZ,000962,东方钽业,小金属,主板,2000-01-20
000963.SZ,000963,华东医药,化学制药,主板,2000-01-27
000965.SZ,000965,天保基建,区域地产,主板,2000-04-06
000966.SZ,000966,长源电力,火力发电,主板,2000-03-16
000967.SZ,000967,盈峰环境,环境保护,主板,2000-03-30
000968.SZ,000968,蓝焰控股,石油开采,主板,2000-06-22
000969.SZ,000969,安泰科技,小金属,主板,2000-05-29
000970.SZ,000970,中科三环,矿物制品,主板,2000-04-20
000972.SZ,000972,*ST中基,食品,主板,2000-09-26
000973.SZ,000973,佛塑科技,塑料,主板,2000-05-25
000975.SZ,000975,山金国际,黄金,主板,2000-06-08
000977.SZ,000977,浪潮信息,IT设备,主板,2000-06-08
000978.SZ,000978,桂林旅游,旅游景点,主板,2000-05-18
000980.SZ,000980,众泰汽车,汽车配件,主板,2000-06-16
000981.SZ,000981,山子高科,汽车配件,主板,2000-06-22
000983.SZ,000983,山西焦煤,煤炭开采,主板,2000-07-26
000985.SZ,000985,大庆华科,化工原料,主板,2000-07-26
000987.SZ,000987,越秀资本,多元金融,主板,2000-07-18
000988.SZ,000988,华工科技,专用机械,主板,2000-06-08
000989.SZ,000989,九芝堂,中成药,主板,2000-06-28
000990.SZ,000990,诚志股份,化工原料,主板,2000-07-06
000993.SZ,000993,闽东电力,水力发电,主板,2000-07-31
000995.SZ,000995,皇台酒业,白酒,主板,2000-08-07
000997.SZ,000997,新大陆,IT设备,主板,2000-08-07
000998.SZ,000998,隆平高科,种植业,主板,2000-12-11
000999.SZ,000999,华润三九,中成药,主板,2000-03-09
002001.SZ,002001,新和成,化学制药,主板,2004-06-25
002181.SZ,002181,粤传媒,出版业,主板,2007-11-16
600000.SH,600000,浦发银行,银行,主板,1999-11-10
600004.SH,600004,白云机场,机场,主板,2003-04-28
600006.SH,600006,东风股份,汽车整车,主板,1999-07-27
600007.SH,600007,中国国贸,园区开发,主板,1999-03-12
600008.SH,600008,首创环保,水务,主板,2000-04-27
600009.SH,600009,上海机场,机场,主板,1998-02-18
600010.SH,600010,包钢股份,普钢,主板,2001-03-09
600011.SH,600011,华能国际,火力发电,主板,2001-12-06
600012.SH,600012,皖通高速,路桥,主板,2003-01-07
600015.SH,600015,华夏银行,银行,主板,2003-09-12
600016.SH,600016,民生银行,银行,主板,2000-12-19
600019.SH,600019,宝钢股份,普钢,主板,2000-12-12
600020.SH,600020,中原高速,路桥,主板,2003-08-08
600021.SH,600021,上海电力,火力发电,主板,2003-10-29
600026.SH,600026,中远海能,水运,主板,2002-05-23
600028.SH,600028,中国石化,石油加工,主板,2001-08-08
600029.SH,600029,南方航空,空运,主板,2003-07-25
600030.SH,600030,中信证券,证券,主板,2003-01-06
600031.SH,600031,三一重工,工程机械,主板,2003-07-03
600033.SH,600033,福建高速,路桥,主板,2001-02-09
600035.SH,600035,楚天高速,路桥,主板,2004-03-10
600036.SH,600036,招商银行,银行,主板,2002-04-09
600037.SH,600037,歌华有线,影视音像,主板,2001-02-08
600038.SH,600038,中直股份,航空,主板,2000-12-18
600039.SH,600039,四川路桥,建筑工程,主板,2003-03-25
600050.SH,600050,中国联通,电信运营,主板,2002-10-09
600051.SH,600051,宁波联合,综合类,主板,1997-04-10
600052.SH,600052,东望时代,供气供热,主板,1997-04-15
600053.SH,600053,*ST九鼎,多元金融,主板,1997-04-18
600054.SH,600054,黄山旅游,旅游景点,主板,1997-05-06
600055.SH,600055,万东医疗,医疗保健,主板,1997-05-19
600056.SH,600056,中国医药,医药商业,主板,1997-05-15
600057.SH,600057,厦门象屿,仓储物流,主板,1997-06-04
600058.SH,600058,五矿发展,商贸代理,主板,1997-05-28
600059.SH,600059,古越龙山,红黄酒,主板,1997-05-16
600060.SH,600060,海信视像,家用电器,主板,1997-04-22
600061.SH,600061,国投资本,证券,主板,1997-05-19
600062.SH,600062,华润双鹤,化学制药,主板,1997-05-22
600063.SH,600063,皖维高新,化纤,主板,1997-05-28
