rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,301511,德福科技,电气设备,95.16414141414143,,93.05555555555556,97.27272727272728,,6,7,98.53184449958643,99.87593052109182,20260610
2,000636,风华高科,元器件,88.19444444444444,,76.38888888888889,100,,18,1,99.95864350703062,99.42100909842844,20260610
3,600869,远东股份,电气设备,87.77777777777777,,80.55555555555556,95,,15,12,98.65591397849462,99.48304383788255,20260610
