rank,code,name,industry,score_100,score_raw,leadership_score,trend_score,cluster_score,stability_score,liquidity_score,sector_rank_20,sector_rank_60,ret_20,ret_60,ma_bull_20_60,ma_alignment_20,trend_slope_60,trend_slope_20,trend_eff_20,trend_eff_60,amount_ratio_5_20,amount_ratio_20_60,money_flow_bias_20,money_flow_bias_60,pv_sync_20,vol_20,vol_60,max_drawdown_20,max_drawdown_60,chip_tightness,win_rate_20,win_rate_60,avg_amount_20,close,trade_date
1,603990,麦迪科技,软件服务,100.0,1.5730527612094196,1.5995373483580781,1.5800587256003866,1.4383049863751731,1.693003143540531,-0.4064728406524741,99.4949494949495,97.97979797979798,0.3702720637027206,0.47499999999999987,0.09263999661511746,0.1200511152416357,0.004007897172985523,0.014901333258797536,0.7858458686175005,0.4565797127347024,1.7784418467758027,1.5823036773297945,0.5141357367793865,0.3706090027546338,0.46647952040396656,0.028491916945669493,0.02322610816194919,-0.02143569292123626,-0.054123711340206215,-0.03391658851642975,0.65,0.6166666666666667,401525478.55,20.65,20260601
2,603931,格林达,化工原料,98.71794871794873,1.3745845360089393,1.638660427329104,2.3232385062505854,0.860323888043167,0.4354790461838496,-0.3590599340670074,100.0,99.53051643192488,0.6792549119673388,1.1605384110308603,0.3799094172326192,0.19748133310857022,0.014580372698591408,0.02754489026815057,0.7952736668064969,0.6295869737553256,1.3748274163023504,2.0520297341936007,0.4509723214920164,0.3853563550782536,0.3571046830642614,0.044170259798897375,0.03898445352502678,-0.03477537437603995,-0.18814352574102955,-0.05593302088777714,0.7,0.5666666666666667,562103750.65,65.81,20260601
3,003036,泰坦股份,纺织机械,97.43589743589743,1.365736610983868,1.6988846420982842,2.74635440132342,0.36054270912083786,0.3967347037165909,-0.18425437724104224,100.0,100.0,0.7230772926409719,1.6048337753479007,0.4650720666304716,0.20772949878438787,0.01927620784075478,0.029553029327319673,0.7952736668064969,0.6409241301134643,1.4598160864999745,1.5454526086448435,0.4935577345440374,0.3609959052803464,-0.09850100693134697,0.05090694559363341,0.050174858942452674,-0.07440212577502214,-0.1385498923187365,-0.07084666690175316,0.75,0.6166666666666667,794396198.431,71.8,20260601
4,301013,利和兴,专用机械,96.15384615384616,1.295045643356946,1.6551157236073486,1.6327771934903355,1.483662460276528,0.09700506416512757,0.1620829017978179,100.0,99.48979591836735,0.7230772926409719,0.9219593192195932,0.27324896275746946,0.20772949878438787,0.011106592558277048,0.029553029327319673,0.7952736668064969,0.4738869345475665,1.8077057356330208,2.2461194228428387,0.4139388863857923,0.36392702997425913,0.5719708681572223,0.06334768627579004,0.04674168015361398,-0.0452272233094152,-0.18318794607454392,-0.0700567004560297,0.7,0.5666666666666667,1636798861.87,46.3,20260601
5,603637,镇海股份,建筑工程,94.87179487179486,1.2851390499708943,1.4437611843100782,1.6163695970481178,1.2526324411587524,0.6738009256307667,-0.07733163021051379,99.1304347826087,99.1304347826087,0.37834474175482247,0.7482241515390686,0.22465188926921664,0.08606007978073862,0.010230207603390025,0.010779846416671233,0.6458012531892485,0.45143664028302916,1.6378237631968107,1.3271034015766667,0.5433701269636866,0.2944857699802824,0.6603801135062232,0.03146980134164966,0.03545170595706957,-0.06745817593092285,-0.16201550387596897,-0.04434925325323456,0.7,0.5666666666666667,248683583.15,22.15,20260601
6,603439,三力制药,中成药,93.58974358974359,1.2195344389688245,1.3218710616190585,1.067107275598389,1.8371384973781129,0.4845583861949079,-0.12129375875453278,100.0,100.0,0.4767441860465118,0.4269662921348316,0.10591698474626399,0.13255645130477972,0.003929902843592431,0.020080959285080826,0.6224670236880615,0.3483314040449675,1.9577635498753456,2.2461194228428387,0.5520602041468758,0.3853563550782536,0.4883724774894143,0.04384602250163721,0.030251756520494853,-0.06504065040650397,-0.1095076400679117,-0.045589751316013824,0.65,0.55,284101946.65,16.51,20260601
7,301093,华兰股份,医疗保健,92.3076923076923,1.174249466582768,1.347734865920394,1.929889048376936,0.961118238372918,0.2358859255959326,0.19138501870949504,99.10714285714286,99.10714285714286,0.5116555661274975,0.5879560219890052,0.2073698094033447,0.12407806197142764,0.007280707713905696,0.020821009503715508,0.6591358436020707,0.2639331791804419,0.9099843695085142,1.3370062396232394,0.4852572835997959,0.24257344086687674,0.7890521111688551,0.0527402881996116,0.050954786962260086,-0.05787314070781335,-0.16955555555555557,-0.06463463380608357,0.7,0.5833333333333334,565227614.762,127.1,20260601
8,300201,海伦哲,工程机械,91.02564102564102,1.1668341063940275,1.4344821955271514,1.537659588166822,0.885442652970834,0.6535694372573403,0.4108107620970444,100.0,100.0,0.6390532544378698,1.1214442013129102,0.26627118422600016,0.19337522830696818,0.01126608173485709,0.02872937847202905,0.7952736668064969,0.640875057763823,1.4261084415801468,1.5441679447038106,0.5520602041468758,0.3853563550782536,0.20627038110373636,0.040344442590606974,0.038013701539542505,-0.06614785992217898,-0.139240506329114,-0.051939415036922204,0.75,0.6166666666666667,1088986842.3674998,19.39,20260601
9,301502,华阳智能,电气设备,89.74358974358975,1.1011520418568543,1.3587447681451212,1.5735583063091882,0.8353257034854598,0.4565380448232803,-0.7351184561998522,99.27272727272727,97.0909090909091,0.624738821562892,0.7372654155495981,0.3683376859489056,0.11892817863689395,0.013744305700199553,0.02360799515870161,0.6750354055649012,0.39286459119332245,0.8847082570366722,2.0370960056059912,0.4229442467164161,0.3257493806062071,0.6924095692980206,0.05082145269916645,0.0391912128570165,-0.12619395437689618,-0.16001679966400673,-0.06152808906628433,0.7,0.5833333333333334,232880472.02600002,77.76,20260601
10,603823,百合花,染料涂料,88.46153846153845,1.0272159568376142,1.5642736950605414,1.584659653443028,0.5481664882978398,0.12363656442117503,-0.39699397549579346,100.0,93.54838709677419,0.7230772926409719,0.6492361927144537,0.2211045546745345,0.19687407977892052,0.008095524311489187,0.028612201443877414,0.7829667427058108,0.36945458629011285,1.5218237394691938,2.0903961871700973,0.4314814385046754,0.3042523131385167,0.3429106471546082,0.047879501154242166,0.03743288497379461,-0.09181494661921719,-0.18729463307776573,-0.0501218116469803,0.75,0.55,383391553.35,28.07,20260601
