rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,002636,金安国纪,元器件,89.1729797979798,,81.81818181818183,96.52777777777779,,13,11,99.91730411412033,99.81393425677074,20260629
2,600206,有研新材,半导体,85.90593434343435,,74.24242424242425,97.56944444444444,,18,8,99.95865205706016,99.19371511267315,20260629
3,600522,中天科技,通信设备,82.48106060606061,,71.21212121212122,93.75,,20,19,97.25036179450073,98.63551788298533,20260629
