rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,301217,铜冠铜箔,元器件,100.0,104.33846241366669,99.79764608713607,99.52508775552343,99.9793516415445,79.82,495.23,183.27,9216015933.52,20260625
2,301526,国际复材,玻璃,99.65870307167235,104.27723019829448,99.85546149081148,99.91740656617799,99.81416477390047,121.87,390.57,47.88,8212473542.9,20260625
3,300285,国瓷材料,陶瓷,99.31740614334471,104.25128982007836,99.43836465001033,99.83481313235598,99.17406566177989,101.1,217.21,98.4,14738317241.699999,20260625
4,600487,亨通光电,通信设备,98.97610921501706,104.25008884412738,99.33512285773281,99.48379103861244,99.2360107371464,79.07,229.32,123.0,19622701344.0,20260625
5,000636,风华高科,元器件,98.63481228668942,104.18859325683607,99.54573611397893,99.54573611397893,99.54573611397893,80.05,284.27,79.62,11175159673.0,20260625
6,600176,中国巨石,玻璃,98.29351535836177,104.14853614375751,99.3186041709684,99.50443939706794,99.19471402023538,79.1,222.85,70.8,14876818902.0,20260625
7,600522,中天科技,通信设备,97.95221843003414,104.08539009244004,99.15341730332439,99.33925252942392,99.02952715259137,74.39,202.67,68.1,20865549415.0,20260625
8,002491,通鼎互联,通信设备,97.61092150170649,103.957293014253,99.60355151765435,99.56638447243445,99.62832954780096,81.26,312.21,38.5,7850118487.95,20260625
9,002428,云南锗业,小金属,97.26962457337885,103.82664649588929,99.13276894486889,98.69915341730332,99.42184596324593,59.28,268.14,130.1,12304264542.8,20260625
10,601869,长飞光纤,通信设备,96.9283276450512,103.59294430140423,98.98410076398926,98.57526326657032,99.25665909560189,57.06,231.39,575.0,10446669334.0,20260625
11,603986,兆易创新,半导体,96.58703071672356,103.50044106017381,98.5174478628949,98.18294445591576,98.74045013421433,50.77,174.58,775.21,38432771374.0,20260625
12,603773,沃格光电,元器件,96.24573378839591,103.42985738586162,99.46727235184802,99.19471402023538,99.64897790625645,72.01,325.93,171.99,5127334205.0,20260625
13,600206,有研新材,半导体,95.90443686006826,103.41945946249653,99.09973157134007,99.79351641544497,98.63720834193681,99.64,164.41,56.16,7293297974.0,20260625
14,002636,金安国纪,元器件,95.56313993174061,103.36858654260796,99.81416477390047,99.93805492463349,99.73157134007846,131.73,370.6,112.99,3844332631.54,20260625
15,301013,利和兴,专用机械,95.22184300341297,103.28043771710627,99.48792071030354,99.71092298162296,99.33925252942392,93.37,248.85,84.91,4347648100.85,20260625
16,603186,华正新材,元器件,94.88054607508532,103.23546081657935,99.71505265331405,99.87610984926698,99.60768118934544,104.43,300.98,262.8,3800574574.0,20260625
17,300179,四方达,矿物制品,94.53924914675767,103.16653462954457,99.16993599008879,99.25665909560189,99.11212058641338,72.51,212.03,62.0,5296214371.44,20260625
18,603618,杭电股份,电气设备,94.19795221843003,103.13128142026994,99.35577121618832,98.76109849266983,99.75221969853396,59.75,375.79,57.19,4283211503.9999995,20260625
19,300489,光智科技,专用机械,93.85665529010238,103.12973981663696,99.9834813132356,99.958703283089,100.0,147.08,564.26,288.29,2969299253.5,20260625
20,301511,德福科技,电气设备,93.51535836177474,103.10800636587487,98.99236010737147,97.66673549452818,99.87610984926698,44.87,423.51,152.55,5703285501.349999,20260625
21,600183,生益科技,元器件,93.1740614334471,103.03934355075916,98.29444559157548,97.31571340078465,98.94693371876936,42.08,190.86,187.2,13180267699.0,20260625
22,600105,永鼎股份,通信设备,92.83276450511946,103.03446239119228,98.45963245921949,98.10035102209375,98.69915341730332,50.43,168.43,72.96,9455293773.0,20260625
23,001309,德明利,半导体,92.4914675767918,103.02672979164822,98.14577741069584,96.26264711955399,99.40119760479041,33.98,262.96,891.0,17667610897.2,20260625
24,300319,麦捷科技,元器件,92.15017064846417,102.94863826182961,98.91802601693165,99.89675820772248,98.26553788973776,106.31,144.16,30.08,5349727641.889999,20260625
25,603256,宏和科技,玻璃,91.80887372013652,102.8883436504893,99.2318810654553,98.38942804047079,99.79351641544497,53.82,389.15,276.76,4155399019.0,20260625
26,600353,旭光电子,元器件,91.46757679180887,102.85725874078724,99.13276894486887,99.75221969853396,98.71980177575882,96.89,169.78,48.75,4225743516.0,20260625
27,000657,中钨高新,小金属,91.12627986348123,102.82944315450732,98.20359281437126,98.88498864340285,97.7493289283502,63.01,125.43,105.68,10708709613.5,20260625
28,601208,东材科技,化工原料,90.78498293515358,102.77740788654921,98.5257072062771,97.95581251290523,98.90563700185835,48.48,187.01,77.58,6870046825.0,20260625
29,301319,唯特偶,元器件,90.44368600682594,102.74954664913665,99.75634937022508,99.85546149081148,99.69027462316747,102.32,339.37,202.68,2594788961.9700003,20260625
30,300475,香农芯创,元器件,90.10238907849829,102.7412943290056,97.8773487507743,98.65785670039232,97.35701011769564,58.91,111.89,306.25,17008306161.400002,20260625
31,300408,三环集团,元器件,89.76109215017065,102.71407571907557,97.93516415444972,96.2007020441875,99.09147222795788,33.04,208.72,163.62,13914663994.0,20260625
32,600869,远东股份,电气设备,89.419795221843,102.67262449063871,99.05017551104687,99.42184596324593,98.80239520958084,76.24,177.81,37.31,4053856550.0,20260625
33,002281,光迅科技,通信设备,89.07849829351537,102.60719237106365,97.8112740037167,95.33347098905637,99.46314268015692,28.99,275.12,261.46,14558747588.5,20260625
34,605589,圣泉集团,化工原料,88.73720136518772,102.53664732463294,98.4720214742928,98.84369192649184,98.22424117282677,61.88,142.15,72.96,5423194835.0,20260625
35,600498,烽火通信,通信设备,88.39590443686008,102.47087457737585,97.96407185628742,99.09147222795788,97.21247160850712,68.54,107.42,84.69,8781759685.0,20260625
36,301377,鼎泰高科,机械基件,88.05460750853243,102.46775274222841,99.50856906875903,99.60768118934544,99.44249432170142,84.54,269.48,640.5,2549894188.72,20260625
37,002436,兴森科技,元器件,87.71331058020478,102.382199008036,97.94342349783192,97.64608713607268,98.14164773900474,44.6,134.37,53.53,8330294679.74,20260625
38,603738,泰晶科技,元器件,87.37201365187714,102.37870494057627,98.63720834193681,97.21247160850712,99.58703283088994,40.87,299.01,64.76,4258947448.0,20260625
39,300604,长川科技,半导体,87.03071672354949,102.378332708264,97.78649597357011,97.19182325005163,98.18294445591576,40.78,139.12,309.99,9958511376.23,20260625
40,000811,冰轮环境,工程机械,86.68941979522185,102.25233558217836,98.88498864340285,98.63720834193681,99.05017551104687,58.53,202.89,53.52,3358103586.6,20260625
41,600367,红星发展,化工原料,86.3481228668942,102.22995950393373,99.06669419781127,99.40119760479041,98.84369192649184,75.43,182.86,52.98,2983961692.0,20260625
42,603938,三孚股份,化工原料,86.00682593856655,102.20642107761958,98.85608094156515,98.96758207722486,98.78174685112533,63.57,175.85,69.68,3356776702.0,20260625
43,002384,东山精密,元器件,85.6655290102389,102.18209955879937,97.23311996696263,93.82614082180467,99.50443939706794,23.47,278.12,275.8,21377146073.100002,20260625
44,300620,光库科技,通信设备,85.32423208191126,102.11932573979416,97.91864546768532,98.32748296510428,97.64608713607268,52.19,122.82,395.46,6453626659.799999,20260625
45,603083,剑桥科技,通信设备,84.98293515358361,102.11425846407116,97.65847615114599,96.77885608094157,98.24488953128227,38.14,143.07,260.4,8355674282.0,20260625
46,300570,太辰光,通信设备,84.64163822525597,102.10697535260232,97.61717943423497,98.71980177575882,96.88209787321908,59.49,98.87,258.31,8375066618.95,20260625
47,002484,江海股份,元器件,84.30034129692832,102.05621129310697,99.33512285773281,98.98823043568036,99.56638447243445,64.23,284.68,111.02,2322514204.08,20260625
48,002409,雅克科技,半导体,83.95904436860067,101.96217347149472,97.62543877761718,98.36877968201529,97.12987817468512,52.88,102.74,181.03,7310339534.88,20260625
49,300903,科翔股份,元器件,83.61774744027304,101.81864279884987,99.02952715259136,98.28618624819326,99.52508775552343,51.66,281.16,112.71,2410560704.29,20260625
50,600110,诺德股份,电气设备,83.27645051194538,101.78620942492215,98.11274003716704,98.16229609746026,98.07970266363824,50.76,132.94,15.77,4158628623.0,20260625
51,300975,商络电子,元器件,82.93515358361775,101.7451760799302,97.91864546768531,96.65496593020855,98.76109849266983,37.12,175.13,42.92,4581450276.69,20260625
52,002859,洁美科技,元器件,82.5938566552901,101.72032079402068,98.47202147429279,98.34813132355977,98.5546149081148,52.7,156.27,97.1,3080630601.5099998,20260625
53,600397,江钨装备,专用机械,82.25255972696246,101.71423865850284,98.5339665496593,99.64897790625645,97.7906256452612,87.72,125.46,25.68,2989878536.0,20260625
