rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,603629,利通电子,元器件,100.0,104.67038293945595,99.96682562720298,99.91706406800746,100.0,112.63,532.68,170.0,6750617267.0,20260515
2,600396,华电辽能,火力发电,99.60317460317461,104.62353479170542,99.97926601700186,99.97926601700186,99.97926601700186,117.06,494.88,17.43,5749416957.0,20260515
3,002281,光迅科技,通信设备,99.20634920634922,104.3062515827077,99.36554012025711,99.37798051005599,99.35724652705785,76.38,176.28,196.49,17523665265.0,20260515
4,002008,大族激光,专用机械,98.80952380952381,104.24643854914568,99.52311839104291,99.2743105950653,99.68899025502799,73.28,244.64,143.3,7811749166.0,20260515
5,603738,泰晶科技,元器件,98.4126984126984,104.17489401492682,99.7677793904209,99.79266017001866,99.75119220402239,99.14,256.74,55.58,4097973355.0,20260515
