trade_date,open,high,low,close,vol,amount,turnover
2025-02-13,35.61151147098515,35.96753036437247,34.63967611336032,34.678164642375165,11384.1,41301052.0,2.3158
2025-02-14,34.678164642375165,35.10153846153846,34.19705802968961,34.34139001349527,11241.19,40398218.0,2.2867
2025-02-17,34.610809716599185,34.678164642375165,33.78330634278002,33.966126855600535,11982.71,42410869.0,2.4376
2025-02-18,34.158569500674766,34.7936302294197,33.48502024291498,33.63897435897436,11198.05,39898194.0,2.278
2025-02-19,33.78330634278002,34.870607287449396,33.64859649122807,34.63967611336032,14548.14,52120126.0,2.9595
2025-02-20,34.735897435897435,36.891255060728746,34.735897435897435,36.25619433198381,31009.68,116337874.0,6.3082
2025-02-21,36.13110661268556,37.01634278002699,35.84244264507422,36.833522267206476,23198.49,88048732.0,4.7192
2025-02-24,36.833522267206476,36.94898785425101,35.80395411605938,36.39090418353576,14850.72,55852400.0,3.021
2025-02-25,36.082995951417004,36.92012145748988,35.70773279352227,36.26581646423752,12142.36,45869783.0,2.4701
2025-02-26,36.27543859649123,36.94898785425101,36.21770580296896,36.900877192982456,17762.51,67569446.0,3.6134
2025-02-27,37.14143049932524,37.7957354925776,36.27543859649123,36.968232118758436,15434.38,59228436.0,3.1397
2025-02-28,36.39090418353576,36.94898785425101,35.21700404858299,36.00601889338731,25126.23,94144506.0,5.1113
2025-03-03,36.23695006747638,37.516693657219975,35.75584345479082,36.46788124156545,16878.91,64588034.0,3.4336
2025-03-04,36.56410256410256,37.60329284750337,35.93866396761133,37.43009446693657,17142.14,66084884.99999999,3.4872
2025-03-05,37.71875843454791,37.83422402159244,36.823900134952765,37.14143049932524,10109.85,38993056.0,2.0566
2025-03-06,37.324251012145744,38.29608636977058,37.04520917678812,37.64178137651822,14902.33,58631912.0,3.0315
2025-03-07,37.64178137651822,38.28646423751687,37.37236167341431,37.63215924426451,13213.13,51918522.0,2.6879
2025-03-10,37.84384615384615,37.97855600539811,37.14143049932524,37.7957354925776,11373.51,44408820.0,2.3137
2025-03-11,37.68026990553306,39.633562753036436,37.391605937921724,38.69059379217274,26737.46,107440387.0,5.4391
2025-03-12,39.04661268556005,40.201268556005395,38.68097165991903,39.450742240215924,28421.71,116932272.0,5.7817
2025-03-13,39.35452091767881,39.35452091767881,38.103643724696354,38.19986504723347,15155.07,60668772.0,3.0829
