rank,code,name,industry,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,kline_fallback_used,quote_only_fallback_used,pass_next_2_3d_setup
1,605111,新洁能,制造业-计算机、通信和其他电子设备制造业,100.0,1.000847355776262,1.1188625793072615,1.2340785205750828,1.1672532746397466,1.0830285101323682,0.6266159747073634,-0.22995835231345826,0.1112219483889476,0.16218254966054801,0.19215888573639406,0.1964794201397877,0.16406962761095575,0.01671799384073913,0.8937246963562749,0.16406962761095575,0.06352466763278919,0.007979560772639154,1.1022818889641484,1.5377759824252089,1.5364461183326505,6.132,4.224,0.4517045454545454,0.022660182206262206,0.02090760854830785,0.006676326039368992,0.6,-0.023322104172065483,0.016039843625800375,0.0307732442463663,0.13267180671465106,0.5559845613210441,0.638415949122283,0.3297959714075189,703769659.8,46.29,2026-05-08,False,False,True
2,603375,盛景微,制造业-计算机、通信和其他电子设备制造业,98.4126984126984,0.98242946723675,0.7186343328327739,1.4160566247852382,1.0115516954528088,1.7965692203965022,0.06884208033374285,-0.20579943238154602,0.07084528801589052,0.17162413468300206,0.15276787835590389,0.2566692566692568,0.14642156746922486,-0.0073649754500818565,0.9660377358490566,0.14642156746922486,0.0794792429648182,0.010369590540631024,0.6229700548558573,1.8281307875592512,1.8106876989455736,11.294,6.014,0.7101752795732083,0.031619729840083245,0.029232434899240475,0.009002300521607507,0.65,-0.03856041131105392,0.023066744003269232,0.0371014435220067,0.1138603919352581,0.6537522371382275,0.6082449153315297,0.24502141632676128,167034332.05,48.63,2026-05-08,False,False,True
3,300537,广信材料,制造业-化学原料和化学制品制造业,96.82539682539682,0.6880633659165878,0.45153205839757854,1.244332526063471,0.7845082548172533,1.0575380085312185,0.6499040981654572,-0.7393247527643039,0.09150043365134453,0.10637362637362635,0.06788290199406033,0.12016021361815765,0.0944429950430472,0.02902698282910876,0.8522167487684734,0.0944429950430472,0.026315331767979885,0.004502516400576166,1.4910459212516132,1.499416012070271,1.326817932722605,4.542,3.5249999999999995,0.2885106382978724,0.026024211608889854,0.02174961024314783,0.006176188730429376,0.55,-0.04454815443360205,0.015741606034046948,0.026747800383836617,0.0939125671835952,0.34756932408502816,0.4704102076639128,0.341942733512558,137939681.4145,25.08,2026-05-08,False,False,True
4,002185,华天科技,制造业-计算机、通信和其他电子设备制造业,95.23809523809523,0.6629699618426713,0.43528840407717456,0.5618361114867786,0.4884384411892082,1.2394963629905726,0.6028588789950114,0.35422195075665397,0.05506607929515428,0.12529365700861383,0.12177985948477743,0.18174342105263142,0.11702747872050967,0.02204836415362732,0.9280303030303025,0.11702747872050967,0.05204244238019338,0.00657226259710449,1.0748588402453823,1.4873996563676692,1.677644075161363,6.138,3.847,0.5955289836236028,0.02463496889545272,0.020277859367044515,0.008353550135653802,0.65,-0.02810304449648726,0.017207652680223524,0.028991005881977235,0.07512918332440344,0.4937479186989901,0.6491569541569531,0.32584304584304674,1636317383.8049998,14.38,2026-05-08,False,False,True
5,300085,银之杰,信息传输、软件和信息技术服务业-软件和信息技术服务业,93.65079365079364,0.568021091570486,0.6655610382120815,0.12704461961330143,0.4393841424005938,0.8272691124027797,0.21544365241096147,0.7588078628875715,0.06754697816150323,0.16293222683264186,0.11660026560424974,0.07739620707329564,0.11031878086786562,0.001190759704691624,0.9206762028608583,0.11031878086786562,0.0378364102157779,0.003287276903930847,0.5000800896002286,1.1628797755238929,1.2752345396991476,6.098,4.985999999999999,0.22302446851183344,0.027390494588105288,0.029880040834862003,0.01925649867752594,0.45,-0.07776904948939511,0.02721674392769153,0.04092682625060385,0.23648425143540974,0.1671255768631681,0.6292324676220812,0.37076753237791893,1241121003.4299998,42.0,2026-05-08,False,False,True
6,300862,蓝盾光电,制造业-仪器仪表制造业,92.06349206349206,0.5468000000000002,0.7399999999999997,1.0,0.8491999999999997,0.30000000000000127,0.4399999999999995,-0.9999999999999993,0.08916666666666662,0.1095076400679118,0.15612560813799203,0.1979835013748854,0.11692695536992348,0.037022638598843347,0.863554757630162,0.11692695536992348,0.04637340568718362,0.006531700884659766,1.4224916219788346,1.1736765787153776,1.014407075272993,3.5200000000000005,3.6994999999999996,-0.027453140219226735,0.0247371547219309,0.024900614330989137,0.01539983312645743,0.7,-0.041972290138549195,0.02572931311015847,0.04081948524174714,0.029764285347471997,0.5219171773975848,0.6381752464403073,0.3298247535596934,137939681.4145,26.12,2026-05-08,False,False,True
7,601016,节能风电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,90.47619047619048,0.5424,0.3199999999999999,1.0,0.6055999999999999,0.9999999999999998,-0.7199999999999998,1.0,0.06609808102345416,0.09649122807017552,0.2032509251644736,0.21951219512195141,0.14508187335394473,-0.019607843137254832,0.916666666666667,0.14508187335394473,0.08333905874270009,0.01212336592046327,0.4921171904359006,1.4126124104501554,1.2931743490940053,10.063999999999998,8.295499999999999,0.213187872943162,0.052557262100377054,0.04038447574087469,0.017058381669751054,0.55,-0.09936575052854135,0.031328271770210275,0.04980910090179675,-0.015703893881044095,0.3652402768540487,0.5360049433325301,0.2830931999035443,2236000303.15,5.0,2026-05-08,False,False,True
8,600761,安徽合力,制造业-通用设备制造业,88.88888888888889,0.5122356209487458,0.9203788338303924,-0.04599050104172178,0.5145037131841044,0.4547132610899146,1.0270368834525536,-1.298001167989068,0.11031833150384207,0.10788608981380055,0.16666666666666674,0.13587871982032573,0.1351139041633933,0.026903553299492344,0.9487870619946088,0.1351139041633933,0.04282347660195249,0.005375631875109131,1.4656942282788492,1.7758095532984663,1.4345014200299704,2.293,1.718275,0.36492890995260674,0.022728093426396652,0.019857007319373288,0.005985261043142268,0.7,-0.03471826977803072,0.01514037726000891,0.02092870639923487,0.08261938571497951,0.43896221145323605,0.6163925695622734,0.342698339528636,254189547.05,20.22,2026-05-08,False,False,True
9,300852,四会富仕,制造业-计算机、通信和其他电子设备制造业,87.3015873015873,0.5110882393228694,0.5120004570755848,1.1455024955583264,0.7780713132383362,0.5861737459709776,-0.18194796670094548,-0.5438217368719176,0.11041756349548004,0.12987297415681143,0.1416242531533527,0.2582926829268293,0.14292676983063224,0.009589041095890538,0.8965250965250968,0.14292676983063224,0.06256964675387948,0.00991817914470593,1.0360049937935072,1.5447110015756207,1.331713210179437,5.2620000000000005,4.139,0.27132157525972467,0.03053757021638202,0.02607255394442446,0.015593961150317926,0.7,-0.04820037886760675,0.025529777366065095,0.044308154435292554,0.016214437571445695,0.5432605045852902,0.6655884148532415,0.32185553133509937,294358605.30300003,51.64,2026-05-08,False,False,True
10,000922,佳电股份,制造业-电气机械和器材制造业,85.71428571428571,0.5008546852659883,0.27809985578861274,1.190455381494604,0.661289176585129,0.5555663292334295,1.2240679989816532,-1.4328656958074366,0.05639344262295087,0.09815950920245387,0.14255319148936163,0.18455882352941178,0.11933298593017172,0.030051150895140655,0.972125435540069,0.11933298593017172,0.055160673962133,0.007204566914942347,1.004766319889302,1.52991022050889,1.54950746682004,2.622,1.7765,0.47593582887700525,0.016989251445966174,0.016138810442584566,0.006958174877333009,0.6,-0.0217696629213483,0.015569276092766366,0.024014343790603167,0.01948303861421863,0.6675555206268912,0.7038035052354101,0.29619649476458976,152019867.283,16.1,2026-05-08,False,False,True
11,003009,中天火箭,制造业-铁路、船舶、航空航天和其他运输设备制造业,84.12698412698413,0.46039999999999986,0.7399999999999995,-0.2800000000000001,0.31159999999999966,0.7000000000000003,0.92,-1.0,0.10017947462881405,0.15442561205273098,0.1167605167273933,0.16802355794214474,0.12159015302727871,-0.008382352941176396,0.8474178403755876,0.12159015302727871,0.04025282767797731,0.005396225093672292,1.2053837684249302,1.6067115916328056,1.3746313734663502,3.626,2.7560000000000002,0.3156748911465892,0.028749975104560094,0.02627405609873699,0.008742186063688862,0.6,-0.07040668702780906,0.025073059785364147,0.030919181429539606,0.14264664098049806,0.38525573633946925,0.702385623342823,0.29761437665717694,276122774.3965,67.45,2026-05-08,False,False,True
12,002298,中电鑫龙,制造业-电气机械和器材制造业,82.53968253968253,0.42038288245861277,0.869431149172491,-1.0482559938695863,0.06400254909481845,1.0547026602019824,0.08520462529104203,-0.29568703791479756,0.10198019801980207,0.13920163766632565,0.08797653958944274,0.09224730127576075,0.08728569335222014,-0.011545293072824037,0.9200000000000007,0.08728569335222014,0.023709275631319214,0.0022439236860284373,0.6668885850121891,1.8944742170125732,1.5541537523088114,8.304,5.547000000000001,0.4970254191454839,0.03463025098852445,0.026466479877584517,0.010202848156088943,0.55,-0.08237547892720298,0.015035672366101848,0.028332974349991158,0.18041851695975053,0.28172407388248827,0.5954775828460045,0.3676803118908373,379600979.518,11.13,2026-05-08,False,False,True
