rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,600396,华电辽能,火力发电,100.0,104.4351841764414,99.85489220563848,99.66832504145937,99.97927031509121,90.32,561.86,19.26,6762400939.0,20260528
2,603629,利通电子,元器件,99.63369963369964,104.40446792799992,99.93366500829188,99.83416252072969,100.0,102.79,678.04,220.03,6169016322.0,20260528
3,301217,铜冠铜箔,元器件,99.26739926739927,104.21871784629165,99.78441127694859,99.95854063018243,99.66832504145937,132.08,243.27,119.08,5959313113.0,20260528
4,000636,风华高科,元器件,98.9010989010989,104.13089661183136,99.47761194029852,99.87562189054727,99.212271973466,108.84,182.63,48.64,7325594524.0,20260528
5,002281,光迅科技,通信设备,98.53479853479854,104.04473980462652,99.1542288557214,98.75621890547264,99.4195688225539,59.75,203.19,214.9,14141548567.0,20260528
6,301511,德福科技,电气设备,98.16849816849816,104.04128990086066,99.55223880597015,99.44029850746269,99.6268656716418,77.07,233.39,119.52,6183429102.0,20260528
7,300408,三环集团,元器件,97.8021978021978,104.02979022164119,99.21227197346602,99.27446102819238,99.17081260364843,74.49,181.14,132.11,12851148035.0,20260528
8,300672,国科微,半导体,97.43589743589743,103.6622241590103,99.5563847429519,99.7927031509121,99.39883913764511,101.1,203.1,348.51,4003847405.0,20260528
9,603256,宏和科技,玻璃,97.06959706959707,103.63144738594134,99.81757877280266,99.60613598673301,99.95854063018243,85.99,427.76,197.91,3126081416.0,20260528
10,600584,长电科技,半导体,96.7032967032967,103.60611782934475,98.6608623548922,99.54394693200663,98.07213930348259,82.94,117.39,84.74,22950139180.0,20260528
11,301526,国际复材,玻璃,96.33699633699634,103.60424156589316,99.31592039800995,98.81840796019901,99.64759535655058,60.6,242.74,24.78,5005847352.0,20260528
12,300975,商络电子,元器件,95.97069597069597,103.55612448705378,99.3407960199005,99.6268656716418,99.15008291873963,87.1,179.18,37.55,4529048293.0,20260528
13,601991,大唐发电,火力发电,95.6043956043956,103.53391194877196,98.78938640132671,99.77197346600332,98.13432835820896,97.53,120.39,8.0,8502043937.999999,20260528
14,300209,行云科技,互联网,95.23809523809523,103.49953396036847,99.90464344941957,99.91708126036484,99.89635157545605,114.17,414.94,28.27,2614864673.0,20260528
15,603773,沃格光电,元器件,94.87179487179486,103.00538063938217,99.28275290215589,99.17081260364843,99.35737976782752,71.51,198.8,109.99,2841326909.0,20260528
16,002655,共达电声,元器件,94.5054945054945,102.99790584788951,99.3117744610282,99.02570480928689,99.50248756218906,64.36,228.98,42.57,2728095818.0,20260528
17,603115,海星股份,铝,94.13919413919413,102.77792908934644,99.8217247097844,99.64759535655058,99.93781094527363,88.33,423.47,110.4,1743324092.0,20260528
18,605376,博迁新材,小金属,93.77289377289377,102.7500574983961,98.82669983416253,98.27943615257048,99.19154228855722,53.32,182.52,182.45,3407206851.0,20260528
19,002552,宝鼎科技,元器件,93.4065934065934,102.70000363147764,99.68905472636816,100.0,99.48175787728026,158.27,220.9,55.58,1810180211.0,20260528
20,600183,生益科技,元器件,93.04029304029304,102.65666799820846,97.80265339966832,99.4195688225539,96.72470978441127,76.91,89.87,135.64,13526819364.0,20260528
