rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,600869,远东股份,电气设备,90.94982078853047,,88.70967741935483,93.1899641577061,,8,20,99.6075191076224,98.9464986573022,20260624
2,603186,华正新材,元器件,89.78494623655914,,83.87096774193549,95.6989247311828,,11,13,99.71080355298491,99.56620532947737,20260624
3,002636,金安国纪,元器件,86.82795698924731,,79.03225806451613,94.6236559139785,,14,16,99.9793431109275,99.73146044205743,20260624
