rank,code,name,industry,score_100,score_raw,momentum_score,activity_score,stability_score,liquidity_score,ret_5,ret_10,ret_20,breakout_20,amount_ratio_5_20,turnover_5,turnover_20_used,vol_10,win_rate_20,max_drawdown_20,vol_base,accel,avg_amount_20_used,close,trade_date
1,002176,江特电机,制造业-有色金属冶炼和压延加工业,100.0,1.7689771807825605,2.91293175191041,1.5190440614817813,0.41798676533286905,0.9363074105425153,0.15830218407264116,0.31635126283132803,0.4013605442176871,0.24392156687351724,1.4659549478724698,11.499999999999998,8.706,0.03759661289491872,0.65,-0.06255835667600385,0.027206422845400716,0.19482598234098814,1691279250.7574997,14.12,2026-04-24
2,300721,怡达股份,制造业-化学原料和化学制品制造业,99.95452478399272,1.735482392902378,2.509163812764606,2.9514692172320975,-0.1881226059553761,0.21049389786390915,0.15830218407264116,0.31635126283132803,0.453230804810361,0.24392156687351724,2.050375706706362,14.33235,7.039,0.07553484676220476,0.65,-0.07167955024595918,0.025926039702872022,0.5336691514193208,168604035.12649998,22.04,2026-04-24
3,300434,金石亚药,制造业-医药制造业,99.90904956798545,1.735328752554914,2.305856567411418,3.024486338040391,0.6893860240796984,-0.5400844249046054,0.12038834951456301,0.14825870646766148,0.16330645161290325,0.1135234235538185,2.0052061085125192,6.566,3.4755000000000003,0.03391989397029782,0.6,-0.03550863723608433,0.018348652991498706,0.08208189790165976,128937979.757,11.54,2026-04-24
4,600338,西藏珠峰,采矿业-有色金属矿采选业,99.86357435197817,1.6586675262095272,2.606202446399853,2.445317179615792,-0.5426752570989659,0.7559486944362074,0.15830218407264116,0.31635126283132803,0.4204805491990846,0.24392156687351724,1.5142128239784798,11.265999999999998,8.266,0.060279647913537175,0.6,-0.10000000000000009,0.03357883854889301,-0.05839822292723995,1507759025.05,24.83,2026-04-24
5,002407,多氟多,制造业-化学原料和化学制品制造业,99.8180991359709,1.608029252883207,1.5132777039429715,2.2077020009855293,-0.009053131994875813,3.017355316390743,0.1384462151394421,0.19602371817230546,0.204002808988764,0.15854379592871037,1.6790712091813844,13.382,8.432500000000001,0.04646083126481029,0.6,-0.06135181975736581,0.0273296727099704,0.0808619454765207,2738614788.4960003,33.95,2026-04-24
6,600186,莲花控股,制造业-食品制造业,99.77262391996362,1.5724380256558423,1.9066386281530612,2.0338331046244735,-1.1786549899557786,3.5803686415310336,0.15830218407264116,0.24966261808367074,0.29691876750700286,0.18558350937840085,1.4215009852153078,14.33235,13.065000000000001,0.04180900735628021,0.45,-0.06089309878213789,0.03816364955216828,0.07437917988033838,1842107238.5,9.29,2026-04-24
7,301588,美新科技,制造业-橡胶和塑料制品业,99.72714870395635,1.5666257264770498,2.2065547177189297,2.5930827874572473,-0.18068911319054012,0.4791397677551585,0.15830218407264116,0.31635126283132803,0.28755364806866957,0.24392156687351724,2.050375706706362,14.33235,8.238000000000001,0.04289131730792364,0.5,-0.09749670619235828,0.026784012253871718,0.3656255955602651,148477971.21199998,29.39,2026-04-24
8,002606,大连电瓷,制造业-电气机械和器材制造业,99.68167348794907,1.5229758996448344,2.046670995907232,2.6962131191819623,0.08288469049752016,0.09118188924631362,0.1573033707865168,0.24740484429065734,0.24096385542168686,0.20066611157368852,1.9391363412474882,13.680000000000001,7.694,0.03609958439670819,0.5,-0.052212389380530966,0.03491315368446696,0.08501421416001054,412985510.43749994,14.35,2026-04-24
9,300133,华策影视,文化、体育和娱乐业-广播、电视、电影和录音制作业,99.6361982719418,1.5080546979263223,2.239572293509777,1.9498356950726399,0.14145027148951264,0.6431786830423263,0.10877626699629173,0.23553719008264484,0.24238227146814428,0.1804184761152785,2.050375706706362,10.746,5.2295,0.03256801956507498,0.6,-0.05842391304347838,0.033802238632141796,-0.011722347962157098,678468508.025,9.12,2026-04-24
10,301629,矽电股份,制造业-专用设备制造业,99.59072305593452,1.4900097744285359,1.9592133100880198,2.780874475650899,-0.58663483612108,0.8562186580321282,0.15830218407264116,0.31635126283132803,0.453230804810361,0.24392156687351724,1.8833005525881903,14.33235,10.02,0.0702064948111157,0.6,-0.08260869565217388,0.043519638959673465,-0.007299732781549162,559964095.6345,338.0,2026-04-24
11,000062,深圳华强,批发和零售业-批发业,99.54524783992724,1.4620621669035154,2.6548502367367606,1.300839195410381,-0.535479806762321,1.2133882313912019,0.15830218407264116,0.31635126283132803,0.35961123110151183,0.24392156687351724,1.4469375722987745,7.764,5.957,0.05505896666726249,0.6,-0.07875804619462334,0.04536962650216788,0.08971182209176876,1845885948.2505002,37.77,2026-04-24
12,300342,天银机电,制造业-通用设备制造业,99.49977262391997,1.4581250869925575,1.9432871715547864,1.2865991018306466,-0.7665223243187191,3.4164327185115018,0.12345287210409395,0.313787344590833,0.4159999999999999,0.19523930108888332,1.163177508008132,14.33235,14.319962500000003,0.047293835724098336,0.6,-0.10893901420217211,0.04934809799441186,-0.13694712789590602,3540002044.6437507,71.29,2026-04-24
13,300959,线上线下,信息传输、软件和信息技术服务业-软件和信息技术服务业,99.45429740791269,1.429429094303487,2.24277147149163,2.0239025181211665,0.049402410791885065,0.1097626267877746,0.13998390989541432,0.2677658486707566,0.28952158086323454,0.19877210156750436,1.7323197443146277,10.918000000000001,7.015000000000001,0.05048316011868826,0.6,-0.07402289774970394,0.026358483229405722,0.008808662885533947,316764635.04899997,100.4,2026-04-24
14,300382,斯莱克,制造业-专用设备制造业,99.40882219190541,1.4229824593542342,2.2123459775092695,1.962412322791785,0.6390130874944968,-0.5357441989754621,0.15830218407264116,0.31635126283132803,0.42321428571428577,0.24392156687351724,2.050375706706362,5.794,2.6455,0.04992303338148572,0.65,-0.017369727047146344,0.017341970611501993,0.12307145671507369,230306211.9235,15.78,2026-04-24
15,603738,泰晶科技,制造业-计算机、通信和其他电子设备制造业,99.36334697589814,1.4197125244941264,1.9933875369881096,1.9465058625660638,-0.5309658216959741,1.6128280559770776,0.15830218407264116,0.31635126283132803,0.453230804810361,0.24392156687351724,1.6178610674012366,14.33235,14.129499999999998,0.04162999646926324,0.7,-0.09720670391061459,0.04809877766223145,0.07091614286849546,1658870801.75,40.03,2026-04-24
16,300067,安诺其,制造业-化学原料和化学制品制造业,99.31787175989086,1.3920343588730482,2.4211258387105623,2.6132891230059108,-1.176526631790597,0.03711379330309919,0.15830218407264116,0.31635126283132803,0.33673469387755084,0.24392156687351724,2.050375706706362,11.708,5.226999999999999,0.10451890076995163,0.45,-0.16221765913757702,0.030286600448851342,0.6966358039652917,286357118.44,6.58,2026-04-24
17,300283,温州宏丰,制造业-电气机械和器材制造业,99.27239654388357,1.382731813336268,1.89491725004855,2.1355412099456776,0.28874815798028125,0.22086652822914898,0.15830218407264116,0.29553264604811,0.453230804810361,0.24392156687351724,1.6513714677403168,13.538,9.222,0.06293736443706259,0.65,-0.047375160051216336,0.024215465483105457,-0.12202841960328703,319756223.977,11.1,2026-04-24
18,002975,博杰股份,制造业-专用设备制造业,99.22692132787631,1.382490245198574,1.8359752064210897,1.999591857136005,-0.0576051282631711,1.0648214933251392,0.15830218407264116,0.31635126283132803,0.453230804810361,0.24392156687351724,1.555695446741335,12.904000000000002,9.593,0.04135351618112809,0.65,-0.04871461438431535,0.04642095465084192,-0.0664272195520792,957986965.4344997,119.34,2026-04-24
19,000925,众合科技,制造业-铁路、船舶、航空航天和其他运输设备制造业,99.18144611186904,1.3823635061819428,2.514605970529592,1.4302352506498484,0.41008591324112464,-0.4203658489372066,0.15830218407264116,0.31635126283132803,0.411436541143654,0.24392156687351724,2.048108879394455,5.444,2.8785,0.04351388247825698,0.65,-0.05890410958904102,0.019222853509401616,0.30330822873082286,150800079.09800002,10.12,2026-04-24
20,300890,翔丰华,制造业-非金属矿物制品业,99.13597089586176,1.3592658955530665,1.9717576478925918,2.4104155915314696,-0.6709787967982861,0.6810313191521309,0.15830218407264116,0.289827255278311,0.2783766645529486,0.21467735132855337,2.050375706706362,14.33235,10.6565,0.06579430432296368,0.6,-0.08306911857958144,0.027723783430621634,0.18862730151907448,431530079.50649995,40.53,2026-04-24
