rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,002552,宝鼎科技,元器件,90.97503373819163,,85.8974358974359,96.05263157894737,,12,10,100,99.64553794829024,20260601
2,300408,三环集团,元器件,88.64709851551957,,79.48717948717949,97.80701754385966,,17,6,98.91576313594662,99.18682235195998,20260601
