rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,600667,太极实业,半导体,100.0,104.3817421689001,99.5824720959074,99.85531211244316,99.40057875155023,114.86,232.3,32.1,12988171255.0,20260701
2,301526,国际复材,玻璃,99.63369963369964,104.31955956946679,99.83050847457628,99.79330301777594,99.85531211244316,101.68,375.58,46.75,7986267811.36,20260701
3,600176,中国巨石,玻璃,99.26739926739927,104.11888244825785,99.30136420008267,99.46258784621745,99.19388176932617,80.64,201.33,70.27,13408397064.0,20260701
4,300285,国瓷材料,陶瓷,98.9010989010989,103.98972700910976,99.22695328648201,99.02852418354692,99.35923935510542,69.07,224.0,98.82,12564249442.0,20260701
5,300666,江丰电子,半导体,98.53479853479854,103.95777950109081,99.35923935510542,99.6692848284415,99.15254237288136,88.48,198.28,394.33,9977395659.87,20260701
6,301217,铜冠铜箔,元器件,98.16849816849816,103.8631137919693,99.39231087226126,98.51178172798677,99.9793303017776,59.07,435.37,164.84,7542244655.16,20260701
7,600206,有研新材,半导体,97.8021978021978,103.84858465372976,99.26829268292684,99.87598181066556,98.86316659776767,115.07,174.2,59.94,9258574105.0,20260701
8,002636,金安国纪,元器件,97.43589743589743,103.82928036257971,99.85117817279868,99.93799090533278,99.79330301777594,119.95,348.13,111.36,4412597341.5,20260701
9,002409,雅克科技,半导体,97.06959706959707,103.8123825070986,99.17734601074824,99.89665150888797,98.69780901198843,115.35,162.26,236.09,10630285783.4,20260701
10,603986,兆易创新,半导体,96.7032967032967,103.75568416701117,98.75568416701117,98.71847871021083,98.78048780487805,62.63,166.3,772.01,43202850798.0,20260701
11,001309,德明利,半导体,96.33699633699634,103.67997573950748,98.82596114096734,97.49896651508888,99.71062422488632,47.42,276.01,893.22,15230925479.0,20260701
12,300604,长川科技,半导体,95.97069597069597,103.36036487297943,98.65233567589914,98.6151302190988,98.67713931376602,60.71,160.27,333.67,11190942175.300001,20260701
13,600378,昊华科技,化工原料,95.6043956043956,103.35865245637487,98.66887143447705,99.6486151302191,98.01570897064903,86.59,126.95,81.0,11145300094.0,20260701
14,600707,彩虹股份,元器件,95.23809523809523,103.294757440337,98.93344357172386,99.25589086399339,98.71847871021083,75.02,164.37,17.66,7083803523.0,20260701
15,300319,麦捷科技,元器件,94.87179487179486,103.24042781749111,99.06159570070278,99.73129392310872,98.6151302190988,94.97,157.49,31.8,5428306335.64,20260701
16,000021,深科技,元器件,94.5054945054945,103.11634173498732,98.18933443571724,98.9458453906573,97.68499379909053,67.46,117.01,62.26,19585847111.4,20260701
17,300223,北京君正,半导体,94.13919413919413,103.11120448517364,98.23894171145102,99.50392724266226,97.39561802397685,82.08,112.01,259.05,15445071270.6,20260701
18,600367,红星发展,化工原料,93.77289377289377,103.09385400856358,99.24348904505993,98.82182720132286,99.52459694088466,64.26,242.27,63.8,4020773089.0,20260701
19,300475,香农芯创,元器件,93.4065934065934,103.05516244572318,98.38362959900786,99.21455146754857,97.82968168664738,72.73,120.36,302.51,11102886474.300001,20260701
20,301396,宏景科技,软件服务,93.04029304029304,102.91704510822171,99.5411326994626,99.68995452666391,99.44191814799504,88.84,238.05,327.5,3256559640.6899996,20260701
