rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,002281,光迅科技,通信设备,99.59677419354838,,100,99.19354838709677,,1,3,98.6738499792789,99.50269374222958,20260526
2,601939,建设银行,银行,89.54940929338676,96.54067905188981,82.55813953488372,,55,16,,,,20260526
3,300199,翰宇药业,化学制药,87.99256588650687,98.07815502882768,77.90697674418605,,31,20,,,,20260526
