rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,300408,三环集团,元器件,92.66185476815399,,86.11111111111111,99.21259842519686,,11,3,99.29635761589404,99.17218543046357,20260604
2,300308,中际旭创,通信设备,91.9892825896763,,90.27777777777779,93.7007874015748,,8,17,98.40645695364239,97.86837748344371,20260604
3,000636,风华高科,元器件,88.88888888888889,,77.77777777777779,100,,17,1,99.9793046357616,99.64817880794702,20260604
4,002484,江海股份,元器件,86.22594050743658,,76.38888888888889,96.06299212598425,,18,11,99.93791390728477,99.50331125827815,20260604
