rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,000636,风华高科,元器件,100.0,104.4098185179779,99.6360628618693,99.95864350703062,99.42100909842844,102.27,190.76,59.81,10495044814.0,20260610
2,600487,亨通光电,通信设备,99.54545454545455,104.39230282683792,99.43755169561621,98.9660876757651,99.75186104218362,41.69,282.12,106.88,22674388390.0,20260610
3,603773,沃格光电,元器件,99.0909090909091,104.18430399455066,99.77253928866831,99.77253928866831,99.77253928866831,75.89,295.71,154.96,5190727163.0,20260610
4,002484,江海股份,元器件,98.63636363636363,103.97143969250232,99.5822994210091,99.9172870140612,99.35897435897436,85.24,179.07,87.6,4884392836.38,20260610
5,600183,生益科技,元器件,98.18181818181819,103.7332749476962,98.89164598842018,99.40033085194375,98.55252274607113,55.98,112.19,146.9,14262260188.0,20260610
6,300408,三环集团,元器件,97.72727272727273,103.71600253004428,99.12324234904881,99.17287014061208,99.09015715467329,45.55,149.2,132.0,7153283312.42,20260610
7,301511,德福科技,电气设备,97.27272727272728,103.63693864642632,99.33829611248966,98.53184449958643,99.87593052109182,34.2,341.83,137.1,4521060180.7300005,20260610
8,603256,宏和科技,玻璃,96.81818181818181,103.60020434972996,99.39205955334987,98.57320099255583,99.93796526054591,35.31,358.84,197.85,4239868307.0,20260610
9,600367,红星发展,化工原料,96.36363636363636,103.57101153116332,99.70223325062034,100.0,99.50372208436724,136.37,202.1,58.88,3185320402.0,20260610
10,300975,商络电子,元器件,95.9090909090909,103.56347005303363,99.44582299421009,99.54507857733664,99.37965260545906,63.5,181.33,39.78,4044231086.5099998,20260610
11,002636,金安国纪,元器件,95.45454545454545,103.47637814430983,99.69809760132341,99.64846980976013,99.73118279569893,66.1,265.53,77.42,2953090916.98,20260610
12,600869,远东股份,电气设备,95.0,103.33771225611834,99.15219189412738,98.65591397849462,99.48304383788255,36.76,200.76,31.55,4203311211.0,20260610
13,301013,利和兴,专用机械,94.54545454545455,103.19855982095072,99.28453267162945,99.97932175351531,98.8213399503722,119.89,123.55,61.9,3209249004.5699997,20260610
14,605376,博迁新材,小金属,94.0909090909091,103.10976499781054,99.21836228287842,99.25558312655087,99.19354838709677,49.81,162.2,194.0,3205425390.0,20260610
15,603186,华正新材,元器件,93.63636363636364,103.10733226292997,99.14805624483043,99.42100909842844,98.9660876757651,56.05,136.87,163.32,3570058933.0,20260610
16,601208,东材科技,化工原料,93.18181818181817,103.1051428015375,98.35401157981804,97.62200165425972,98.84201819685691,25.71,127.55,62.35,9305107709.0,20260610
17,301526,国际复材,玻璃,92.72727272727272,103.03094438768062,98.70967741935483,97.45657568238212,99.54507857733664,24.06,210.47,25.21,4627286016.15,20260610
18,300285,国瓷材料,陶瓷,92.27272727272727,102.97742422030848,98.31679073614558,99.11083540115798,97.7874276261373,43.5,89.84,61.13,7623145532.66,20260610
19,301217,铜冠铜箔,元器件,91.81818181818183,102.94093319710018,98.80066170388751,97.43589743589743,99.71050454921424,24.03,265.04,122.8,4145293896.3700004,20260610
20,001896,豫能控股,火力发电,91.36363636363637,102.80494331727729,98.3705541770058,96.48469809760132,99.62779156327544,19.2,232.86,21.17,5283869955.93,20260610
