rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,000636,风华高科,元器件,100.0,104.46690364887678,99.78062913907286,99.9793046357616,99.64817880794702,152.49,259.98,63.5,10425520143.300001,20260604
2,600396,华电辽能,火力发电,99.60629921259843,104.2008830022075,99.86754966887418,99.66887417218543,100.0,83.08,644.75,21.97,5874771023.0,20260604
3,300408,三环集团,元器件,99.21259842519686,103.88852097130243,99.22185430463576,99.29635761589404,99.17218543046357,59.84,180.47,139.03,10011510867.8,20260604
4,603773,沃格光电,元器件,98.81889763779527,103.63467406830281,99.61506622516556,99.62748344370861,99.60678807947019,78.43,253.45,122.4,3959351229.0,20260604
5,300394,天孚通信,通信设备,98.4251968503937,103.58791066095311,98.7251655629139,98.48923841059603,98.88245033112582,46.42,148.06,480.45,17054436605.900002,20260604
6,601991,大唐发电,火力发电,98.03149606299213,103.58373912478898,99.09354304635761,99.56539735099338,98.77897350993378,74.8,140.05,8.81,6880183074.0,20260604
7,300975,商络电子,元器件,97.63779527559055,103.57585053889105,99.61506622516556,99.75165562913907,99.52400662251655,84.36,221.58,43.51,3873515452.26,20260604
8,300179,四方达,矿物制品,97.24409448818898,103.52509414361772,99.54470198675497,99.54470198675497,99.54470198675497,74.11,222.94,51.38,3941049809.88,20260604
9,600183,生益科技,元器件,96.8503937007874,103.46198545643423,98.71688741721854,99.58609271523179,98.13741721854305,75.56,110.65,143.96,11982276445.0,20260604
10,002491,通鼎互联,通信设备,96.45669291338582,103.45802493182704,99.16390728476821,98.15811258278146,99.83443708609272,42.86,344.21,26.83,5789024619.690001,20260604
11,002484,江海股份,元器件,96.06299212598425,103.42225035709649,99.6771523178808,99.93791390728477,99.50331125827815,118.98,221.27,96.35,3434209478.2,20260604
12,300302,同有科技,IT设备,95.66929133858267,103.40660303856642,99.23013245033113,99.37913907284768,99.13079470198676,64.08,177.71,55.18,4689097793.549999,20260604
13,600487,亨通光电,通信设备,95.2755905511811,103.36724126736789,98.40645695364239,96.41970198675497,99.73096026490066,28.84,292.89,97.87,25729176064.0,20260604
14,603986,兆易创新,半导体,94.88188976377953,103.34023178807948,98.34023178807948,98.86175496688742,97.99254966887418,51.16,107.61,529.31,29302244793.0,20260604
