ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
600230.SH,20260506,8.5221,1.17,95.5238,1.8926,769553.5269,769553.5269
301552.SZ,20260506,7.1571,0.87,27.3392,3.2398,391652.8,97913.2
688528.SH,20260506,6.4295,1.62,,4.7033,209328.0,209328.0
605028.SH,20260506,6.738,0.96,30.77,3.4161,436800.0,436800.0
600237.SH,20260506,4.2252,1.01,48.9504,2.8666,573940.7811,568400.3735
002465.SZ,20260506,4.5323,1.22,,3.574,4082616.8445,4076124.2943
300732.SZ,20260506,6.27,1.02,,1.0022,280513.9745,280203.2389
002428.SZ,20260506,23.0915,1.16,2639.7351,34.2342,5029677.12,5029027.3481
600007.SH,20260506,2.0388,1.53,17.8754,2.1272,2138460.8197,2138460.8197
688701.SH,20260506,7.0353,1.81,,10.862,141125.518,141125.518
000756.SZ,20260506,1.6093,1.04,37.6166,1.8401,984413.6937,704944.7264
688118.SH,20260506,5.8884,1.33,434.6997,3.1352,264832.8315,264832.8315
300068.SZ,20260506,0.6324,0.14,,5.7763,636044.0477,604406.6075
920491.BJ,20260506,2.2336,0.94,42.7894,3.4563,360338.5385,295035.3924
603829.SH,20260506,9.4707,0.94,97.5865,3.594,536819.0702,536819.0702
002646.SZ,20260506,1.7487,0.88,,1.3479,388556.5669,385908.2667
003025.SZ,20260506,4.7025,1.28,25.4221,2.9979,389868.2351,310869.0691
300552.SZ,20260506,5.0581,0.94,,3.3542,582279.662,369060.8176
300801.SZ,20260506,10.6356,0.91,51.0752,2.6158,676477.71,423915.5792
601369.SH,20260506,2.3285,1.26,22.89,1.7414,1583873.0581,1568008.1773
002518.SZ,20260506,6.3233,1.11,43.0141,5.5195,2746355.7684,2665748.6488
600597.SH,20260506,1.0019,1.04,,1.1188,1028341.4272,1028327.7008
603515.SH,20260506,4.3969,1.99,17.6013,2.2427,1602356.338,1587523.3168
603105.SH,20260506,5.6266,0.66,28.1538,2.2987,494010.7732,494010.7732
603132.SH,20260506,4.4483,0.85,29.2187,5.9924,1909056.0,1909056.0
002913.SZ,20260506,8.3699,0.86,79.4587,3.8219,1693118.2888,1609490.4033
600956.SH,20260506,7.1618,0.79,24.1063,1.5475,3826763.7259,1991179.1981
601818.SH,20260506,1.0712,1.16,4.8586,0.3643,18375606.38,14432519.6395
600926.SH,20260506,0.654,1.13,6.3457,0.8899,12461035.38,12461035.38
002166.SZ,20260506,3.1458,1.62,42.6729,2.0725,660773.9977,658079.6137
920047.BJ,20260506,2.0774,0.93,,27.9737,743002.7776,487908.3107
000529.SZ,20260506,1.9517,0.9,31.0592,1.03,331592.9074,323694.3261
300559.SZ,20260506,9.0329,1.01,152.3138,4.6944,550531.0733,428746.5559
603189.SH,20260506,14.5028,1.23,,2.128,314023.8266,314023.8266
688426.SH,20260506,4.5974,1.46,,1.7888,239386.6276,238820.2647
001389.SZ,20260506,7.2419,0.92,72.6476,11.7672,8485025.0559,2729366.2761
600841.SH,20260506,10.136,1.29,3.9253,1.9067,1224058.8135,919947.5949
300968.SZ,20260506,2.3304,0.79,,2.764,493162.34,493162.34
300634.SZ,20260506,8.9242,1.26,43.6748,3.4745,1058991.9823,1019239.9045
300295.SZ,20260506,7.6402,0.53,,2.1694,234741.7779,207432.268
688370.SH,20260506,3.0367,1.13,120.4086,1.3003,347294.2575,347294.2575
301106.SZ,20260506,12.9822,0.81,48.4937,2.7743,360056.9082,360056.9082
300126.SZ,20260506,4.1504,0.98,,2.4837,247117.5288,171258.6159
920578.BJ,20260506,2.2378,0.9,,5.3544,141562.8085,42573.0
301093.SZ,20260506,5.4625,1.14,337.1071,6.4866,1429539.3385,1366813.9754
600827.SH,20260506,3.9302,1.97,12.2996,0.7352,1512974.5632,1360573.5322
300718.SZ,20260506,4.0173,1.51,81.6481,11.8346,2133879.8323,1404526.358
600330.SH,20260506,27.3106,1.13,,4.2953,3331506.3576,3331506.3576
300378.SZ,20260506,7.4587,1.7,68.0772,4.8023,1114991.814,1106609.415
000708.SZ,20260506,3.0301,1.9,12.9088,1.7527,7818048.0224,7818013.1699
603501.SH,20260506,6.0155,1.04,34.5563,3.8737,12724982.1395,12213004.4405
603399.SH,20260506,1.8615,0.15,,6.7476,1092715.9543,1092715.9543
