ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
000059.SZ,20250407,3.4767,0.84,,0.5851,726146.9118,726146.9118
600830.SH,20250407,3.6802,0.69,71.175,1.7467,378450.8483,378450.8483
688061.SH,20250407,3.1011,2.31,,1.1504,280904.561,105863.0477
600868.SH,20250407,4.1435,1.16,,2.3425,529583.4814,529583.4814
605168.SH,20250407,2.847,1.56,14.0394,1.9988,547702.5296,547702.5296
920971.BJ,20250407,9.3302,1.38,60.8377,5.2968,239578.0845,191400.0825
002202.SZ,20250407,2.8354,1.22,18.1453,0.9241,3375829.05,2680505.318
600052.SH,20250407,1.5326,2.08,22.237,1.1064,332612.728,332612.728
601577.SH,20250407,1.5999,2.08,4.4905,0.5334,3583204.3948,3582429.1099
301035.SZ,20250407,1.8713,3.14,36.9825,2.205,1446251.2871,1443916.4933
600125.SH,20250407,4.0193,2.93,16.9207,0.9535,694537.637,694537.637
002535.SZ,20250407,12.068,0.54,21.4501,5.2626,359154.0172,334359.6413
002242.SZ,20250407,4.0298,1.54,55.9818,1.9649,684946.181,683775.1901
603217.SH,20250407,6.5169,0.82,15.1766,1.0487,338350.4376,338350.4376
600308.SH,20250407,2.3857,2.29,26.1285,0.5103,473263.4949,473263.4949
605188.SH,20250407,11.526,1.61,316.5667,3.0976,347401.58,347401.58
000656.SZ,20250407,1.1644,0.44,,,683483.6244,679903.1342
002931.SZ,20250407,4.3881,0.91,,4.1571,356601.557,327398.0855
600391.SH,20250407,14.7597,2.26,97.8503,4.058,673133.7793,673133.7793
300065.SZ,20250407,19.3467,1.14,,4.9662,834332.6345,759470.3744
600698.SH,20250407,4.0027,0.54,,7.5941,580601.2573,450047.1369
002836.SZ,20250407,5.0132,1.35,30.7327,4.7614,169113.6,169113.6
300673.SZ,20250407,11.7901,1.48,18.497,1.7451,319744.0982,208157.4854
603009.SH,20250407,1.8682,0.4,187.6599,8.1091,1340563.6253,1340099.5212
600662.SH,20250407,2.2988,1.58,18.3328,2.5152,1121196.7741,1114463.3028
002562.SZ,20250407,3.4557,0.88,,1.2387,392505.4996,258864.1209
300459.SZ,20250407,9.8742,1.91,,4.6525,1550472.6241,1446861.9272
002180.SZ,20250407,2.5179,1.22,40.5971,3.0938,3103539.7484,2977622.481
300833.SZ,20250407,7.1276,2.93,12.2094,1.6049,383392.7055,246299.2843
600218.SH,20250407,3.0105,1.06,40.6591,1.0553,338896.737,338896.737
601106.SH,20250407,3.196,1.3,,1.9488,1721303.5147,1721303.5147
002598.SZ,20250407,3.9938,0.41,34.6022,2.4897,302673.8297,273618.3537
688197.SH,20250407,4.2924,0.98,,4.9338,404516.613,174093.279
688478.SH,20250407,5.5807,2.48,65.8437,2.2256,350619.6873,258533.3924
688518.SH,20250407,5.9144,2.59,28.1233,1.6036,493214.7623,493214.7623
301016.SZ,20250407,50.6258,2.23,58.2225,3.7445,391560.0,116987.4229
600661.SH,20250407,3.5432,1.61,,29.1364,267063.5096,267063.5096
603466.SH,20250407,2.6333,0.5,,2.3997,525790.5606,525790.5606
300294.SZ,20250407,14.7497,10.15,37.902,2.0097,1504678.2342,1504678.2342
002595.SZ,20250407,2.014,1.91,20.6341,4.2012,4150400.0,4120753.6046
