ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
002915.SZ,20250225,11.1352,0.59,,3.4117,492108.183,435919.239
000725.SZ,20250225,1.5366,0.96,35.4257,1.3178,17128482.3724,16767457.8371
600113.SH,20250225,1.4426,0.93,26.2924,2.2794,541456.1581,528689.0406
000543.SZ,20250225,2.3559,0.57,9.8118,1.0867,1675212.0016,1675212.0016
603089.SH,20250225,7.2311,1.08,54.8415,1.8341,219033.5653,219033.5653
601860.SH,20250225,1.568,0.82,6.0983,0.5177,988465.5269,958923.1216
600131.SH,20250225,5.9484,1.3,32.1086,3.944,2516483.4381,2504225.382
920263.BJ,20250225,1.1471,0.67,17.7773,2.3013,126694.8777,92026.5821
002799.SZ,20250225,4.4321,0.54,,1.8943,259552.44,259549.0338
603390.SH,20250225,10.2349,0.58,104.1733,2.4607,388245.8703,386129.8126
688612.SH,20250225,3.1885,0.99,24.2763,3.8579,1239297.826,747561.0733
002628.SZ,20250225,9.5347,1.49,,1.1478,340695.1868,339763.1409
301132.SZ,20250225,5.7767,0.74,46.7531,2.4856,432115.6746,134272.2427
301314.SZ,20250225,7.6238,1.24,72.4596,2.0958,217243.0,63895.0
688662.SH,20250225,23.6313,2.7,83.7304,5.7337,402903.84,402903.84
002576.SZ,20250225,7.3306,0.7,45.2703,2.1497,265480.8,260540.3342
600665.SH,20250225,3.827,1.1,,0.6293,251459.6536,251459.6536
300629.SZ,20250225,4.3248,0.93,39.0091,3.1882,545840.2535,459426.1451
920690.BJ,20250225,12.6141,1.43,27.2289,2.8769,154412.7,71328.8856
600568.SH,20250225,2.8942,2.4,,1.1816,269037.4069,225324.0827
002601.SZ,20250225,0.946,1.07,11.3949,1.7948,4156922.852,3464238.3357
300382.SZ,20250225,11.4459,0.76,1179.8509,4.8982,1039004.7601,1038678.4374
600774.SH,20250225,8.9539,3.41,,1.3243,222159.3987,222016.1246
301362.SZ,20250225,1.9751,0.93,17.6432,1.6275,407689.65,115564.65
600318.SH,20250225,4.7644,0.94,169.7684,3.767,404542.1016,404542.1016
603318.SH,20250225,2.08,0.71,32.5122,2.0049,292428.1786,244317.9045
300110.SZ,20250225,1.7856,0.76,26.0633,1.3811,381854.7932,381520.3671
301129.SZ,20250225,7.9239,1.14,169.5561,2.1058,338709.0936,89368.0428
002171.SZ,20250225,1.8363,0.63,66.6048,1.8749,1333554.6101,1325424.9907
002775.SZ,20250225,4.2717,0.96,,10.212,225051.4322,163690.6942
001227.SZ,20250225,1.6299,1.11,7.0062,0.4524,1315706.0458,973148.8113
301508.SZ,20250225,12.3587,1.1,61.7447,4.2135,815715.4016,212281.7312
000750.SZ,20250225,1.8415,0.74,61.6505,1.2055,2663034.7569,2417017.0584
300190.SZ,20250225,2.2516,1.09,,0.7294,257145.6538,255361.1239
301458.SZ,20250225,20.4759,1.07,84.7446,6.3627,994666.791,227847.2104
600678.SH,20250225,35.5464,0.98,,12.7548,285822.81,285822.81
300973.SZ,20250225,2.1342,0.66,56.8783,2.96,669572.0167,450014.4036
603908.SH,20250225,4.8382,0.68,24.2415,3.75,216235.656,216235.656
300287.SZ,20250225,15.3291,0.54,,8.4602,1064973.1655,972577.1537
603169.SH,20250225,2.4756,1.13,63.5113,2.2223,719766.7807,719766.7807
920523.BJ,20250225,4.3756,0.52,20.0695,4.6657,256798.9704,205435.1655
002199.SZ,20250225,10.0266,1.07,,6.712,172600.6354,172600.6354
002758.SZ,20250225,6.8037,1.1,15.6782,1.0501,473430.5635,470311.1749
688307.SH,20250225,9.6741,0.99,46.086,3.3448,281600.0,186077.8304
603341.SH,20250225,12.0443,0.84,46.7975,4.4784,2476174.0003,255552.0
300784.SZ,20250225,6.9687,1.01,45.1153,4.2813,326627.9808,81660.48
688553.SH,20250225,1.2043,0.8,23.6773,1.6976,658698.0,481324.1789
300109.SZ,20250225,2.3362,0.77,17.5868,2.0031,702330.3072,649642.5169
000070.SZ,20250225,5.4625,1.51,,3.0872,589725.8178,582030.4953
300566.SZ,20250225,17.137,1.05,26.927,3.1063,606605.565,521149.1938
600227.SH,20250225,2.9441,1.0,42.7424,1.5013,393473.5506,297680.7541
688177.SH,20250225,1.9992,1.18,,10.0917,855075.2,855075.2
601186.SH,20250225,1.0547,0.76,5.0924,0.4403,11393235.3185,9651222.9745
600506.SH,20250225,24.0478,1.42,630.4819,9.0994,389606.4171,299697.2453
600892.SH,20250225,8.7097,0.53,,15.8254,198050.3226,197999.1157
002290.SZ,20250225,27.8209,1.32,70.6214,7.4728,592244.1317,590185.3442
600787.SH,20250225,3.954,1.02,15.8248,0.959,1313671.3583,1310728.0675
600985.SH,20250225,1.9625,1.07,6.7467,0.8561,3579340.8243,3579340.8243
002581.SZ,20250225,2.2743,0.84,,3.0772,643242.1964,390771.382
002803.SZ,20250225,2.6822,0.73,33.141,2.4376,527133.9246,395298.3451
603077.SH,20250225,1.469,0.91,34.5597,0.9019,1677937.5433,1677937.5433
000919.SZ,20250225,1.8327,0.85,55.4795,1.0787,407281.7341,385504.7287
603629.SH,20250225,21.6246,0.72,110.1074,4.14,685695.34,672162.4
