ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
603528.SH,20250910,2.4354,0.61,,3.2805,628277.8166,628277.8166
688609.SH,20250910,2.3479,0.59,,5.9902,506500.0,506500.0
301041.SZ,20250910,5.28,0.88,115.808,4.5893,304571.4,225318.4243
300067.SZ,20250910,3.3498,0.68,,2.3776,597966.0293,485616.5468
920527.BJ,20250910,6.3602,0.56,54.4487,3.3091,126570.0116,76621.5566
603329.SH,20250910,2.0818,0.6,48.6884,2.1305,236308.5957,236308.5957
000700.SZ,20250910,10.2159,1.11,16.5313,2.3728,928113.5583,928113.5583
603069.SH,20250910,3.7738,0.81,,7.8383,650644.0,650644.0
600976.SH,20250910,2.1589,0.53,19.0628,2.6002,654705.2248,654278.4248
300947.SZ,20250910,3.6745,0.82,112.9455,2.547,322678.981,322550.9557
300846.SZ,20250910,10.0815,1.13,,12.073,1062858.3699,829273.3795
000007.SZ,20250910,2.3841,0.75,46.6093,14.473,264339.8576,264339.8576
003816.SZ,20250910,2.2328,0.98,19.5062,1.6252,18835981.9403,14671949.8153
000788.SZ,20250910,2.051,0.63,24.9867,2.3695,378452.0149,378452.0149
920931.BJ,20250910,4.1381,0.94,56.1578,4.671,179594.16,55019.3296
002632.SZ,20250910,7.8731,0.67,33.6233,2.9674,640214.0673,596433.1613
301277.SZ,20250910,2.4706,0.69,38.1552,3.5478,534794.9376,137789.0976
300142.SZ,20250910,1.4368,0.66,1327.3194,2.063,1959201.9627,1906032.0603
920508.BJ,20250910,15.5789,0.83,321.4739,9.6784,184500.0,96078.375
002332.SZ,20250910,2.4877,0.55,28.4543,1.7332,1040643.519,1035771.544
002762.SZ,20250910,6.0964,1.11,75.6276,3.3583,279679.75,166988.9629
603232.SH,20250910,1.9781,0.69,242.594,2.6595,352864.0425,348569.0925
300025.SZ,20250910,4.8491,1.12,,6.1754,341400.0507,339789.1132
300605.SZ,20250910,5.0097,0.78,,5.47,256750.0588,185533.7406
300033.SZ,20250910,4.806,0.62,96.2743,27.5521,18891264.0,9681266.1163
301223.SZ,20250910,2.2947,0.88,22.8726,1.1853,346277.7151,200843.0026
000655.SZ,20250910,4.0932,0.9,19.5717,1.5619,536996.8875,536996.8875
605009.SH,20250910,2.5595,0.48,21.7097,2.2299,742413.4933,740866.9973
688458.SH,20250910,2.1048,0.7,,2.5791,477934.4553,364518.6982
