ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
600845.SH,20250605,2.5243,1.47,34.9249,6.1529,7405608.3073,5479445.6579
000153.SZ,20250605,2.7729,0.95,18.7324,1.4099,284441.5179,277201.5579
002086.SZ,20250605,6.0861,1.0,,3.8361,540669.234,418697.8763
300020.SZ,20250605,2.5078,0.66,,0.9763,307540.3759,296689.519
605567.SH,20250605,4.5825,0.99,78.236,1.8181,198000.0,198000.0
000506.SZ,20250605,16.8442,5.96,,14.2472,753433.4042,753152.1494
603527.SH,20250605,3.6774,1.14,17.4945,1.5174,316020.2864,316020.2864
688655.SH,20250605,14.2135,1.68,,4.3139,292124.1,292124.1
600988.SH,20250605,2.7426,0.9,25.082,4.7131,5134911.003,4495888.5434
002548.SZ,20250605,3.6601,1.14,55.0663,2.0872,310766.152,310525.9959
301131.SZ,20250605,13.266,1.15,55.9083,2.6112,222657.9336,143488.2128
000605.SZ,20250605,4.1179,0.57,154.984,1.1803,252856.2162,252856.2162
000913.SZ,20250605,5.6118,1.77,13.5519,1.8096,845210.655,737889.5213
601233.SH,20250605,0.8659,1.1,21.1031,0.7003,2601971.7144,2592361.7366
920357.BJ,20250605,17.3593,1.92,37.1126,5.8102,203082.88,112889.0256
000967.SZ,20250605,5.8204,0.79,44.9828,1.3461,2346704.9986,2345587.7929
600062.SH,20250605,2.6683,1.0,11.8679,1.8675,2039236.0927,2027054.3055
601111.SH,20250605,1.0696,0.74,,3.2001,13766804.169,9182468.375
601216.SH,20250605,1.2271,0.76,14.8406,1.6261,4598719.4776,4598719.4776
002175.SZ,20250605,3.3007,0.98,368.5347,9.4482,564337.0813,564337.0813
688576.SH,20250605,1.1501,1.32,34.2299,1.6671,288424.8803,135340.268
301040.SZ,20250605,12.3564,2.22,,2.8597,221902.0126,209101.4338
605186.SH,20250605,2.397,1.19,90.934,2.5971,279208.0,279208.0
688603.SH,20250605,2.159,0.84,73.6637,4.8839,557727.6265,206081.1987
688321.SH,20250605,8.405,1.23,,6.6213,952204.7738,952204.7738
605368.SH,20250605,0.8152,0.71,16.2837,2.0827,704629.9562,660244.1052
688359.SH,20250605,1.1931,0.73,,7.1274,455046.6357,455046.6357
603058.SH,20250605,2.1722,1.19,21.5371,2.8841,338014.7014,337168.9362
002922.SZ,20250605,4.7963,1.69,22.8493,2.0075,631030.3199,598913.879
603786.SH,20250605,1.3049,0.75,28.923,4.0195,2195379.1548,2187381.7116
301585.SZ,20250605,4.1588,0.84,38.9332,3.7104,345488.0,81905.5079
920271.BJ,20250605,19.0163,2.07,24.8183,4.1692,234958.108,103961.3361
003003.SZ,20250605,15.6267,0.67,35.1046,1.66,214456.3379,140833.5843
300424.SZ,20250605,3.0831,0.65,,5.2734,387531.5068,386788.483
002533.SZ,20250605,3.0363,0.45,13.0561,1.89,745684.119,647847.7599
000761.SZ,20250605,4.0358,1.13,,1.5166,1544695.214,1394295.214
300712.SZ,20250605,6.3124,6.32,119.3775,3.4868,443733.9188,441449.3684
688692.SH,20250605,3.8316,1.91,61.2378,7.4237,2476332.32,495266.464
000935.SZ,20250605,2.8264,0.67,32.3706,1.7789,1350525.9491,1350525.9491
002150.SZ,20250605,3.5344,1.54,17.9325,2.0938,394835.9591,389740.1031
301191.SZ,20250605,9.3591,1.77,58.3298,3.1706,548425.878,358263.8118
688439.SH,20250605,1.2829,0.72,53.6869,2.1969,1086400.0,618800.6313
000915.SZ,20250605,4.3872,1.45,14.0695,2.4069,744705.4593,744283.8976
600243.SH,20250605,2.8128,0.52,,2.1216,135604.65,135604.65
300759.SZ,20250605,2.9256,0.83,22.9654,3.0556,4290785.8018,3424975.0712
601059.SH,20250605,2.9324,1.49,34.5168,2.5026,4780182.0,1019418.4
600054.SH,20250605,3.9847,1.05,26.2564,1.827,857020.842,603127.5
603579.SH,20250605,7.1312,1.11,24.1286,2.0562,417768.9247,417768.9247
002528.SZ,20250605,3.789,1.08,,17.3769,315251.5466,276081.7799
