ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
301229.SZ,20250313,7.766,0.84,39.9828,2.9983,267721.1861,179227.2677
301378.SZ,20250313,4.9917,0.63,195.4671,2.3143,314143.2,142639.5785
920981.BJ,20250313,9.329,0.67,446.4793,5.4373,277655.308,135471.223
601100.SH,20250313,4.5072,1.06,44.8132,7.544,11367480.3702,11367480.3702
688075.SH,20250313,0.3878,0.56,25.1968,0.9724,506679.1435,506679.1435
600478.SH,20250313,10.5106,1.19,,3.4994,946027.2403,946027.2403
688600.SH,20250313,2.7439,0.77,118.019,2.7171,216341.8349,216341.8349
301336.SZ,20250313,11.5033,0.82,126.5608,3.7212,298600.0,192198.5482
301285.SZ,20250313,4.9259,0.81,190.5279,6.4814,688417.77,262182.3704
603266.SH,20250313,5.1215,1.07,30.451,2.2166,326373.1568,326373.1568
603076.SH,20250313,2.8126,1.65,119.4131,2.0812,276768.1818,276768.1818
300880.SZ,20250313,15.5422,2.34,21.8928,4.5968,481403.6698,481335.2105
300175.SZ,20250313,4.7647,0.82,,4.8005,271651.6,271651.6
301281.SZ,20250313,6.4364,1.05,73.499,2.7587,368727.45,234441.06
300508.SZ,20250313,11.5843,0.79,51.4747,4.9126,371795.2662,193714.2277
002058.SZ,20250313,6.6929,1.02,,11.8013,156645.5785,156284.6169
688303.SH,20250313,1.313,0.81,,1.1058,4440575.8487,1144100.8487
600262.SH,20250313,3.4012,0.73,20.8356,2.1006,326400.0,326400.0
002375.SZ,20250313,1.5957,1.08,20.5354,0.6557,522598.6342,517449.5422
000799.SZ,20250313,2.7075,0.85,122.0205,3.8206,1532365.0697,1532365.0697
300333.SZ,20250313,8.1795,1.04,,7.4403,469728.0,468022.5337
301230.SZ,20250313,7.3723,0.63,682.9408,4.5906,473198.591,260556.434
002386.SZ,20250313,1.3999,0.91,,0.7362,576629.6533,576529.8871
300720.SZ,20250313,3.4067,0.67,89.0656,6.9133,398913.743,354749.2984
600006.SH,20250313,3.4879,0.76,304.4109,1.7997,1464000.0,1464000.0
603520.SH,20250313,2.2083,0.82,262.2806,1.3663,364318.6111,364318.6111
300703.SZ,20250313,4.0444,1.01,37.5424,3.1129,261928.9517,246348.6185
002983.SZ,20250313,7.5923,2.48,40.618,3.3131,430396.3377,247031.6882
002668.SZ,20250313,2.9474,0.78,12.2638,5.1727,1249980.4765,1249980.4765
920694.BJ,20250313,10.1521,1.38,19.5043,2.6203,207946.6785,97821.575
600960.SH,20250313,9.3386,0.82,,0.8338,378305.1762,378305.1762
601099.SH,20250313,2.9019,1.0,200.2247,2.8289,2719710.2316,2719710.2316
600526.SH,20250313,1.5342,1.15,16.5355,0.9941,425278.1009,340157.2629
300938.SZ,20250313,29.0774,0.88,40.8983,6.4224,709390.594,495966.1168
002968.SZ,20250313,2.4326,0.74,15.0914,1.7639,212701.116,200580.9675
