ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
601069.SH,20250825,9.8458,1.87,60.1713,3.7349,1757317.3083,1319422.034
002205.SZ,20250825,7.4207,0.91,,7.71,269472.6806,269472.6806
301066.SZ,20250825,8.6971,1.0,112.5094,2.9915,375876.9776,302058.6288
301238.SZ,20250825,7.568,1.75,244.0763,1.9891,1427066.6018,1427066.6018
600980.SH,20250825,30.8152,1.16,44.9037,3.494,498520.1275,494651.5453
600252.SH,20250825,3.0598,1.25,,1.5868,950930.1777,947754.4366
002136.SZ,20250825,6.1293,0.78,,2.1247,244262.72,243621.7434
300199.SZ,20250825,18.0993,0.86,,35.3286,2556983.6677,2158795.2613
603080.SH,20250825,10.6772,0.79,17.5987,2.1382,312715.0,312715.0
002827.SZ,20250825,11.3936,0.8,75.0491,12.5564,1218171.262,1213572.0
688433.SH,20250825,7.6139,1.05,428.4707,9.367,1814059.344,885216.9216
603868.SH,20250825,2.1149,0.69,37.3832,5.7249,1714957.2,1714957.2
603506.SH,20250825,6.6978,0.91,87.4274,2.3822,267207.7795,267207.7795
688358.SH,20250825,5.1869,0.96,27.8792,2.8198,380774.9277,380774.9277
605277.SH,20250825,13.986,0.68,51.8701,5.6468,832795.3662,816970.1227
605167.SH,20250825,4.0998,1.06,20.7371,2.6976,492180.72,492180.72
603650.SH,20250825,8.0636,1.32,40.6136,7.0269,2162828.148,2151313.1168
920469.BJ,20250825,11.651,0.57,210.6401,5.0303,234675.09,172241.1897
300804.SZ,20250825,10.103,0.73,77.1098,2.3765,321826.0,119597.5
601696.SH,20250825,11.8654,0.75,46.0504,2.4899,4533696.0,4533696.0
001356.SZ,20250825,7.9965,1.28,44.5367,4.4576,896945.04,190600.821
002582.SZ,20250825,16.1019,1.42,,1.5574,483972.2302,372125.8214
001298.SZ,20250825,45.0845,1.54,277.622,7.5564,1194764.8839,620191.5293
688510.SH,20250825,4.5947,0.93,54.6447,5.6543,658617.2678,658617.2678
301528.SZ,20250825,6.4767,1.21,60.7578,2.4826,372019.0,191418.2356
301167.SZ,20250825,16.4251,2.97,98.7808,2.1051,197568.0,125451.9685
001286.SZ,20250825,1.9822,0.99,12.4623,1.3978,3491250.0,977550.0
600203.SH,20250825,23.5463,0.57,,5.5741,929212.3245,929212.3245
000852.SZ,20250825,5.246,0.83,113.8172,2.1363,673957.2207,666745.8441
002390.SZ,20250825,2.7962,1.1,87.4491,1.0947,732832.1542,698319.0137
300708.SZ,20250825,6.5395,0.75,45.1934,3.2724,901502.4949,689082.469
