ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
301160.SZ,20260115,5.1222,0.61,36.1411,4.8962,793699.7453,513183.1288
600160.SH,20260115,2.0488,0.91,25.4249,4.9147,10043055.4213,10043055.4213
002843.SZ,20260115,10.7827,0.61,128.6918,3.8456,544256.609,542213.519
603803.SH,20260115,8.9864,0.54,,2.7919,438479.8308,438479.8308
600617.SH,20260115,3.6625,0.65,,1.8191,615412.1765,566398.1178
001395.SZ,20260115,7.971,1.11,23.1058,3.3804,388741.44,87726.8717
600382.SH,20260115,4.4914,0.85,24.5368,1.9614,531916.5962,531916.5962
603725.SH,20260115,1.8134,0.41,24.7244,3.5336,292358.5151,274904.7151
300689.SZ,20260115,3.5529,0.64,233.9501,7.9894,551758.8,482942.5165
002046.SZ,20260115,12.4683,0.68,91.2794,5.9347,2568718.1397,2532888.8295
000598.SZ,20260115,1.3826,0.67,9.8432,1.0784,2100742.1396,2097376.3156
920374.BJ,20260115,8.1108,0.98,245.9741,8.6065,218875.83,91594.8844
002706.SZ,20260115,4.8999,0.73,41.5213,3.1185,1269131.2726,1033938.2367
000488.SZ,20260115,0.9476,0.45,,1.9782,632413.083,361498.285
603608.SH,20260115,11.1763,0.63,,3.7905,400829.8019,400829.8019
002064.SZ,20260115,2.1183,0.94,35.7264,2.2301,5955052.6764,5938290.6864
002045.SZ,20260115,7.1017,0.8,306.2951,1.9355,856661.81,855671.4793
603223.SH,20260115,6.5356,1.41,31.2298,1.859,725614.0387,725614.0387
920976.BJ,20260115,6.9566,0.68,38.7538,7.8063,216620.7302,134697.1388
600267.SH,20260115,1.4072,0.54,23.2623,1.4946,1271977.936,1271278.4717
001914.SZ,20260115,2.4002,0.95,13.1066,1.1039,1188595.9998,1188592.2774
920247.BJ,20260115,5.4519,0.49,134.0438,9.319,429780.4848,311633.5247
603171.SH,20260115,11.4496,1.02,327.488,13.8916,3506757.35,3502830.7
000735.SZ,20260115,6.3021,0.68,,2.1771,918907.8352,918416.2186
603303.SH,20260115,3.9922,0.75,22.8797,2.1026,654844.9015,654844.9015
002099.SZ,20260115,2.9932,0.54,,2.115,1082920.5043,1080901.8703
920726.BJ,20260115,28.3322,0.94,141.8341,5.2854,230790.9,126932.0554
300997.SZ,20260115,18.9923,0.8,168.7457,12.315,1251174.1385,1103980.7522
600548.SH,20260115,1.4753,0.64,17.9301,0.9519,2225699.8234,1503551.5871
920080.BJ,20260115,4.6067,0.74,34.3178,4.4218,236550.0,64582.1429
600381.SH,20260115,3.6393,1.37,,2.4401,251261.9971,251261.9971
600602.SH,20260115,5.1779,0.7,147.6023,5.8073,2799627.5624,2199098.2205
002707.SZ,20260115,4.1153,0.49,180.6915,9.638,893287.965,750113.3675
