ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
300007.SZ,20251014,9.9425,0.97,207.4895,6.0244,1745940.0405,1510529.1479
000595.SZ,20251014,1.5897,1.04,,14.1306,540861.7739,540861.7739
300856.SZ,20251014,2.0158,0.95,30.3242,2.3485,625528.5707,600368.2325
603283.SH,20251014,14.7005,1.0,24.1503,3.9886,1262295.019,1231148.925
603381.SH,20251014,5.6003,1.13,39.5565,1.5563,566330.8502,339282.6565
002340.SZ,20251014,8.8701,0.98,39.3714,2.1869,4401772.89,4368833.2241
688330.SH,20251014,5.0702,0.71,22.3808,1.3171,504000.0,504000.0
002927.SZ,20251014,6.7944,1.07,132.5028,3.3058,339475.3058,335742.2425
301392.SZ,20251014,8.948,0.79,293.894,20.2359,1518000.0,619281.929
002014.SZ,20251014,1.4149,0.95,14.7122,3.1186,692728.3004,683708.8231
300902.SZ,20251014,4.7428,0.91,,4.5932,377060.1873,251479.0829
002311.SZ,20251014,0.906,0.96,20.3431,4.2405,10207106.066,10199568.1939
688001.SH,20251014,6.013,1.0,,3.7759,1285360.4549,1285360.4549
600266.SH,20251014,4.3175,0.84,,0.5844,1129204.4678,1129204.4678
688750.SH,20251014,5.338,1.1,88.8115,4.0559,991600.0,178488.0
603655.SH,20251014,7.2111,0.74,106.671,6.9257,375134.0,375134.0
603267.SH,20251014,4.8185,1.07,59.654,2.9622,1297057.0468,1297057.0468
603008.SH,20251014,4.0513,1.65,18.155,1.7091,644822.4093,644822.4093
920118.BJ,20251014,3.2622,1.27,29.1639,2.4227,134518.128,81671.6073
301359.SZ,20251014,5.4691,1.08,53.2544,2.8707,239871.296,71584.2785
603153.SH,20251014,3.9898,0.65,25.7599,2.1094,745127.4907,245430.0
002555.SZ,20251014,4.3358,0.96,15.7925,3.5377,4435536.5504,3205929.4225
300830.SZ,20251014,4.3509,0.62,329.5149,3.5023,480094.1141,358321.1126
002811.SZ,20251014,29.0917,3.14,33.7189,3.0928,421610.9368,387581.389
301499.SZ,20251014,5.088,1.0,74.2191,2.7642,350476.0853,87619.0226
002667.SZ,20251014,9.6904,1.67,,7.8544,287936.748,280646.883
002523.SZ,20251014,4.9778,0.93,80.3094,2.3363,570906.2424,568851.7012
600272.SH,20251014,2.284,0.94,210.0746,4.2778,331729.4065,202080.0
600969.SH,20251014,2.0778,1.15,,0.7525,271617.0553,271617.0553
300439.SZ,20251014,2.0533,1.21,28.7462,1.3279,392005.1913,298178.692
600022.SH,20251014,4.1029,1.06,,0.9307,1743912.4773,1743912.4773
688146.SH,20251014,4.0295,1.02,72.5369,3.9328,2204470.5895,603658.5861
688698.SH,20251014,7.7055,0.96,66.7118,7.6628,1678288.9759,1678288.9759
603363.SH,20251014,9.8856,1.21,9.4787,4.4128,1402996.4242,861301.4242
688278.SH,20251014,2.1044,0.96,34.6087,11.9469,3291825.6,3291825.6
920414.BJ,20251014,7.628,0.9,,3.9282,113242.4028,78491.6871
000686.SZ,20251014,1.9164,0.77,17.2918,1.0489,2026832.2244,2026832.2244
000893.SZ,20251014,3.1698,1.46,24.8563,3.0413,3816331.4023,3352775.6056
600208.SH,20251014,8.5482,3.34,,0.9252,3846041.2416,3845605.3043
000036.SZ,20251014,3.2895,0.9,615.121,1.2279,583988.5896,582878.8089
600872.SH,20251014,1.6116,1.22,18.0496,2.5979,1444249.6959,1429411.6593
601008.SH,20251014,31.1421,3.78,52.4211,1.9441,791527.0478,791527.0478
603383.SH,20251014,3.488,0.71,42.7186,6.0153,846194.3535,843294.2031
300565.SZ,20251014,5.947,0.88,,4.8079,285162.6669,260610.2756
920375.BJ,20251014,3.9926,0.9,59.3294,2.1778,175110.8198,105099.3084
688277.SH,20251014,2.084,0.62,,6.3222,789906.6878,789906.6878
600615.SH,20251014,1.9587,0.75,180.0958,3.9005,288122.627,287515.7966
002482.SZ,20251014,5.0932,1.37,,13.3911,675173.2253,673840.7642
300541.SZ,20251014,14.9246,1.24,80.4821,4.4134,749997.594,674192.8744
688663.SH,20251014,10.0418,1.26,36.9451,4.3439,586313.3519,586313.3519
600141.SH,20251014,3.4308,0.9,21.1726,1.5241,3224817.5014,3224817.5014
600280.SH,20251014,4.7746,1.32,,5.7204,377992.154,377992.154
688400.SH,20251014,6.5442,0.87,159.4442,4.6172,1847594.7459,1847594.7459
920037.BJ,20251014,5.2716,1.45,51.7173,11.2086,839263.6438,271282.0902
301559.SZ,20251014,4.534,1.39,40.6954,2.2664,1023000.0,153450.0
300271.SZ,20251014,2.8308,1.08,,1.6648,617014.1115,605904.303
603728.SH,20251014,10.2373,0.85,440.1204,9.6829,2853427.59,2853427.59
600613.SH,20251014,2.1003,0.55,49.4964,1.4205,328454.0512,294781.7865
300518.SZ,20251014,6.5668,1.59,,3.2674,250261.5279,250239.1261
600018.SH,20251014,2.1524,1.47,8.9112,0.951,12991001.8162,12953734.3867
301557.SZ,20251014,22.2274,2.03,41.7446,3.9843,393232.3551,98335.0
600199.SH,20251014,2.6616,1.55,,3.2669,685424.2906,685424.2906
300442.SZ,20251014,3.484,0.72,45.9858,7.8263,7844849.1504,7816195.2528
000597.SZ,20251014,1.8577,0.98,20.4234,1.4672,780617.281,770895.8449
002857.SZ,20251014,6.3824,1.14,185.1859,6.3,322538.2391,319616.0
002275.SZ,20251014,2.0133,1.05,17.2662,2.7989,876064.7826,833530.6022
600869.SH,20251014,9.0878,0.79,,3.9705,1746630.6111,1746630.6111
002234.SZ,20251014,2.1889,1.06,,1.6398,299058.9017,258307.2036
600570.SH,20251014,2.7315,0.79,48.7855,7.0317,6214728.199,6214728.199
600628.SH,20251014,1.9067,1.06,69.0341,1.1257,476100.2826,476100.2826
300021.SZ,20251014,4.0133,1.14,67.0575,2.0287,501982.4273,428514.9526
603167.SH,20251014,2.768,1.2,16.452,1.4165,446156.4224,446156.4224
600159.SH,20251014,9.2018,0.82,,1.4217,244020.9502,244020.9502
688618.SH,20251014,3.0803,0.53,112.2351,3.0776,264004.7695,263674.6438
301117.SZ,20251014,8.2573,0.76,497.1589,3.44,454156.8679,279345.8027
002805.SZ,20251014,5.211,0.71,,2.6901,394608.0738,392466.5206
688168.SH,20251014,7.1612,1.39,,6.1752,626907.2465,626907.2465
300550.SZ,20251014,1.9605,0.85,62.6672,2.8532,314021.9286,313730.3678
920792.BJ,20251014,6.539,1.72,42.2498,2.2192,221823.6,134480.8429
002186.SZ,20251014,3.5165,0.91,200.6453,4.0493,344672.9433,344212.2326
605020.SH,20251014,8.0027,0.92,36.1877,2.7731,1483764.9928,1460830.7847
300490.SZ,20251014,24.9933,1.07,,2.4514,551361.5421,543868.3624
688176.SH,20251014,1.7482,0.87,,3.0974,566029.9516,431764.7755
300306.SZ,20251014,3.174,1.09,36.4734,2.2713,329743.4618,193220.6527
600794.SH,20251014,3.5757,1.91,43.8933,1.9715,516065.4275,516065.4275
300844.SZ,20251014,11.1901,1.26,251.1788,5.5521,460648.169,444977.087
300665.SZ,20251014,8.3397,1.11,,3.7718,204276.3661,203460.1954
002196.SZ,20251014,6.7001,0.81,,3.3325,464631.9984,457523.4264
000090.SZ,20251014,8.0409,1.99,17.0142,0.6327,706310.1741,706277.8551
600429.SH,20251014,2.6121,0.92,65.7393,1.387,719876.9725,714334.8922
300077.SZ,20251014,3.6292,0.8,,13.7112,1370347.745,1330869.39
301509.SZ,20251014,3.0106,0.86,54.947,1.9785,430115.055,202621.8539
300105.SZ,20251014,6.6308,2.22,47.4936,2.0202,387376.6294,387376.6294
603239.SH,20251014,10.5462,0.7,26.7892,4.1501,501914.88,501914.88
603906.SH,20251014,10.4076,0.65,,3.5973,1115308.4541,919948.4541
002765.SZ,20251014,24.9838,0.94,57.1143,3.6912,947542.1148,865821.1084
603929.SH,20251014,4.5632,0.99,15.0059,5.2399,839571.6,839571.6
