ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
002389.SZ,20251127,2.9191,0.56,245.1302,2.7021,2158935.918,2158589.593
920819.BJ,20251127,0.7365,0.47,,0.9833,497674.8,490248.045
688466.SH,20251127,1.4545,0.77,38.3912,2.0522,237004.1231,237004.1231
603815.SH,20251127,2.1905,0.6,40.9991,2.8292,683911.2797,683911.2797
300443.SZ,20251127,4.4272,1.21,25.7165,1.3492,845475.4733,641166.2528
603938.SH,20251127,10.284,0.97,89.6949,2.7937,694080.8376,694080.8376
688208.SH,20251127,1.585,0.86,27.1918,6.7163,2265220.0306,2265220.0306
300422.SZ,20251127,2.241,0.7,,2.4669,273346.7592,261863.3677
300127.SZ,20251127,3.6791,0.63,55.7028,6.7106,994644.4961,710452.0789
002653.SZ,20251127,0.7177,0.48,207.644,15.1757,6414890.1322,2767988.169
600169.SH,20251127,1.0628,0.52,38.0534,1.5704,799957.6576,796620.8185
688625.SH,20251127,2.0262,0.87,24.3758,4.6629,682851.7683,682851.7683
002692.SZ,20251127,1.2413,0.54,53.5807,3.0093,365536.314,365313.8683
000688.SZ,20251127,9.4849,0.87,97.512,7.5487,2787236.6239,2787226.1868
688066.SH,20251127,9.87,1.28,,16.2549,681412.4268,681412.4268
688628.SH,20251127,1.3456,0.81,21.3064,2.8631,355644.465,355644.465
603696.SH,20251127,19.7908,1.61,72.1242,5.0015,290236.8,290236.8
300429.SZ,20251127,4.2775,0.7,,4.172,718647.9322,534169.5292
301556.SZ,20251127,2.4975,0.54,58.6202,8.3702,809904.16,279971.56
000650.SZ,20251127,1.5847,0.85,18.7656,1.3158,835763.1257,794837.3429
000425.SZ,20251127,0.9944,1.24,18.1487,2.0142,12058549.7665,9530666.8781
600325.SH,20251127,1.5688,0.82,,0.667,1265989.9734,1265989.9734
605376.SH,20251127,2.2359,0.85,82.7879,7.7389,1274776.8,1274776.8
605058.SH,20251127,5.5648,0.99,28.4447,2.4138,420911.0328,420911.0328
300809.SZ,20251127,2.6659,0.68,204.5081,5.8673,965984.352,573669.8102
002279.SZ,20251127,28.9697,0.78,177.8015,5.5291,774261.7702,709175.1594
002957.SZ,20251127,3.4418,0.81,36.8519,2.5478,816025.9314,813493.0289
301067.SZ,20251127,9.8262,0.85,2409.1446,3.8691,320878.8,210635.37
000917.SZ,20251127,2.8954,0.81,72.7204,1.1651,1214845.7817,1214762.6741
600604.SH,20251127,8.514,3.07,,1.7957,1116489.6632,838843.0632
688267.SH,20251127,1.5765,0.78,23.0509,1.6595,472392.2,472392.2
301150.SZ,20251127,20.219,1.5,469.2534,3.0279,1078005.0845,1028789.1826
600685.SH,20251127,17.3031,0.7,50.2432,2.3782,4246173.1595,2467591.2837
600099.SH,20251127,2.5277,0.87,113.1445,4.3799,234458.4,234458.4
000548.SZ,20251127,2.6078,0.71,63.3832,1.4098,291542.0336,291517.6154
