ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
301413.SZ,20250918,19.6044,1.45,206.6154,15.1634,1850055.72,1081431.0007
688539.SH,20250918,4.8986,1.27,112.5535,3.6698,629896.96,354791.36
688479.SH,20250918,2.6981,1.46,59.178,1.5154,279831.4386,120833.4386
000552.SZ,20250918,3.4223,1.26,101.5567,0.8349,1370062.7459,953798.6412
688719.SH,20250918,3.5536,1.38,188.8356,2.5737,440772.2968,338328.148
002709.SZ,20250918,17.6945,1.41,116.3933,4.6424,5986154.1445,4330596.5279
920857.BJ,20250918,43.4602,2.19,289.7989,5.3224,204111.7252,204111.7252
000068.SZ,20250918,3.3473,0.84,,6.029,373475.1131,373475.1131
301135.SZ,20250918,11.023,0.88,78.3612,2.5012,313094.592,170220.9235
603026.SH,20250918,6.8396,0.95,,2.0488,990840.9176,863011.44
002079.SZ,20250918,6.6917,1.68,79.994,2.7789,850668.8568,849869.9769
688335.SH,20250918,14.2617,0.85,,2.5367,291184.0425,291184.0425
002558.SZ,20250918,4.3579,0.88,59.4149,6.2795,8818593.2849,8818593.2849
603205.SH,20250918,4.2462,1.48,42.5203,3.1966,456768.0,114192.0
600458.SH,20250918,6.5366,1.74,26.1194,1.7918,1374422.418,1195189.9255
002584.SZ,20250918,4.4945,1.14,,2.2067,490411.3616,392541.4296
002318.SZ,20250918,1.7569,0.91,12.8495,2.7759,2150752.7547,2101861.9593
000823.SZ,20250918,18.1018,2.35,30.3082,1.6631,775415.7376,775382.8952
920429.BJ,20250918,3.5139,1.0,44.7493,3.0855,255847.5,232808.671
000551.SZ,20250918,4.5127,2.01,20.8576,1.9738,556473.5368,554463.7435
600792.SH,20250918,6.7041,1.21,,1.4866,425100.7388,405929.4873
603382.SH,20250918,15.9904,0.72,40.9523,3.8973,684223.9142,134091.2465
300176.SZ,20250918,9.1021,1.73,104.6125,3.1179,294720.6888,294720.6888
000016.SZ,20250918,9.7583,1.71,,7.2035,1341225.5923,889302.7466
300339.SZ,20250918,11.226,1.52,355.7218,13.5292,4843770.735,4729890.3087
600287.SH,20250918,3.5952,0.97,54.3239,1.1215,247949.1053,246789.7818
688387.SH,20250918,3.768,1.25,,3.5672,2211931.25,892051.25
600151.SH,20250918,4.0801,1.01,,2.5516,1193297.9028,1193297.9028
