ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
300209.SZ,20250303,5.0983,2.43,,,452245.7934,238639.029
600037.SH,20250303,2.8488,1.13,,0.8278,1057751.1918,1057751.1918
920262.BJ,20250303,15.8153,1.12,48.5239,4.4989,135729.6272,64955.0472
002247.SZ,20250303,4.1182,0.75,9.6904,3.5215,220375.3427,166677.034
688232.SH,20250303,4.4248,0.49,58.2198,2.2353,1240800.0,652287.6275
601689.SH,20250303,5.3948,0.77,37.5231,5.6054,10460103.1636,10460103.1636
300705.SZ,20250303,13.4134,1.13,16.8685,3.5536,856927.5906,633381.1824
002624.SZ,20250303,4.475,1.77,,2.9226,2230963.6646,2101458.5571
000987.SZ,20250303,1.5981,0.71,15.7172,1.1043,3241067.5705,3239839.6737
002265.SZ,20250303,11.8028,0.47,84.6497,6.7705,2398719.8251,935991.2921
603901.SH,20250303,6.1049,0.58,,1.8357,444311.5143,440778.9524
001366.SZ,20250303,4.7369,0.98,49539.672,2.1251,175623.24,60858.24
601608.SH,20250303,3.4271,0.8,49.8448,2.2271,2001264.852,1988598.1854
000886.SZ,20250303,5.0163,0.67,82.6718,2.2934,693168.6383,685463.6655
601968.SH,20250303,1.413,0.79,34.6579,1.3412,600892.1257,533661.451
000801.SZ,20250303,24.2901,0.98,107.9579,6.4947,1933104.5609,1933104.5609
601021.SH,20250303,0.8865,0.5,23.6889,2.9208,5174405.4742,5174405.4742
000665.SZ,20250303,2.6941,0.62,,0.9919,479877.0869,479860.5593
688545.SH,20250303,9.7939,0.75,64.8115,3.6861,1030320.0,195827.5533
688295.SH,20250303,4.9991,0.64,,4.1493,1921500.0,308828.9413
688626.SH,20250303,3.5238,0.79,55.8877,2.8364,578400.0,578400.0
300900.SZ,20250303,2.7904,0.68,102.8784,4.2183,617019.1893,456638.7613
603798.SH,20250303,4.9346,0.99,41.9253,2.1172,239780.4228,239780.4228
600862.SH,20250303,1.3851,0.7,30.2936,4.8672,3329387.3657,3329387.3657
300159.SZ,20250303,11.8339,0.55,,,392013.1059,384150.032
000034.SZ,20250303,13.0379,0.63,26.7815,3.5131,3253015.0602,2693216.2456
600721.SH,20250303,3.4658,0.92,130.5813,3.3733,251157.3433,251157.3433
