ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
688080.SH,20260513,3.0723,0.87,24.8558,2.8762,338155.302,338155.302
688077.SH,20260513,4.0461,0.78,58.6488,3.2871,365071.9493,365071.9493
688178.SH,20260513,4.1342,0.48,,3.3809,313982.0357,313982.0357
688396.SH,20260513,9.9921,1.29,93.9072,3.6809,8520471.5122,8520471.5122
002531.SZ,20260513,4.8889,0.84,,2.3795,2062816.6994,2051229.5233
603533.SH,20260513,7.1791,0.64,,5.0421,1157370.9539,1157370.9539
300298.SZ,20260513,1.5712,0.6,80.2822,3.1886,949092.9637,763846.9354
001220.SZ,20260513,3.7877,0.47,29.214,2.3091,360577.03,88331.9877
600452.SH,20260513,9.5389,1.71,44.4521,3.3401,1919140.5258,1919140.5258
688516.SH,20260513,6.5402,0.7,70.8149,7.481,2750309.4898,2745340.7147
920821.BJ,20260513,8.4065,0.93,443.972,6.6908,350055.6045,184319.1577
600206.SH,20260513,17.3909,0.92,92.219,6.0634,2634473.9692,2634473.9692
000559.SZ,20260513,5.9773,0.6,58.4887,6.5901,5785300.4848,5783538.7241
002981.SZ,20260513,9.03,0.99,71.4405,3.3244,353476.8017,307021.1456
301053.SZ,20260513,30.435,2.31,220.5898,4.9033,464330.5203,431192.2914
603093.SH,20260513,19.9419,3.05,27.9127,2.9347,1689524.3981,1436095.1121
600269.SH,20260513,0.9143,0.62,9.2256,0.5263,1039256.1212,1039256.1212
300875.SZ,20260513,10.4281,1.1,,4.6936,398739.9955,350639.926
300557.SZ,20260513,8.6835,0.83,99.8687,4.6454,470901.2527,465134.148
300691.SZ,20260513,2.5129,0.77,158.9463,2.8391,467068.6578,383201.3763
300563.SZ,20260513,3.4878,0.91,81.0305,5.2988,610703.7717,429672.8439
301357.SZ,20260513,17.1893,1.38,497.9674,9.3799,1070143.2,1070143.2
002725.SZ,20260513,8.7999,1.19,2045.0806,4.6369,452608.0,378987.299
000010.SZ,20260513,9.6848,1.41,,10.6637,313855.0757,237002.8029
603218.SH,20260513,6.2686,1.59,26.3432,1.3068,1363141.4738,1360091.9588
301312.SZ,20260513,19.5101,0.94,241.7086,12.6957,1568319.4805,783673.8846
600036.SH,20260513,0.6785,0.72,6.3373,0.8437,95532775.1366,78142441.4971
603790.SH,20260513,10.5805,1.87,67.0228,4.1648,543462.4,543462.4
600853.SH,20260513,2.5427,1.12,10.6728,1.1324,414601.6828,414601.6828
002596.SZ,20260513,9.6793,2.42,,8.7013,462474.9488,462049.683
603658.SH,20260513,1.3345,0.75,19.0054,2.146,1966272.6267,1966272.6267
002912.SZ,20260513,2.2623,0.83,155.7876,2.5701,420049.92,399065.4706
002227.SZ,20260513,5.2986,0.77,,2.4909,229468.5134,227737.4453
300822.SZ,20260513,3.5418,0.81,199.3901,3.7868,471665.8068,437518.804
601188.SH,20260513,1.7247,0.82,27.8729,0.9775,442554.3012,442554.3012
600873.SH,20260513,1.7243,0.71,11.028,1.5988,2624770.1844,2624770.1844
002932.SZ,20260513,1.915,0.62,,0.7156,395518.1479,265517.5865
002597.SZ,20260513,1.7543,0.49,66.3138,1.6864,1333278.4338,1330761.0374
920751.BJ,20260513,1.553,0.51,46.6516,5.3508,221202.22,211738.1016
601869.SH,20260513,12.8661,0.73,291.1617,23.6738,33692426.2752,16536344.0265
920091.BJ,20260513,10.5934,1.15,97.9081,7.0896,334247.7576,78852.0876
600777.SH,20260513,1.5278,0.91,53.0971,1.818,4032694.0242,3775128.3679
600759.SH,20260513,0.1541,1.01,67.1574,1.571,1427259.1923,1425427.9083
603059.SH,20260513,6.4264,0.87,26.0048,2.8384,317216.9946,317216.9946
600096.SH,20260513,3.0817,0.69,11.8789,2.4126,6285672.0405,6285672.0405
601811.SH,20260513,2.5084,0.78,10.7248,1.0794,1679257.601,1077781.2079
300534.SZ,20260513,2.5019,0.59,56.0338,3.7736,276650.64,275470.9571
300525.SZ,20260513,2.0349,0.68,43.8637,3.0664,766796.4663,630202.6341
300763.SZ,20260513,5.6404,0.75,66.7989,4.5034,4072554.9088,3290223.1803
000088.SZ,20260513,1.7601,1.07,16.3187,1.3077,2407360.7892,1464416.0837
300548.SZ,20260513,6.6668,0.8,212.2203,38.0856,7962851.2017,7354043.0267
001336.SZ,20260513,7.3712,0.67,54.0897,2.9866,244656.934,150140.0034
002072.SZ,20260513,5.1291,0.94,,11.2809,260685.12,260580.0462
000155.SZ,20260513,4.9937,0.63,56.5857,2.8042,3012946.7341,3012946.7341
600327.SH,20260513,2.0981,0.77,,1.2187,344179.2325,344179.2325
600859.SH,20260513,1.7456,0.88,,0.6905,1341974.1203,1341850.7084
601718.SH,20260513,3.8898,1.9,,0.8472,1024851.3332,1024851.3332
002311.SZ,20260513,2.1437,1.09,19.3206,3.0726,7506232.8391,7500627.6603
688001.SH,20260513,21.4041,1.09,251.7022,7.6522,2853333.5994,2853333.5994
600266.SH,20260513,3.6075,0.77,,0.5986,1093916.8282,1093916.8282
688750.SH,20260513,2.3711,0.88,150.4677,3.6191,895400.0,450929.8791
603655.SH,20260513,12.1694,0.84,107.7127,8.0756,465022.0,465022.0
603267.SH,20260513,7.6729,1.03,46.9809,2.9743,1343735.387,1343735.387
603008.SH,20260513,24.4709,3.95,21.3953,0.8181,287636.3917,287636.3917
920118.BJ,20260513,6.1047,1.52,34.5788,1.9935,117435.681,71171.0961
301359.SZ,20260513,4.0087,0.7,82.1802,3.3006,283735.536,167978.1331
603153.SH,20260513,2.6872,0.4,17.2221,1.6538,642662.2142,633127.305
002555.SZ,20260513,2.5133,0.76,14.9708,3.3299,4827102.6199,3463617.0085
300830.SZ,20260513,4.322,0.7,,3.8674,508547.4811,379557.4533
600470.SH,20260513,4.6666,0.55,,2.2078,336432.0,336432.0
603248.SH,20260513,15.8345,0.68,70.1522,5.8779,1373100.0,206887.1202
301368.SZ,20260513,3.1899,0.64,,6.8014,641093.8,342280.2467
600847.SH,20260513,3.5491,0.78,,4.7311,226712.0646,226712.0646
300414.SZ,20260513,6.5676,0.77,199.845,4.5443,454797.1551,437388.0629
000415.SZ,20260513,3.185,1.26,,0.9176,2739742.9279,2389060.8834
000429.SZ,20260513,1.845,1.26,17.3738,2.4059,2772408.9231,1728215.4554
601952.SH,20260513,3.1559,0.68,25.0661,1.8214,1289808.0,1289808.0
