ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
300255.SZ,20250707,5.2862,1.06,,27.2731,4270875.9001,4262687.0496
002116.SZ,20250707,2.1333,1.07,14.7126,1.955,479105.8332,469974.0774
000959.SZ,20250707,5.6905,0.94,37.771,0.6246,3109592.408,2602905.4588
000027.SZ,20250707,4.1304,2.38,13.9235,0.9816,3135119.9546,3135119.9546
688685.SH,20250707,2.2657,0.89,96.5399,9.7395,753600.9884,753600.9884
688191.SH,20250707,2.7002,0.77,136.5183,7.1716,583295.6317,583295.6317
603976.SH,20250707,10.6879,2.11,70.5593,2.594,304218.6292,304218.6292
688063.SH,20250707,1.4729,0.39,,1.2303,1111232.0387,1111232.0387
002217.SZ,20250707,7.7981,1.23,10.1454,10.4149,1937164.3224,1471214.348
920689.BJ,20250707,18.3176,0.49,63.2855,7.4441,333676.4,172432.5849
000532.SZ,20250707,3.3208,0.75,60.0761,3.3947,509823.6349,508110.0743
002326.SZ,20250707,4.923,1.04,,4.0249,1091972.9381,948758.8633
002808.SZ,20250707,4.01,0.64,,4.3501,122304.0,85021.7805
603903.SH,20250707,2.4626,1.0,,1.3361,202978.9866,202978.9866
300086.SZ,20250707,5.0846,0.82,,2.2349,252594.0481,244578.7997
600298.SH,20250707,0.9011,1.14,21.7403,2.7884,2990737.0326,2952883.3726
600509.SH,20250707,4.9541,2.1,32.6171,1.2148,919471.8653,919471.8653
002224.SZ,20250707,1.9274,0.73,87.5012,1.2838,413169.2764,369322.209
002613.SZ,20250707,5.7133,0.73,107.6312,1.8782,418216.103,293457.4844
300711.SZ,20250707,3.1089,0.51,66.9854,7.7072,549919.5274,548277.9564
003007.SZ,20250707,2.2107,0.55,170.8521,3.6054,309088.0,220129.0142
603337.SH,20250707,1.2932,0.83,19.2748,3.7102,1677024.0643,1658058.3043
300243.SZ,20250707,4.159,0.41,155.534,2.5611,273465.7391,212408.5061
688106.SH,20250707,1.2635,0.66,49.4129,2.8722,833821.0681,833821.0681
920300.BJ,20250707,12.2287,1.18,,7.6226,167316.0486,129670.1975
001379.SZ,20250707,2.1903,0.6,53.4908,2.8098,409800.0,137897.7
000426.SZ,20250707,4.6928,1.29,18.0334,3.6491,3020356.392,3019624.4943
688235.SH,20250707,2.2022,0.85,,13.6593,34429850.9421,2569759.2321
002085.SZ,20250707,2.2817,0.57,47.8776,4.742,3359056.6766,3359056.6766
600600.SH,20250707,0.9672,0.6,20.8909,3.3538,9313371.4717,4841202.8129
000568.SZ,20250707,0.8766,0.78,12.3533,3.3224,16666906.8685,16637576.2222
605388.SH,20250707,7.1283,0.66,,2.8306,489394.46,489394.46
605255.SH,20250707,3.8129,0.74,79.4556,3.1615,254752.0,254752.0
603618.SH,20250707,7.7536,2.79,32.4615,1.4354,434183.8868,434183.8868
600790.SH,20250707,1.2049,1.18,48.6491,0.9198,558466.3436,558466.3436
603817.SH,20250707,2.3933,1.05,18.5654,1.1292,341480.3394,341480.3394
002620.SZ,20250707,10.4439,1.42,,91.6096,156660.01,130881.6015
603228.SH,20250707,9.2421,0.57,36.64,3.9723,4308700.0243,4244613.0998
600100.SH,20250707,0.721,0.59,1960.5759,1.455,2368660.4831,2368660.4831
600162.SH,20250707,3.3237,2.04,387.6244,0.9359,549097.6045,549097.6045
920195.BJ,20250707,3.0691,0.7,20.4964,2.283,169101.75,122059.2491
002889.SZ,20250707,1.6815,0.33,30.3731,2.3217,559325.526,372152.4245
000012.SZ,20250707,1.2027,0.7,,1.0765,1458578.7508,930651.9803
301121.SZ,20250707,5.9601,0.42,57.1004,2.4739,409139.876,209449.3937
301056.SZ,20250707,4.3978,0.41,31.6446,3.4431,268387.387,177051.805
600278.SH,20250707,2.5807,0.98,30.1395,0.848,637683.4968,633882.6099
601098.SH,20250707,1.8549,1.54,16.7823,1.6131,2442560.0,2442560.0
000897.SZ,20250707,2.5802,1.27,11.1258,1.1898,383293.5195,383286.2673
600567.SH,20250707,2.2539,1.06,,0.7032,1050495.4681,1050495.4681
920475.BJ,20250707,6.7186,0.6,352.528,6.4437,224656.38,93476.8388
301280.SZ,20250707,11.9735,3.3,28.5415,3.1243,547120.56,151690.56
920023.BJ,20250707,9.3198,1.85,267.9336,1.2252,146959.496,108066.8152
301139.SZ,20250707,3.7844,0.81,96.9122,1.6234,316596.4032,176703.4689
301218.SZ,20250707,4.3742,1.12,268.3925,2.5729,240624.4,147845.244
920866.BJ,20250707,3.3511,0.68,37.8788,2.4653,182728.7826,94920.2733
002484.SZ,20250707,9.3533,1.25,26.9465,3.1126,1804811.8028,1741042.1463
688051.SH,20250707,2.3272,0.9,,2.6706,188694.96,188694.96
601138.SH,20250707,4.9455,0.95,19.6283,3.0301,47622997.3721,47619914.7312
300813.SZ,20250707,3.1878,0.49,239.891,3.1649,256821.1451,161152.2237
600238.SH,20250707,1.7586,0.79,,26.5792,270712.8,268780.9543
601975.SH,20250707,2.6832,0.64,8.981,1.2405,1378132.7145,1378132.7145
300618.SZ,20250707,1.8358,0.39,50.2965,1.9698,1075437.5686,946366.8039
002671.SZ,20250707,2.5465,0.89,44.1837,1.5942,261554.1765,255472.1583
000923.SZ,20250707,1.8071,0.67,20.3081,0.9527,917736.9192,882821.395
002427.SZ,20250707,10.7715,0.5,1781.4449,8.9796,838603.2932,838028.0887
601799.SH,20250707,1.1793,1.23,23.371,3.4061,3476718.5292,3476718.5292
300357.SZ,20250707,1.8289,0.59,35.2096,4.5673,1108950.912,1025247.9862
002639.SZ,20250707,25.4348,1.05,239.1374,3.5845,889265.1069,748819.6587
300722.SZ,20250707,9.5453,0.43,130.3802,16.5524,979717.9392,979717.9392
688981.SH,20250707,0.7568,0.57,150.162,4.566,68264861.7628,16996493.8347
300584.SZ,20250707,17.8761,0.54,108.0362,4.4119,452640.0,309738.2364
003040.SZ,20250707,30.1426,0.69,519.4309,7.4067,1083669.5342,1073598.1063
688032.SH,20250707,1.6787,0.72,46.5745,2.0916,1241479.8913,1241479.8913
605128.SH,20250707,2.4179,0.78,47.5744,3.3018,655796.8208,655796.8208
000983.SZ,20250707,1.2917,0.53,12.9185,0.9853,3667407.2841,2997577.9397
688338.SH,20250707,2.0527,1.32,25.1341,1.6366,265674.4272,265674.4272
002638.SZ,20250707,2.137,0.48,,1.5708,350529.0212,328681.9712
301195.SZ,20250707,2.5081,0.63,22.8631,2.02,472281.7478,177525.1202
002081.SZ,20250707,1.5391,0.92,17.1362,0.7011,950605.8807,946477.5099
300423.SZ,20250707,3.0053,0.61,,2.5735,341790.2562,228991.4068
603102.SH,20250707,4.6561,1.35,19.5852,1.67,273536.0,153284.6807
300359.SZ,20250707,1.8736,0.49,,6.526,375566.7192,375547.9063
002452.SZ,20250707,4.4682,1.9,17.2401,1.8364,441056.1124,366808.3057
688088.SH,20250707,1.5376,0.95,97.0652,6.9961,1865442.36,1865442.36
002853.SZ,20250707,3.6301,1.52,,2.7872,246753.6139,173622.7954
002044.SZ,20250707,1.534,0.67,66.8117,2.5895,1961041.2154,1940096.8087
000151.SZ,20250707,3.0391,1.81,,12.4733,423737.6344,386765.9769
601916.SH,20250707,2.1922,1.14,6.766,0.5971,10299238.4861,8079163.4861
000949.SZ,20250707,1.1888,0.7,31.0292,1.0032,654627.02,654441.0161
002380.SZ,20250707,2.2151,0.65,21.6223,2.5608,583659.6904,344740.5965
603013.SH,20250707,8.3406,1.58,18.9392,2.2456,949333.8369,949333.8369
603268.SH,20250707,2.8956,2.57,,4.8665,3637224.3497,524116.5048
603739.SH,20250707,2.719,0.46,56.8653,1.9646,338299.5938,338299.5938
301178.SZ,20250707,25.1592,2.04,,5.0143,381916.1808,281569.8623
002446.SZ,20250707,2.0505,0.46,,2.6223,653539.7109,605245.8733
600515.SH,20250707,1.3013,1.29,119.8952,1.7205,4078835.5279,3275836.4654
300148.SZ,20250707,4.1742,0.65,71.7958,4.2899,413492.9748,396806.5208
603878.SH,20250707,5.5461,0.59,35.1272,1.2089,309149.1099,309149.1099
002443.SZ,20250707,7.1225,1.6,19.5379,1.0238,348758.7984,348015.8032
301141.SZ,20250707,39.6971,1.11,309.3319,6.3763,802863.0522,288130.0922
300886.SZ,20250707,9.0802,0.43,79.3576,3.8363,219457.332,128058.2442
600050.SH,20250707,0.9334,0.88,18.2026,1.0106,16726467.5499,16460251.9779
300149.SZ,20250707,13.6021,0.66,,4.4033,537303.1474,536354.0795
002197.SZ,20250707,2.3555,0.65,,2.1332,457086.0184,397296.0089
688270.SH,20250707,2.6123,0.58,213.615,4.5476,982496.844,662023.4846
300093.SZ,20250707,2.9988,0.69,,,269784.0,269355.3432
600026.SH,20250707,1.2414,0.68,13.9511,1.3398,4894816.5813,3565120.5813
002145.SZ,20250707,1.3797,1.31,27.9043,1.3616,1583575.6281,1559278.4613
300310.SZ,20250707,2.2757,0.47,,2.987,566024.7769,444097.3663
600338.SH,20250707,1.5291,0.46,26.4935,2.6385,1007459.6051,1007459.6051
688630.SH,20250707,3.8271,0.59,63.2547,5.2909,1093052.7207,1093052.7207
301591.SZ,20250707,7.3583,0.78,43.8793,3.8645,336059.4,135625.1564
300391.SZ,20250707,1.4648,0.57,,,158001.5865,158001.5865
002947.SZ,20250707,4.9552,0.96,17.6727,2.8032,874186.2544,656487.9379
603015.SH,20250707,3.6614,0.48,71.9387,3.7251,504869.531,504869.531
301176.SZ,20250707,56.6774,0.98,,3.4817,534419.7344,178139.9125
301059.SZ,20250707,8.2826,0.44,49.6447,4.7746,271374.796,242709.2685
600768.SH,20250707,4.1493,0.76,190.6004,4.0347,154478.016,154478.016
300051.SZ,20250707,4.5916,0.7,,11.6035,254804.0327,250482.1793
002028.SZ,20250707,0.5046,0.74,26.7658,4.5673,5707267.5276,4448965.6641
002965.SZ,20250707,11.2759,2.67,27.9626,2.1707,906273.926,681024.7947
300635.SZ,20250707,5.7475,0.44,,4.4713,166479.192,142274.918
300643.SZ,20250707,7.2409,1.55,33.6995,3.8806,449788.147,448638.1968
300207.SZ,20250707,1.8617,0.76,23.2904,1.4994,3577172.6985,3317245.9098
601995.SH,20250707,1.0049,0.63,26.3663,1.8177,17131934.6245,10375652.1196
603019.SH,20250707,1.1761,0.75,50.9197,5.0252,9955039.7943,9952257.5027
601288.SH,20250707,0.9361,0.8,7.5024,0.8069,212789684.5948,194100480.1524
600612.SH,20250707,0.9878,0.52,14.6869,1.9719,2586294.2252,1567790.0107
002248.SZ,20250707,2.2234,0.67,242.5778,33.8276,268443.6588,268443.6588
300376.SZ,20250707,1.5737,0.75,49.8203,1.358,933624.4309,933301.3953
600686.SH,20250707,4.6845,0.63,48.7383,2.9366,910650.2196,910650.2196
000623.SZ,20250707,0.9501,0.87,10.6443,0.6962,2048568.7979,2040318.9146
300045.SZ,20250707,2.1737,0.48,,7.7045,1217334.4085,948467.3043
000518.SZ,20250707,1.872,0.85,,7.3499,261507.2804,261502.066
600167.SH,20250707,2.1465,1.48,19.0755,1.2408,1359967.1183,1359967.1183
603299.SH,20250707,1.0324,0.6,10.5859,1.266,744920.2665,740716.8627
002108.SZ,20250707,3.8188,0.28,42.8043,1.2341,612865.2305,606597.8438
300079.SZ,20250707,5.9623,1.73,331.9899,1.9883,838504.5005,753510.0377
600025.SH,20250707,1.2323,1.1,19.9158,3.0581,17406000.0,17406000.0
688132.SH,20250707,1.4127,0.39,,2.0009,286640.0591,204297.437
688259.SH,20250707,1.399,0.51,75.2789,2.8361,430045.0,430045.0
301316.SZ,20250707,6.0682,0.54,288.9994,16.1618,1584084.0,952122.7183
601116.SH,20250707,14.5558,4.04,37.93,1.9255,610661.416,610661.416
605016.SH,20250707,3.8627,0.61,32.9437,5.2519,900926.4264,900926.4264
600148.SH,20250707,3.4934,0.51,,6.2944,292797.5351,292797.5351
002352.SZ,20250707,0.4104,0.5,23.0434,2.4925,24179417.0732,22902258.6268
688312.SH,20250707,1.5975,0.7,38.753,2.5645,350752.3657,350752.3657
300577.SZ,20250707,1.6322,0.49,12.2778,2.3155,485340.358,283850.4678
000912.SZ,20250707,1.2896,0.69,91.6966,1.1391,730688.0,730688.0
600094.SH,20250707,1.2733,1.2,,0.7549,749658.0983,686663.8282
002778.SZ,20250707,2.403,0.48,,7.367,225678.7197,223287.2036
300894.SZ,20250707,1.9335,0.5,,4.1397,523108.5256,377295.6718
000011.SZ,20250707,5.9297,3.56,,1.5261,513733.9773,453821.9181
600941.SH,20250707,0.7711,0.96,17.3972,1.8086,242508424.4932,10132666.5392
002918.SZ,20250707,2.2072,0.84,62.1533,1.1104,348340.4944,184133.5547
002592.SZ,20250707,2.1289,0.39,18.6986,1.9539,181898.6028,168663.9095
002396.SZ,20250707,1.9625,0.54,29.7828,1.9694,1296117.9384,1284383.1722
300304.SZ,20250707,6.0549,1.98,16.6611,2.1558,656851.5011,639976.3712
300935.SZ,20250707,2.8207,0.97,,2.3586,193731.4285,147007.4445
920932.BJ,20250707,5.1096,0.34,107.7131,3.4259,236554.08,189070.4155
301107.SZ,20250707,5.8505,0.53,43.0275,3.3863,305718.0882,177836.3003
300877.SZ,20250707,2.1819,0.89,49.7734,1.2395,194760.0,194758.2959
600822.SH,20250707,11.0543,1.65,94.4055,4.0596,492005.1307,392978.7247
000637.SZ,20250707,6.0042,0.55,,3.5295,216268.1481,153093.9301
688513.SH,20250707,2.493,0.72,31.8968,2.6557,713896.4433,713896.4433
688556.SH,20250707,1.4763,0.55,,1.6158,547315.9971,547315.9971
603277.SH,20250707,0.9901,1.25,16.9145,3.5385,974539.19,968886.4337
001965.SZ,20250707,1.1463,0.67,15.3907,1.2283,8245787.9093,8245787.9093
600120.SH,20250707,3.279,0.97,19.1732,1.3057,2021905.8433,2021905.8433
688175.SH,20250707,1.9168,0.38,,1.4728,259280.585,147000.585
