ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
605080.SH,20260318,3.5251,1.71,16.5688,1.5426,339273.3935,336421.8264
300590.SZ,20260318,1.3485,0.59,73.3234,2.9992,550981.2105,424526.1828
300697.SZ,20260318,3.7647,0.69,41.1607,5.574,683571.2,318356.1971
300400.SZ,20260318,21.2893,1.97,56.8986,9.0989,620151.5448,613244.2104
600365.SH,20260318,1.3459,0.7,,5.5232,148921.84,140147.84
603606.SH,20260318,4.4356,0.81,44.9927,5.8098,4454332.4385,4454332.4385
002140.SZ,20260318,9.6026,0.73,18.1634,2.1098,967854.963,966416.1996
002472.SZ,20260318,1.786,0.95,27.8701,3.4845,3300608.3622,2933959.7467
300751.SZ,20260318,7.8273,1.62,89.8139,9.4922,7460113.6602,5162509.3203
002200.SZ,20260318,1.7736,0.8,,,341050.9392,147968.8333
002068.SZ,20260318,5.6438,0.45,,2.6343,706666.7334,706340.594
920496.BJ,20260318,3.5925,0.58,157.3132,3.0279,170211.1,149058.3881
002128.SZ,20260318,1.5745,0.7,13.6136,1.8839,6888355.344,6888355.344
002236.SZ,20260318,1.3053,0.93,15.3318,1.5653,5909586.5221,3804499.7659
688802.SH,20260318,11.8909,1.25,,17.3057,22797698.0,1033558.6815
300254.SZ,20260318,3.199,0.78,152.4254,10.5608,310403.5784,273829.184
603486.SH,20260318,1.6061,0.81,22.8653,4.2244,3679044.8996,3643646.9141
301288.SZ,20260318,1.7527,1.1,,2.524,200574.57,145049.5662
301118.SZ,20260318,7.5032,0.65,,2.1582,289265.55,275762.7154
300597.SZ,20260318,3.7858,1.48,,2.8754,271479.7499,270286.749
002161.SZ,20260318,5.1343,1.16,55.9465,3.6361,611039.6124,582117.4058
688217.SH,20260318,2.2166,1.08,,1.9681,167288.4085,167288.4085
601088.SH,20260318,1.199,0.77,19.518,2.3084,100808436.3679,78299448.2103
603638.SH,20260318,1.7167,0.75,46.7247,5.1554,1773543.5205,1773543.5205
600860.SH,20260318,20.1454,0.98,,9.3693,723228.9901,586577.8809
603317.SH,20260318,2.1696,0.52,23.9963,3.01,1367093.7955,1367093.7955
600765.SH,20260318,2.1581,0.62,44.676,1.9389,2719969.7561,2719969.7561
603282.SH,20260318,2.8141,0.86,23.4038,2.1634,285973.34,285973.34
600729.SH,20260318,1.4912,0.88,10.0541,1.3141,1026255.6694,448485.0265
300467.SZ,20260318,1.7716,0.79,386.6852,9.7742,624042.2387,517639.3885
002529.SZ,20260318,2.632,0.97,,9.7368,188240.0,188240.0
300928.SZ,20260318,2.3444,0.74,,2.3666,259840.0,174048.8805
300773.SZ,20260318,9.1081,0.56,117.0524,6.048,2076025.39,1963473.1384
001301.SZ,20260318,3.2098,0.51,21.609,3.1051,2099719.7199,1497911.5034
688222.SH,20260318,3.1605,0.73,89.9993,6.8769,1026141.48,1026141.48
601702.SH,20260318,1.3827,0.53,16.6445,3.3829,2073948.0562,2073948.0562
603373.SH,20260318,3.0591,0.67,35.1399,2.5462,454731.184,192123.9267
300421.SZ,20260318,2.7353,0.78,130.4138,5.7716,732429.9356,573787.0834
600755.SH,20260318,3.1543,1.09,28.1788,0.7113,1383040.8498,1379506.5411
600415.SH,20260318,1.5867,0.87,18.0736,3.4234,7594729.528,7594729.528
600486.SH,20260318,2.2605,0.62,25.4386,2.7807,3133164.5149,3122832.2954
002513.SZ,20260318,5.5466,0.67,,68.7234,266296.1304,204930.2831
300682.SZ,20260318,3.7449,0.56,,2.9141,1965623.9017,1881441.7103
002714.SZ,20260318,1.2999,0.66,12.9338,3.523,28686010.3463,18925897.3661
688419.SH,20260318,6.6084,1.11,67.4353,5.2598,546296.9095,283801.0106
300225.SZ,20260318,3.5275,0.96,98.232,3.1615,272896.5847,272682.7697
300988.SZ,20260318,4.8834,0.42,37.8597,3.0599,389465.463,296115.4953
002494.SZ,20260318,3.7102,1.0,142.2377,1.7447,213935.1771,162598.8383
601512.SH,20260318,1.0905,1.03,17.1236,0.9025,1360992.12,1360992.12
688571.SH,20260318,2.5123,0.95,31.2355,2.0212,338912.3893,338912.3893
002575.SZ,20260318,23.5296,0.89,,6.4687,536355.0,509381.085
600650.SH,20260318,1.251,0.73,64.177,1.8605,796524.9945,563968.7483
300157.SZ,20260318,12.4408,0.64,250.0148,,549620.5884,516004.1567
600651.SH,20260318,1.637,0.98,368.1447,7.3314,1827623.4229,1827623.4229
605033.SH,20260318,11.4117,0.89,106.0565,2.769,315827.2,315827.2
000816.SZ,20260318,5.8877,0.76,,2.5222,516583.7545,512805.6785
300538.SZ,20260318,2.6751,0.86,,2.9963,288340.9382,191761.6181
300766.SZ,20260318,7.955,0.74,,9.2161,1447152.6092,1313344.6393
688021.SH,20260318,14.0824,0.99,147.0814,2.3675,206393.4496,206393.4496
001210.SZ,20260318,12.0061,1.62,25.2812,2.5329,339813.0689,206513.024
688468.SH,20260318,0.9549,0.82,68.9173,2.1684,306045.404,306045.404
600663.SH,20260318,0.9336,0.92,32.6377,1.5884,3992876.8674,2502457.144
002552.SZ,20260318,2.9726,0.72,38.011,5.2681,710401.1411,674729.5222
688401.SH,20260318,2.7373,1.13,38.4651,6.3485,964228.7351,964228.7351
300226.SZ,20260318,4.5895,0.82,43.7751,4.1524,883177.0604,848911.5449
300627.SZ,20260318,1.6235,0.9,40.0025,6.7855,2723434.7729,2243130.3516
600082.SH,20260318,3.0149,0.99,40.9477,1.3914,247462.3614,242950.4628
603958.SH,20260318,8.8717,0.82,,6.4516,444204.0,444204.0
603668.SH,20260318,3.8497,1.52,241.0866,2.8047,660474.5932,660474.5932
300227.SZ,20260318,3.1971,0.49,,4.3742,692981.1818,539169.3226
002149.SZ,20260318,13.6593,0.98,248.1428,7.7215,2213075.304,2212735.329
600543.SH,20260318,5.4998,2.26,,2.1979,166982.4,166982.4
000908.SZ,20260318,0.0106,0.77,65.7478,275.9761,1029335.9907,514667.9953
301326.SZ,20260318,5.7987,0.56,,7.7021,987616.2354,370907.8297
600339.SH,20260318,7.8167,0.78,43.7905,0.8607,2305839.9055,2305839.9055
002307.SZ,20260318,5.2834,0.82,,1.7519,786467.6097,604975.0846
301065.SZ,20260318,3.1501,0.83,37.3011,1.9437,260915.22,212353.5375
300265.SZ,20260318,21.5412,0.84,309.4539,3.5823,836071.187,835535.4575
603172.SH,20260318,4.6628,0.69,52.6173,2.7096,294503.04,110576.64
600605.SH,20260318,5.3516,0.99,258.9927,4.4005,624623.195,624623.195
688521.SH,20260318,3.4479,0.67,,30.8379,10975851.7475,10975851.7475
688187.SH,20260318,1.0696,0.65,18.0239,1.7412,7399460.897,4734677.0329
300200.SZ,20260318,3.5288,0.72,34.9261,2.9636,486568.7496,478607.0574
002866.SZ,20260318,6.4749,0.76,,2.8758,597284.4141,373952.8019
002647.SZ,20260318,1.9591,0.69,28.92,18.5115,1039868.3244,623517.109
002890.SZ,20260318,1.8308,0.82,183.3945,4.569,274858.0089,261281.4518
600129.SH,20260318,1.5544,1.2,,2.6058,921971.2053,921971.2053
603029.SH,20260318,12.9868,0.96,29.588,2.5848,240257.16,240257.16
688166.SH,20260318,9.5408,1.58,387.5808,9.1025,2172638.2749,2172638.2749
000957.SZ,20260318,4.7238,1.26,20.6902,2.2165,684804.0461,684804.0461
002905.SZ,20260318,5.8267,0.91,105.5232,40.6549,386104.32,358525.44
300878.SZ,20260318,2.3178,0.3,,4.1284,418588.8209,416662.3655
688228.SH,20260318,5.847,0.89,,5.9998,785412.6865,785412.6865
001287.SZ,20260318,11.3029,2.83,54.1494,3.4813,1872393.839,1077740.0431
600987.SH,20260318,1.4999,0.54,10.7661,1.2147,782968.0756,782968.0756
603158.SH,20260318,16.7408,0.83,39.1134,2.6302,611008.8343,611008.8343
603310.SH,20260318,2.321,1.31,32.4059,1.4567,577753.82,324578.73
301177.SZ,20260318,3.2051,0.71,88.0189,1.9131,1191617.3354,1190827.7605
688469.SH,20260318,1.4482,0.77,,4.4438,5800819.523,3065421.6
603221.SH,20260318,3.3222,0.98,46.0594,1.8902,303718.68,300899.34
600116.SH,20260318,2.9648,0.92,47.4874,1.171,1315554.318,1315554.318
605555.SH,20260318,1.4787,0.86,28.7711,2.5853,780319.2925,780319.2925
002100.SZ,20260318,3.4808,0.86,23.2697,1.4642,1049878.415,1049878.415
001378.SZ,20260318,4.4441,1.57,43.0987,1.8611,345600.6912,167198.9455
688505.SH,20260318,0.766,0.83,,4.0164,849989.122,582669.122
605158.SH,20260318,2.4321,1.06,24.8684,1.6473,407090.32,407090.32
688193.SH,20260318,2.2256,1.36,222.0696,2.3121,211168.2149,211168.2149
300612.SZ,20260318,3.8434,0.86,,5.8968,289088.1026,288166.9526
300235.SZ,20260318,3.4868,1.23,576.318,4.6961,327522.3721,264277.7126
600360.SH,20260318,1.0588,0.61,50.4744,2.606,885392.2703,885392.2703
