ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
300285.SZ,20250409,2.2506,1.11,27.1266,2.5144,1656097.2246,1335360.6959
300458.SZ,20250409,11.7046,1.54,168.9309,9.3966,2816852.0358,2303928.6785
605090.SH,20250409,1.1888,1.0,9.0427,1.7135,1545883.3885,1530260.2522
688686.SH,20250409,5.7492,1.18,61.1222,2.9105,849780.8832,849780.8832
002057.SZ,20250409,7.1088,1.35,29.337,1.7625,544590.6332,538600.2371
002233.SZ,20250409,2.0807,1.24,17.7318,0.7979,953820.0128,953187.9728
688332.SH,20250409,11.4901,1.09,39.9363,3.0033,1198480.9005,438541.1968
301376.SZ,20250409,4.458,1.32,16.2696,2.0764,657255.5,315596.2462
300488.SZ,20250409,9.9955,1.69,37.4187,3.3519,507287.9204,422368.7324
301185.SZ,20250409,3.5015,1.29,34.9487,2.3525,245468.16,223649.0608
600029.SH,20250409,2.1692,1.31,,2.9898,10383284.613,7261827.7273
000519.SZ,20250409,7.9646,1.78,42.4407,2.3115,2388238.6541,2388238.6541
002379.SZ,20250409,5.3664,2.19,,5.6476,1106828.0354,1106828.0354
300649.SZ,20250409,5.9978,1.48,,2.6505,136521.5239,109406.4352
920132.BJ,20250409,16.4586,1.75,54.0027,4.8447,123656.232,41987.9749
688418.SH,20250409,8.0734,1.43,223.8123,6.7,606773.74,606773.74
605008.SH,20250409,3.8199,1.62,93.9229,4.4412,884968.5072,880061.1672
603777.SH,20250409,16.4389,1.91,437.0969,2.4262,431806.362,430395.062
000596.SZ,20250409,2.7667,1.82,17.092,4.0334,9424409.4,7284929.4
600195.SH,20250409,11.8022,1.72,82.9498,1.3291,729099.8576,729099.8576
600456.SH,20250409,11.0094,1.71,25.1136,2.0815,1447665.9432,1447665.9432
300680.SZ,20250409,11.75,1.43,37.6618,4.1608,765845.4816,571965.2568
603213.SH,20250409,5.8068,0.53,15.1027,2.0415,367845.5951,367845.5951
301567.SZ,20250409,5.0339,1.43,59.4212,3.3676,246240.0,72640.287
000895.SZ,20250409,2.2627,1.44,19.2155,4.5395,9586717.5764,9585230.3996
603882.SH,20250409,3.1578,1.11,84.5167,1.9125,1362442.5868,1353255.791
000590.SZ,20250409,3.925,1.04,,3.2023,191577.0136,191497.1416
301380.SZ,20250409,8.6181,1.68,50.1074,3.8786,269214.3916,116104.0535
600219.SH,20250409,2.7303,1.17,7.9349,0.7617,3832511.3798,3832511.3798
000731.SZ,20250409,2.9279,1.25,15.7564,0.9412,387268.5878,387268.5878
688046.SH,20250409,2.7379,0.99,39.8709,2.1565,461660.0,229626.3443
