ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
688496.SH,20251106,17.0738,1.29,,3.1144,305100.0,161327.1168
300083.SZ,20251106,3.0373,0.71,42.9245,3.0337,1646549.1005,1476611.8266
300854.SZ,20251106,5.4542,0.66,,2.1888,209644.0313,170409.1331
600560.SH,20251106,3.5743,0.73,79.5574,4.2548,410613.138,410613.138
301180.SZ,20251106,5.646,0.95,,4.9681,654816.37,268693.9093
000903.SZ,20251106,3.5002,0.68,,4.4244,588192.7006,583759.541
301235.SZ,20251106,3.4667,0.74,29.9351,1.7833,324290.5789,218880.0672
002547.SZ,20251106,7.9355,0.98,,,603510.5849,591071.8338
601965.SH,20251106,1.059,0.92,19.2616,2.3234,1741303.2838,1732822.7329
603729.SH,20251106,4.3544,0.79,,5.4651,166981.682,166981.682
000995.SZ,20251106,2.2987,0.88,,16.2776,240033.024,240033.024
002357.SZ,20251106,4.2916,0.64,18.4604,2.0157,347032.3629,347019.9091
603701.SH,20251106,1.3544,1.07,116.3993,6.1603,494496.7167,494496.7167
300864.SZ,20251106,5.223,1.52,21.3719,2.5027,330193.436,330193.436
600403.SH,20251106,42.8593,1.12,,4.2507,1948512.1076,1948512.1076
601966.SH,20251106,2.654,0.98,18.8531,0.9856,2277210.1747,2277210.1747
603444.SH,20251106,3.9358,0.51,22.1508,6.1812,3326065.5921,3326065.5921
603881.SH,20251106,4.1964,0.62,155.4002,6.9175,2283720.4798,2283720.4798
002025.SZ,20251106,1.8098,0.93,246.2081,3.077,2002963.4952,1996092.038
002915.SZ,20251106,6.4485,0.69,,6.1427,802605.0128,710411.1368
000725.SZ,20251106,0.9853,0.64,22.6237,1.1186,14965552.1856,14682420.0804
600113.SH,20251106,3.4264,1.18,132.291,7.5133,1909193.7998,1865017.4483
000543.SZ,20251106,5.6836,0.94,8.0061,1.1124,1910965.788,1910965.788
603089.SH,20251106,4.9613,0.5,20.9177,2.1902,327645.4108,327645.4108
601860.SH,20251106,1.1654,0.7,7.1173,0.5228,1050703.3382,1019300.8555
600131.SH,20251106,4.266,1.76,30.9823,3.6596,2279271.2937,2274611.5934
920263.BJ,20251106,2.3012,0.53,69.8261,3.5942,208192.0287,151223.1683
002799.SZ,20251106,4.5953,0.91,,2.1768,276514.56,276510.9312
603390.SH,20251106,2.4714,0.71,71.6101,2.827,456795.9272,455317.6249
688612.SH,20251106,0.7967,0.54,28.0051,4.2467,1482668.2708,893278.624
000070.SZ,20251106,4.0561,0.87,,5.7744,870633.3829,859352.4499
603629.SH,20251106,29.0306,1.34,39.8895,4.0115,749378.19,739235.796
300581.SZ,20251106,4.8598,0.99,,9.4659,904380.0936,904380.0936
300566.SZ,20251106,1.813,0.71,26.1242,2.3259,490823.0246,424711.8519
603733.SH,20251106,1.1598,0.57,16.6731,1.9416,1608656.7338,1608656.7338
600227.SH,20251106,2.9326,1.36,,1.7843,427248.1043,323232.7502
688177.SH,20251106,1.6226,0.77,,22.5956,1093999.36,1093999.36
688660.SH,20251106,3.8159,0.76,,5.9091,2594666.7964,2594666.7964
920021.BJ,20251106,4.8526,0.56,,3.4172,213518.9883,172854.9104
300616.SZ,20251106,2.1969,0.68,,0.9314,292993.3539,202285.7558
300561.SZ,20251106,4.1139,0.63,,8.9257,535472.2152,393405.9608
601186.SH,20251106,1.0407,1.1,5.0993,0.3987,10877212.7415,9214099.6455
