ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
603633.SH,20251219,3.0279,0.9,266.7119,2.2164,429798.4937,429798.4937
001323.SZ,20251219,1.134,0.65,16.0911,2.5942,1145567.6516,236166.8139
000404.SZ,20251219,1.2359,0.82,10.544,1.1261,478845.2336,476591.0655
002052.SZ,20251219,3.1269,1.1,28.8305,27.3538,910452.0297,834158.4576
002034.SZ,20251219,1.3289,0.63,11.5393,1.0093,692206.0463,688770.7544
300814.SZ,20251219,12.3056,0.79,404.0175,8.5479,1405097.1689,1405097.1689
001280.SZ,20251219,16.918,0.45,77.7467,8.0851,13265318.1807,1013971.6792
000065.SZ,20251219,3.2967,0.56,17.2577,1.3167,1340303.7284,1219677.8223
920249.BJ,20251219,4.7642,0.86,,7.9927,582692.66,172293.354
300824.SZ,20251219,2.6467,0.91,33.1967,5.2296,376924.6427,365552.0796
000766.SZ,20251219,1.6314,1.1,471.5015,11.7766,2710051.1584,2708685.5375
000591.SZ,20251219,1.3845,0.92,16.5797,0.7217,1757237.5072,1756990.2448
002993.SZ,20251219,1.8081,1.11,22.5513,2.3837,1179242.88,1018645.2978
603259.SH,20251219,2.2853,1.38,18.4026,3.8889,27590802.4123,22870422.4348
000541.SZ,20251219,1.1827,1.17,27.9051,1.3985,938360.4985,751855.7889
688152.SH,20251219,2.0124,1.13,340.3131,3.3434,423558.2487,423558.2487
600222.SH,20251219,5.2997,0.67,87.3878,2.5761,410328.6923,410328.6923
601318.SH,20251219,0.6584,0.61,8.8743,1.2845,124490038.7156,73287947.4456
300531.SZ,20251219,2.1061,0.85,,3.9449,554182.2936,532917.5818
300696.SZ,20251219,3.8508,0.77,193.874,4.1437,784184.2295,711246.7647
600479.SH,20251219,1.5215,0.59,20.5912,1.6494,514851.6767,437758.4444
688218.SH,20251219,1.7839,0.69,605.8732,2.7843,247877.6053,247877.6053
920122.BJ,20251219,3.9774,0.54,114.3002,9.3762,313715.4093,121497.7933
603309.SH,20251219,1.9579,0.95,16.4627,2.0782,402198.814,402198.814
002381.SZ,20251219,2.0718,0.84,40.5326,1.2914,274110.8008,214469.5551
600983.SH,20251219,1.2002,0.66,15.9052,2.6703,740380.074,740380.074
688759.SH,20251219,8.1418,1.05,,7.727,1318607.405,136133.6043
600064.SH,20251219,1.1069,0.75,6.1989,0.732,1441372.9235,1441372.9235
002355.SZ,20251219,21.82,3.28,,3.5144,429833.283,397481.156
920950.BJ,20251219,2.7299,1.14,29.7151,4.4944,138061.56,67260.9483
002609.SZ,20251219,2.0609,1.15,98.2787,2.4511,589389.9784,420810.575
000950.SZ,20251219,28.9882,1.21,31.5407,1.0229,1182078.3321,1182078.3321
688333.SH,20251219,11.2961,1.19,123.5077,5.3508,2638979.3139,2638979.3139
688062.SH,20251219,2.6991,0.98,,20.7964,1582815.6,808717.37
688003.SH,20251219,3.6272,0.59,90.3858,5.9568,1113456.465,1113456.465
603330.SH,20251219,1.6139,0.69,,2.1147,322774.5422,322774.5422
601375.SH,20251219,1.0141,0.82,43.0724,1.4234,2033583.4986,1510013.6286
301575.SZ,20251219,7.2018,0.72,33.59,3.133,430143.21,82043.7153
688082.SH,20251219,3.0457,0.53,48.2746,6.0325,8018751.9763,7287542.827
920015.BJ,20251219,5.5224,0.53,33.6716,4.1285,675664.2683,188122.64
002462.SZ,20251219,7.1047,1.07,65.5079,1.053,465272.8564,464895.3183
603659.SH,20251219,1.8956,0.93,34.4651,2.8834,5693503.5375,5693503.5375
300499.SZ,20251219,11.5858,0.79,5659.4294,6.3858,883999.8413,785984.9299
688026.SH,20251219,1.2233,0.65,28.6483,2.0524,227249.8746,227177.3077
301181.SZ,20251219,10.4905,1.28,34.8047,2.9945,429003.6327,334842.881
920679.BJ,20251219,3.3888,1.03,61.6511,2.3378,116558.95,47088.4593
300943.SZ,20251219,11.5863,0.72,74.6942,4.1518,411104.94,270964.3589
688179.SH,20251219,1.4061,0.56,50.2756,4.1586,422078.1586,422078.1586
300858.SZ,20251219,2.4088,1.04,44.5092,2.4225,442408.3031,325330.7248
002605.SZ,20251219,1.9722,1.12,19.2584,2.6424,972695.0094,785422.0338
300887.SZ,20251219,4.1714,0.43,,1.5061,432223.8727,286860.1982
600076.SH,20251219,12.2511,6.51,,1.1112,423531.1606,423531.1606
300277.SZ,20251219,2.3668,0.43,495.1614,8.9738,439084.5,438589.4486
002204.SZ,20251219,6.7838,1.2,25.7161,1.9673,1523850.9552,1523850.9552
300366.SZ,20251219,2.0019,0.6,,2.4431,400392.6829,349601.1409
601390.SH,20251219,0.6525,0.94,5.4334,0.4271,13478711.9534,11179272.4358
603225.SH,20251219,1.9379,0.97,21.2414,1.4837,2599367.3713,2584110.8608
300551.SZ,20251219,16.7517,1.11,,13.1919,577426.7006,575745.7129
000890.SZ,20251219,51.1457,1.66,,,244570.8133,244563.2798
920433.BJ,20251219,4.0043,1.28,,3.7117,156622.8448,103621.6344
003015.SZ,20251219,1.2368,0.74,49.6341,4.0105,437058.6672,384709.6311
