ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
600156.SH,20250429,2.5398,0.91,,5.3026,213118.6721,213118.6721
002549.SZ,20250429,17.2624,0.46,98.4242,2.8588,578529.4536,576043.1256
002373.SZ,20250429,2.1282,1.03,,1.2286,1404787.3231,1224681.178
603860.SH,20250429,3.2741,1.28,42.7997,2.3705,190971.52,190971.52
002003.SZ,20250429,1.2083,1.38,18.3562,2.9689,1326689.7562,1155730.817
603230.SH,20250429,7.1676,1.47,12.6049,1.5814,459579.9,459579.9
301289.SZ,20250429,3.9036,0.56,44.9968,3.6158,360750.0,117243.2921
000920.SZ,20250429,5.064,0.58,22.605,2.4768,470258.0124,419867.6125
300019.SZ,20250429,13.8533,2.77,27.3985,2.7933,735128.229,645697.5566
300024.SZ,20250429,1.5183,0.68,,5.7821,2531607.4592,2479342.7916
920061.BJ,20250429,10.7557,1.03,188.9689,8.1611,232828.31,122907.9566
300772.SZ,20250429,4.0633,1.19,18.4676,1.2989,836505.8512,739008.973
600392.SH,20250429,1.3074,1.02,88.4042,2.0973,1831703.7657,1831703.7657
600475.SH,20250429,1.7142,1.38,13.2696,0.9586,858457.2246,846281.0289
688543.SH,20250429,4.6443,1.46,46.4881,3.8984,903984.5108,497278.8052
000898.SZ,20250429,2.1475,1.42,,0.462,2201766.9956,1869941.4532
600546.SH,20250429,4.7067,3.66,9.6768,1.1152,1877385.9646,1877385.9646
301231.SZ,20250429,6.8545,1.56,,2.548,220874.8,141056.3
301551.SZ,20250429,2.8395,0.71,66.265,7.3769,1872046.8,177289.3559
600961.SH,20250429,2.9661,0.38,12.0531,3.5042,1090038.6662,763841.3964
603596.SH,20250429,1.1688,0.6,29.8025,5.4954,3602674.2708,3601406.0808
301137.SZ,20250429,17.6087,0.9,87.7212,2.5933,353627.063,197810.001
605122.SH,20250429,4.2288,1.44,,0.8845,180799.346,180799.346
301012.SZ,20250429,4.9818,0.91,46.6957,2.9125,339839.1032,271473.0782
600828.SH,20250429,55.9698,3.87,,1.3034,912754.8017,912426.8154
600165.SH,20250429,3.66,0.91,,438.4299,338332.5849,338332.5849
000682.SZ,20250429,3.3951,0.97,18.5841,2.4972,1307208.8318,1307079.7906
920110.BJ,20250429,6.9682,0.58,30.8657,3.9363,147108.0,61253.508
688565.SH,20250429,5.9952,1.57,432.6645,2.2521,109850.5233,108254.79
002721.SZ,20250429,1.4227,1.17,,3.3941,702075.9544,702075.9544
603583.SH,20250429,12.1506,1.16,48.803,3.564,1586743.2246,1581737.8998
600108.SH,20250429,1.8013,0.7,57.3124,1.2909,554870.8095,554870.8095
600583.SH,20250429,2.1792,1.18,10.6406,0.884,2369846.1728,2369846.1728
603308.SH,20250429,3.0484,0.94,47.1848,2.9205,1351282.5176,1351282.5176
688135.SH,20250429,2.038,1.25,,3.194,335213.0578,335213.0578
002145.SZ,20250429,0.6699,0.56,27.7444,1.3068,1567765.6576,1544110.9639
300310.SZ,20250429,2.3721,0.7,,2.7637,523705.1674,410893.8249
600338.SH,20250429,3.163,2.57,22.4545,2.2363,853872.2969,853872.2969
300255.SZ,20250429,1.7437,0.73,,12.0842,1892346.3478,1886203.9514
002116.SZ,20250429,0.9939,0.5,13.7537,1.726,447880.0639,439343.4711
000959.SZ,20250429,4.8816,1.22,34.6549,0.5711,2853051.0343,2388165.7584
000027.SZ,20250429,1.7339,1.14,14.7812,0.9587,2963853.9177,2963853.9177
688685.SH,20250429,3.7459,0.84,117.9828,11.5617,920987.0821,920987.0821
688191.SH,20250429,3.1268,0.65,103.0285,4.9993,440205.4102,440205.4102
