ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
600230.SH,20250401,1.647,0.51,1380.8676,1.0707,425965.8844,425965.8844
301552.SZ,20250401,4.0155,0.57,23.4567,3.3272,368900.0,78572.087
688528.SH,20250401,1.5,0.96,,2.8022,153048.0,153048.0
605028.SH,20250401,7.7755,1.8,16.0536,2.0045,275680.0,275680.0
600237.SH,20250401,2.364,0.86,45.9187,2.412,439604.281,433308.28
002465.SZ,20250401,1.3299,0.95,525.9249,2.2168,2794545.0254,2738129.6251
300732.SZ,20250401,3.4589,1.1,,0.8041,211129.1431,210755.8356
002428.SZ,20250401,2.9111,0.68,245.8938,8.9694,1305586.88,1305418.2144
600007.SH,20250401,2.6401,1.86,18.5516,2.4261,2341931.8916,2341931.8916
688701.SH,20250401,3.3704,1.3,,4.2183,83520.5254,83520.5254
000756.SZ,20250401,12.5776,3.53,22.7174,2.1162,1067774.0762,705163.4369
688118.SH,20250401,5.3818,1.08,366.2409,2.899,233859.4603,233859.4603
300068.SZ,20250401,3.9075,0.75,,2.7781,1512299.1209,1440141.287
920491.BJ,20250401,3.5939,0.67,48.3885,4.2157,424150.7857,342906.4909
603829.SH,20250401,4.7645,0.68,20.0922,2.307,231520.0,231520.0
002646.SZ,20250401,1.763,1.28,108.4382,1.5704,444888.745,439659.627
003025.SZ,20250401,9.6997,0.86,23.2716,3.7506,430662.8963,361723.2273
300552.SZ,20250401,2.3437,0.71,,3.05,631939.6771,383847.5035
300801.SZ,20250401,10.2202,1.91,32.2267,1.6047,388586.97,243508.4971
601369.SH,20250401,2.8357,1.34,14.9017,1.7459,1553039.1297,1522230.5097
002518.SZ,20250401,3.811,0.77,28.4859,3.3508,1454398.2848,1411864.3892
600597.SH,20250401,1.2688,0.48,15.1975,1.3231,1156539.4872,1156524.0496
603515.SH,20250401,1.5877,1.09,14.1025,1.928,1250359.8794,1233379.1906
603105.SH,20250401,4.6318,1.68,20.7537,2.2444,457505.8935,457505.8935
603132.SH,20250401,2.8011,1.38,24.6466,3.6052,1175556.0,1175556.0
002913.SZ,20250401,1.839,0.9,23.3766,1.9325,834340.765,672243.1186
600956.SH,20250401,2.7198,0.83,18.157,1.3997,3036510.3987,1695320.0248
601818.SH,20250401,1.1013,1.82,5.2998,0.4636,22097996.0968,17356149.0198
600926.SH,20250401,0.9299,1.04,5.2008,0.854,8832573.3953,8096612.2153
002759.SZ,20250401,4.2047,1.87,,0.8666,377541.1016,377307.286
000716.SZ,20250401,3.6277,0.92,115.5412,1.8631,470930.9688,437932.335
603519.SH,20250401,1.6749,1.06,24.2246,2.5469,327583.242,327583.242
300925.SZ,20250401,2.6472,0.73,72.1358,4.7558,998891.8419,770248.1683
300153.SZ,20250401,21.0981,1.05,335.2545,14.661,1259520.0,1252947.3444
688035.SH,20250401,2.9276,0.89,58.1018,2.46,564266.08,352339.5065
301025.SZ,20250401,26.4627,0.6,,6.8242,426329.511,277175.3014
002083.SZ,20250401,2.0663,0.63,12.4928,1.0213,471426.228,471270.105
301311.SZ,20250401,4.4145,0.51,138.4351,2.385,437280.0,158955.5927
600335.SH,20250401,9.4687,1.4,132.0902,0.935,1042564.7183,1042564.7183
301293.SZ,20250401,11.0109,1.96,91.9043,4.4183,1015309.8589,793301.3159
300537.SZ,20250401,10.1198,0.63,488.7361,4.5871,375139.6684,269427.5794
300658.SZ,20250401,4.565,1.04,82.5827,1.4344,194334.2373,131635.3724
002733.SZ,20250401,4.3102,0.48,78.5316,2.3902,647017.9135,621164.8862
688071.SH,20250401,2.5762,0.95,,3.0473,298798.9874,298798.9874
601665.SH,20250401,0.9164,0.92,5.8664,0.8033,2925173.8644,2925173.8644
300523.SZ,20250401,1.9641,0.83,,3.5054,479233.5343,478471.6701
603197.SH,20250401,1.8913,0.82,32.33,3.0126,933198.8424,929415.9424
000977.SZ,20250401,2.9212,0.62,34.09,3.9068,7812621.0925,7803523.6579
300795.SZ,20250401,2.0373,0.56,27.0468,8.8411,472296.2387,274997.5561
600196.SH,20250401,3.2024,2.0,24.8337,1.4555,6878665.6474,5455108.7244
002329.SZ,20250401,1.3566,0.12,,1.7416,300691.0699,228035.3261
600757.SH,20250401,3.9134,1.51,12.4987,1.165,1080148.743,1080012.4217
301598.SZ,20250401,5.8794,0.53,31.0768,4.143,391077.5607,97769.3918
002949.SZ,20250401,2.0395,0.39,23.7224,2.2353,318567.8698,243002.3229
601816.SH,20250401,0.3554,1.12,21.9,1.386,27696057.3206,27696057.3206
688329.SH,20250401,3.7734,1.24,,1.615,122748.0,122748.0
603050.SH,20250401,1.9003,0.95,34.0634,3.7614,605785.4279,605785.4279
603311.SH,20250401,2.2323,1.1,42.32,1.8576,240837.469,240837.469
603355.SH,20250401,3.6941,0.61,12.5158,3.3615,1502603.9028,1496378.5732
000615.SZ,20250401,6.2641,2.32,,22.6689,280776.5366,280600.1056
002420.SZ,20250401,13.2607,1.46,28.4074,4.8938,269016.72,259770.3356
300154.SZ,20250401,8.8379,0.57,34.0544,2.7739,487317.8379,341790.0249
300719.SZ,20250401,2.1189,0.77,42.6075,4.0678,424578.9822,299426.76
301110.SZ,20250401,4.3344,0.57,46.6854,3.3126,455366.3737,238866.9787
301036.SZ,20250401,11.8311,1.21,34.3028,2.6022,418100.0,294491.3858
001219.SZ,20250401,1.3324,1.01,26.228,2.5244,256598.615,249936.6203
603950.SH,20250401,7.3353,1.13,36.9764,3.21,851815.7424,851815.7424
301088.SZ,20250401,3.1903,1.23,34.7561,1.2011,303334.9,76732.15
688097.SH,20250401,3.884,0.67,33.1784,2.9453,1322524.0322,1313569.2279
000951.SZ,20250401,3.277,0.88,15.8246,1.5279,2341514.6345,2341514.6345
300529.SZ,20250401,2.5343,1.5,26.5252,6.7309,2133873.2948,1369368.4704
920098.BJ,20250401,4.5581,0.66,29.529,2.7887,256647.0846,137405.0727
003005.SZ,20250401,4.8438,1.03,164.2089,2.889,538805.0966,240656.7273
688525.SH,20250401,4.3016,0.75,171.4196,12.3018,3011351.3082,2215736.2202
603716.SH,20250401,18.2167,0.99,,2.0958,204357.4318,204357.4318
300549.SZ,20250401,6.1397,0.53,181.3463,4.5621,250812.54,190083.8437
002259.SZ,20250401,0.4729,0.73,,7.8582,176797.1427,176797.1427
688108.SH,20250401,5.2022,1.75,3011.6971,5.2844,458109.248,458109.248
301113.SZ,20250401,9.348,1.47,152.3492,2.3657,170170.0,102784.1386
001333.SZ,20250401,14.424,0.8,25.3733,2.2099,371456.0,127688.0
300999.SZ,20250401,1.746,1.92,69.9687,1.8676,17506319.0697,1752207.4762
300329.SZ,20250401,3.8535,0.67,,1.9277,156791.0436,156310.7922
600249.SH,20250401,2.4706,0.73,35.13,1.3042,284900.0,284900.0
300707.SZ,20250401,9.3962,0.63,78.2546,2.4604,276831.4736,223972.9969
603826.SH,20250401,1.5497,1.0,168.5258,7.0259,1335952.8,1335952.8
600397.SH,20250401,5.563,0.69,,18.6041,626644.6053,626644.6053
000428.SZ,20250401,3.7806,0.68,,1.9885,322999.542,322999.542
600866.SH,20250401,3.1317,0.65,12.4547,1.4138,1078295.7278,719983.6994
002146.SZ,20250401,4.3047,0.56,,0.2933,652224.5777,585040.7027
300976.SZ,20250401,12.188,1.05,30.3526,1.9253,630538.0081,404246.3407
600648.SH,20250401,1.9713,1.67,14.1248,1.0316,1344253.3628,1106793.2828
300911.SZ,20250401,6.9091,1.14,,4.7322,614774.348,573792.9172
920879.BJ,20250401,5.7592,1.43,32.2219,4.1698,248166.5435,200542.2189
688114.SH,20250401,2.5364,1.27,,4.1122,3282980.3337,1678333.8783
600967.SH,20250401,3.2792,0.56,29.135,1.6048,1827727.4724,1824633.0313
920403.BJ,20250401,5.4308,1.08,21.4022,3.6495,178140.222,104355.6345
600039.SH,20250401,1.2747,1.16,11.5694,1.5447,6968031.588,5362911.556
000031.SZ,20250401,1.1051,0.86,,0.8608,1131586.7215,1056762.2126
920402.BJ,20250401,3.9393,0.48,51.6753,2.4133,401379.1237,401379.1237
001236.SZ,20250401,20.3172,1.75,342.2759,5.4395,1020878.8891,330679.3195
688653.SH,20250401,0.8667,0.78,,3.5659,540363.04,395284.821
002179.SZ,20250401,1.4774,1.01,26.3593,3.7468,8841663.3627,8684878.7399
688222.SH,20250401,15.978,4.05,132.389,4.8419,674344.44,674344.44
601702.SH,20250401,1.7083,1.74,17.934,3.8176,1979087.6492,1979087.6492
603373.SH,20250401,1.693,0.81,25.1166,1.8574,324946.2374,137289.7864
300421.SZ,20250401,37.3874,1.18,102.7177,4.405,550131.0356,430973.7587
600755.SH,20250401,0.691,0.9,18.3077,0.6942,1393679.0614,1370977.9071
600415.SH,20250401,3.2678,1.21,27.6709,4.1481,8505134.8312,8503916.6758
600486.SH,20250401,0.9177,0.63,18.002,2.0539,2163981.0428,2143663.7089
002513.SZ,20250401,3.9069,0.64,,,162121.0801,114008.3186
300682.SZ,20250401,1.5818,0.98,24.7842,1.8327,1385957.3321,1326711.1711
002714.SZ,20250401,1.2523,0.69,11.8474,2.9831,21184614.9904,14777983.5574
688419.SH,20250401,3.3975,1.34,41.1241,2.6345,266336.0,71969.4861
300225.SZ,20250401,6.0666,1.38,123.2336,4.2144,356096.7629,355287.8429
