ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
603458.SH,20250508,3.8999,0.97,,0.7725,229899.51,229899.51
600990.SH,20250508,13.3912,4.22,,3.2436,606976.6725,597477.1978
603517.SH,20250508,2.5549,0.69,53.9173,1.5369,981723.1363,981723.1363
600115.SH,20250508,0.8095,0.71,,5.9984,8403818.8069,6452173.585
600589.SH,20250508,24.9795,0.98,484.5972,16.6802,1196082.141,1196082.141
603222.SH,20250508,1.5127,1.1,,2.1814,318730.0033,318730.0033
000937.SZ,20250508,3.3176,1.53,28.4313,1.0891,2328607.3742,2262606.7462
002838.SZ,20250508,5.3528,1.07,51.2834,2.2855,768842.9528,674798.801
688262.SH,20250508,2.7848,0.98,,4.3729,942815.7559,741767.8958
300733.SZ,20250508,17.3137,3.14,94.8854,3.5391,583536.0185,430513.4477
002507.SZ,20250508,0.9257,0.59,18.9822,1.693,1518557.4408,1511971.5017
002333.SZ,20250508,2.2204,1.17,78.4398,1.8894,357035.2192,345205.8799
000534.SZ,20250508,3.0918,1.15,40.4725,5.4166,808079.2185,797342.9257
003042.SZ,20250508,21.497,1.9,,1.7047,231814.96,206165.5653
002475.SZ,20250508,4.6695,1.71,17.0237,3.2958,23727973.8656,23684939.0018
600361.SH,20250508,2.2622,0.98,17.1666,1.4598,1606007.431,574481.381
603100.SH,20250508,2.163,0.52,14.4118,2.4179,1071145.4121,1064465.0816
300865.SZ,20250508,5.3207,0.97,2750.308,2.6163,225135.04,159411.1664
300096.SZ,20250508,1.9758,0.74,,6.2647,178450.0,178450.0
600038.SH,20250508,3.9966,2.16,49.0124,1.7935,3076239.3352,2509844.9492
600128.SH,20250508,6.72,0.76,72.0938,1.1435,243312.755,243312.755
603698.SH,20250508,4.0722,1.72,44.0031,2.6933,925118.74,925118.74
002730.SZ,20250508,48.7016,6.01,71.4547,4.0687,662606.1804,633234.6804
002284.SZ,20250508,14.0582,1.92,34.624,2.9044,874355.7117,865026.3667
002537.SZ,20250508,14.8127,0.58,190.0546,2.0916,849988.1234,849988.1234
600593.SH,20250508,9.4907,0.8,,26.8503,376997.6,376997.6
000809.SZ,20250508,2.7261,0.52,,0.9844,266407.5876,266407.5876
601882.SH,20250508,2.0898,1.24,21.0943,3.9648,1036692.0,1036692.0
000564.SZ,20250508,1.9949,1.0,,3.2255,4965967.4224,4046633.4513
000617.SZ,20250508,5.0152,0.66,21.1665,0.8666,8874739.5135,8874739.5135
002578.SZ,20250508,4.294,1.22,207.3891,1.9101,291913.9869,267821.5565
300396.SZ,20250508,2.5154,1.02,103.5937,1.7919,370872.219,370534.6343
002286.SZ,20250508,28.6365,1.72,26.2731,1.741,363481.3345,363324.4477
002574.SZ,20250508,8.5547,0.84,,0.9741,298320.0,298320.0
600958.SH,20250508,0.6062,1.0,20.4374,1.0263,7969853.2839,7006374.9264
601156.SH,20250508,2.7321,0.84,7.7038,1.1281,2036833.7783,1211916.0983
600770.SH,20250508,1.4069,1.1,82.6779,1.6606,546000.0,546000.0
600097.SH,20250508,4.4237,0.89,36.1086,1.0589,240213.7493,240213.7493
688089.SH,20250508,3.7753,0.91,30.1431,2.7354,436762.1664,436762.1664
603813.SH,20250508,0.2279,0.05,,2.4602,140720.1,120522.28
300174.SZ,20250508,1.6871,0.87,21.5086,1.6268,545587.1193,543690.7112
688007.SH,20250508,1.7834,0.77,,2.5144,683884.5149,683884.5149
002416.SZ,20250508,2.5116,1.35,27.7392,2.398,1497052.4216,1478476.3992
000953.SZ,20250508,8.8383,0.49,26.3707,14.6887,215645.9729,215645.9729
301428.SZ,20250508,17.9198,2.68,68.653,3.135,391805.3347,243011.9647
600810.SH,20250508,4.3233,1.41,,1.2454,854719.0516,846445.5596
300073.SZ,20250508,2.3086,1.24,42.4884,1.5111,2005743.065,2003646.3955
603477.SH,20250508,6.1473,1.05,13.3187,3.3013,1047174.3136,1047174.3136
301119.SZ,20250508,17.4119,1.11,45.9905,4.7542,505232.0,408606.38
000858.SZ,20250508,1.1889,1.38,15.6603,3.4533,51159593.5059,51157635.6564
603162.SH,20250508,1.805,0.93,13.9003,1.7703,732162.0424,218187.3213
300322.SZ,20250508,8.4251,0.61,,6.9118,679058.2906,650470.7159
300371.SZ,20250508,3.8587,1.14,37.0998,2.0205,224960.9369,150270.806
603180.SH,20250508,2.2188,0.67,14.5074,1.0228,286918.1837,286918.1837
