ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
300590.SZ,20250403,3.0741,1.0,34.3483,3.4114,626811.1788,482938.1995
300697.SZ,20250403,15.8195,0.54,39.2437,4.566,512844.8,392646.8
300400.SZ,20250403,2.412,0.65,64.7141,5.0975,395965.3056,391951.524
600365.SH,20250403,0.7932,0.79,,3.719,113261.0,110960.8
603606.SH,20250403,1.8385,0.7,34.2508,5.0323,3453018.8627,3453018.8627
002140.SZ,20250403,9.1933,1.31,18.587,1.7519,762530.9401,585286.4341
002472.SZ,20250403,1.9165,0.81,29.5116,3.3386,2847853.1491,2528626.4371
300751.SZ,20250403,1.25,0.72,23.9182,3.079,2293356.2892,1587036.5731
002200.SZ,20250403,0.5976,0.93,1152.3129,69.6819,104587.4815,104587.4815
002068.SZ,20250403,6.0973,1.27,,2.9523,875060.7832,874260.2107
920496.BJ,20250403,4.0927,0.81,45.7395,3.3709,194219.475,170223.9207
002128.SZ,20250403,0.8144,1.07,8.0204,1.2737,4310545.827,4310545.827
002236.SZ,20250403,2.92,1.13,18.6995,1.5059,5433580.6606,3471300.5662
300254.SZ,20250403,9.5381,0.72,29.8435,3.8292,247821.9259,224571.5518
603486.SH,20250403,4.0613,2.08,50.4882,4.4644,3147441.0732,3114102.9876
301288.SZ,20250403,4.4348,0.7,,1.6623,134688.47,58724.8762
301118.SZ,20250403,34.4499,1.08,,1.9024,255024.0,240981.5123
300597.SZ,20250403,2.055,0.84,,2.4498,249401.5775,248305.5978
002161.SZ,20250403,1.5338,0.75,70.8384,2.7699,432758.079,417373.6928
688217.SH,20250403,2.324,0.85,,1.3489,122827.1153,122827.1153
601088.SH,20250403,0.9217,1.02,13.1935,1.8134,77407753.7447,64249083.8727
603638.SH,20250403,4.7468,1.18,48.4319,5.4561,1681291.6147,1681291.6147
600860.SH,20250403,5.6298,0.7,915.5786,6.3144,684582.485,544039.295
603317.SH,20250403,3.0705,0.75,24.7073,3.3754,1543306.4175,1543179.63
600765.SH,20250403,2.7321,0.66,39.2561,1.7969,2511334.4919,2344324.9128
603282.SH,20250403,3.9948,1.86,19.202,1.7039,210900.32,101154.7074
600729.SH,20250403,2.1101,1.55,10.241,1.7983,1346313.3953,584344.9233
300467.SZ,20250403,4.9747,0.96,186.8279,6.461,401126.4667,332732.0589
002529.SZ,20250403,13.2106,1.35,,4.2695,174460.0,174460.0
300928.SZ,20250403,2.9375,0.7,,2.4814,294560.0,195194.2452
300773.SZ,20250403,2.5265,1.06,39.2942,3.9836,1371263.55,1277742.9226
001301.SZ,20250403,3.3307,0.85,18.0683,2.4184,1514711.9541,935069.9441
301050.SZ,20250403,2.5412,1.0,30.5308,4.3554,1266307.8159,1081029.2321
000829.SZ,20250403,2.2141,1.05,,3.6696,1094807.2678,1093770.4865
688498.SH,20250403,3.4996,1.08,,4.7422,988484.7967,691776.7658
300225.SZ,20250403,4.1869,0.73,121.2592,4.1469,350391.6078,349595.6478
300988.SZ,20250403,5.7528,0.95,31.8574,2.3427,278490.2536,213191.1775
002494.SZ,20250403,3.1496,0.89,,1.3199,159979.7444,121590.6657
601512.SH,20250403,0.9005,1.27,11.3807,0.7887,1142154.18,1142154.18
688571.SH,20250403,3.0741,1.09,22.2083,1.9956,308794.4475,308794.4475
002575.SZ,20250403,3.2658,0.6,,7.0817,584232.48,525673.3365
600650.SH,20250403,1.8008,0.72,38.76,1.8973,763428.3881,540535.1438
300157.SZ,20250403,3.9632,0.67,,,219097.4536,212483.9103
600651.SH,20250403,1.7529,1.2,265.4735,4.2644,1047937.7103,1047937.7103
605033.SH,20250403,4.8533,0.78,78.8458,2.136,241602.4,241602.4
000816.SZ,20250403,3.4759,0.58,,2.3066,470279.3284,466935.7947
