ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
600230.SH,20250321,1.2397,1.07,1414.4164,1.0967,436314.9098,436314.9098
301552.SZ,20250321,16.7763,1.42,25.0046,3.5468,393244.0,83757.1205
688528.SH,20250321,2.4643,1.12,,2.8975,158256.0,158256.0
605028.SH,20250321,5.5425,0.7,16.1374,2.015,277120.0,277120.0
600237.SH,20250321,4.0871,0.82,47.6975,2.5054,456633.4282,450093.5362
002465.SZ,20250321,2.5899,1.16,55.8899,2.3323,2958346.066,2898623.9015
300732.SZ,20250321,3.7785,0.89,,0.851,223453.1177,223058.0196
002428.SZ,20250321,4.4745,0.6,339.5819,9.7935,1402901.76,1402720.5225
600007.SH,20250321,1.9589,0.88,17.9182,2.429,2285524.0696,2285524.0696
688701.SH,20250321,3.7544,1.53,,4.2929,84997.5765,84997.5765
000756.SZ,20250321,3.6899,1.14,22.9093,2.0866,1027767.0372,678742.5846
688118.SH,20250321,10.8145,2.74,382.4895,3.0277,244234.8506,244234.8506
300068.SZ,20250321,7.7545,0.59,,3.0371,1653291.3786,1574406.2407
920491.BJ,20250321,7.1713,0.99,48.1866,4.2863,428808.6812,346781.5541
603829.SH,20250321,3.9264,0.49,20.481,2.3516,236000.0,236000.0
002646.SZ,20250321,2.462,0.83,111.3753,1.6129,456938.8194,451568.0676
003025.SZ,20250321,15.2469,1.08,22.6451,3.6496,419068.126,351984.525
300552.SZ,20250321,5.6394,1.22,,3.2012,663270.2445,402878.0542
300801.SZ,20250321,2.2495,0.95,32.8348,1.5164,360846.36,221508.5935
601369.SH,20250321,1.5921,0.62,15.4163,1.8122,1480563.9703,1451193.0859
002518.SZ,20250321,9.5014,0.97,30.9833,3.6446,1581905.5804,1535642.7323
600597.SH,20250321,2.9803,0.4,15.3967,1.3405,1171702.6986,1171687.0586
603515.SH,20250321,1.2703,0.89,14.6235,1.9993,1296559.1121,1278951.0081
603105.SH,20250321,2.9611,0.69,20.4135,2.2076,450005.7969,450005.7969
603132.SH,20250321,2.0175,0.66,24.0725,3.5212,1148172.0,1148172.0
002913.SZ,20250321,3.8771,0.64,24.5147,2.0266,874962.9095,704973.0993
600956.SH,20250321,2.3041,1.38,14.2657,1.458,3133241.3394,1749326.0644
601818.SH,20250321,0.6515,0.96,5.4651,0.4837,22688851.6074,17820217.1754
600926.SH,20250321,1.047,0.83,5.2222,0.8575,8868871.6421,8129885.9641
002166.SZ,20250321,3.3514,1.29,40.0242,1.8871,573274.9848,345968.7808
920047.BJ,20250321,2.0153,1.24,,11.552,382883.6757,251428.5721
000529.SZ,20250321,2.1933,0.68,25.1054,1.1226,352025.569,343640.2793
300559.SZ,20250321,2.0627,0.63,76.2384,4.0804,498993.6942,388609.9044
603189.SH,20250321,19.4218,1.09,,3.4383,515376.4433,515376.4433
688426.SH,20250321,3.2689,0.65,,1.5814,231062.0927,78038.3039
300793.SZ,20250321,10.5656,1.09,147.19,2.4165,730604.9568,714364.6368
002378.SZ,20250321,3.1836,0.59,47.1294,3.9143,836186.6955,831782.3505
600488.SH,20250321,1.2663,0.91,32.0385,1.5984,486981.4593,486981.4593
001268.SZ,20250321,47.2943,2.65,38.7403,2.5706,255694.0682,87948.1987
601198.SH,20250321,3.0715,0.65,29.8015,1.4057,3853075.0598,3853075.0598
600276.SH,20250321,1.3928,1.37,52.5121,6.5367,28609825.1989,28609825.1989
605333.SH,20250321,4.8328,0.78,28.9331,7.6048,1490716.7645,1490716.7645
002035.SZ,20250321,1.733,0.5,12.8705,1.7097,632349.599,582270.1893
605081.SH,20250321,2.4567,0.58,,0.921,117210.7195,117210.7195
301317.SZ,20250321,3.711,1.03,52.0762,3.1238,321139.17,91526.4
301306.SZ,20250321,6.648,0.99,,3.1899,346884.0,161440.8
688348.SH,20250321,8.0486,1.49,56.5246,2.2227,804359.9579,414781.7162
002114.SZ,20250321,6.9823,0.49,,2.348,225406.5011,225403.4036
688590.SH,20250321,5.2735,0.85,684.5527,3.9563,549470.8103,549470.8103
002301.SZ,20250321,2.3833,1.23,62.9174,1.7295,548194.0291,545672.5695
603639.SH,20250321,1.0327,0.73,18.6839,1.232,423853.225,423828.285
600130.SH,20250321,4.5973,0.82,780.5594,2.8005,269250.0,269250.0
605377.SH,20250321,2.6259,2.45,10.4297,1.6262,602595.5651,602595.5651
300094.SZ,20250321,20.2594,1.44,,1.8475,461420.4065,451929.0895
300862.SZ,20250321,6.1429,1.02,326.1576,2.6928,536868.859,440477.6884
000692.SZ,20250321,3.9275,0.55,1.8038,,189155.7065,189155.7065
600299.SH,20250321,2.378,0.67,24.4735,1.8964,2947409.499,2947409.499
688408.SH,20250321,3.1126,0.7,19.4511,2.851,1259088.8463,1166140.4685
300596.SZ,20250321,4.1087,0.96,18.3772,1.6623,723072.3314,707544.118
920092.BJ,20250321,12.5561,0.82,180.832,7.0426,278489.5342,143236.6566
920185.BJ,20250321,2.6911,0.88,27.7521,2.0497,2513965.1873,2473455.7833
688529.SH,20250321,9.6221,0.9,,1.7126,347619.6949,347619.6949
688616.SH,20250321,4.2053,1.02,19.9609,2.4756,205746.87,205746.87
603289.SH,20250321,7.0661,1.51,60.6011,2.0519,284263.9592,284263.9592
000029.SZ,20250321,1.3931,1.5,,3.9715,1469941.98,1295581.98
002016.SZ,20250321,11.0828,1.73,,1.0177,485457.3792,485457.3792
300760.SZ,20250321,0.8735,0.89,23.544,8.309,29159215.5257,29159192.077
301603.SZ,20250321,13.6598,0.86,31.9493,3.1719,636646.72,127329.344
301216.SZ,20250321,2.9391,0.68,,1.2489,689718.1461,381217.5634
600405.SH,20250321,6.4384,0.82,,5.4487,338281.9326,305408.0473
920906.BJ,20250321,29.908,0.92,109.49,3.1921,175613.91,89694.2518
601956.SH,20250321,3.8698,0.86,21.9541,1.3924,344467.2502,342719.9397
300389.SZ,20250321,4.0483,1.09,36.4507,2.8255,427418.1671,270039.8633
301123.SZ,20250321,8.5462,0.93,721.5591,1.972,578160.0,228068.2874
000663.SZ,20250321,3.703,1.36,134.638,1.8567,198306.8342,180411.4044
605588.SH,20250321,11.5586,0.93,201.9494,3.0994,329789.9133,328070.8298
688248.SH,20250321,1.2947,0.98,49.3624,6.0299,1801957.7,728824.4
601113.SH,20250321,3.8507,0.97,15.0059,1.3206,478097.9139,478097.9139
603003.SH,20250321,1.6601,0.93,,0.5651,201693.227,201693.227
688429.SH,20250321,1.6273,0.75,,3.6236,616401.2328,181571.7568
000793.SZ,20250321,2.6934,1.91,,5.5858,465358.1915,456915.0073
300444.SZ,20250321,20.781,1.3,59.0005,4.0574,679629.9516,504048.0599
000709.SZ,20250321,2.9117,1.61,27.8076,0.4603,2356863.609,2356474.0267
