ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
601225.SH,20250416,1.1876,0.9,8.9541,2.1399,19874750.0,19874750.0
688800.SH,20250416,3.3636,0.51,38.7125,3.2381,678512.3161,678512.3161
002398.SZ,20250416,2.1075,0.68,35.2475,0.8602,308526.341,256080.6357
003010.SZ,20250416,10.95,1.27,99.2365,8.0875,776684.4459,572583.9282
000958.SZ,20250416,9.2699,0.58,28.986,1.9324,3816843.7307,3816827.7782
000050.SZ,20250416,0.9019,0.58,,0.6539,1781867.0542,1781846.0111
300837.SZ,20250416,3.2486,1.12,29.2461,1.4679,200102.8514,141235.9327
601990.SH,20250416,0.6508,0.67,28.4488,1.5944,2849557.0793,2829016.7787
000048.SZ,20250416,3.6282,0.62,11.6413,1.9361,830952.2858,825432.5283
002075.SZ,20250416,2.7968,0.83,75.2942,1.9118,1224154.5983,1224152.6314
300669.SZ,20250416,0.7892,0.46,106.6646,4.4772,392155.7454,370553.2884
301265.SZ,20250416,1.4604,0.72,53.6501,1.2333,253891.5265,142290.0142
600332.SH,20250416,0.8754,0.87,15.1198,1.1941,4287210.7325,3707334.4325
688485.SH,20250416,1.7349,0.92,132.0922,1.1232,142927.751,83838.2371
600234.SH,20250416,1.2987,1.26,,3.6957,162763.0033,162763.0033
603881.SH,20250416,7.9407,0.58,133.5508,5.475,1765411.4746,1765411.4746
002025.SZ,20250416,1.2956,0.56,71.6055,3.8455,2485374.1926,2461882.2653
002915.SZ,20250416,2.8922,0.69,,2.6264,378845.1885,335588.6205
000725.SZ,20250416,1.3216,0.73,26.9436,1.0956,14342751.1733,14040442.7164
600113.SH,20250416,2.4278,1.15,44.4482,2.5395,598762.0239,584643.6784
000543.SZ,20250416,6.0594,1.26,10.0109,1.1087,1709214.9516,1709214.9516
603089.SH,20250416,5.5202,0.73,49.4653,1.6542,197561.3215,197561.3215
601860.SH,20250416,1.6844,0.82,6.0757,0.5158,984804.834,955371.845
600131.SH,20250416,0.9363,0.45,28.3261,3.4815,2220032.9733,2210032.7154
920263.BJ,20250416,7.6817,0.61,30.0204,3.1787,174999.9481,127113.6401
002799.SZ,20250416,3.4409,1.26,,1.6841,230748.84,230745.8118
603390.SH,20250416,5.4427,1.04,88.0378,2.0795,328109.9611,326321.6622
688612.SH,20250416,1.1449,0.69,24.6556,3.0413,995563.6408,600537.3432
002628.SZ,20250416,3.8242,1.28,,1.03,298297.5635,297097.4147
301132.SZ,20250416,3.576,0.68,36.5149,1.9413,337488.5615,104868.5542
301314.SZ,20250416,2.8046,0.69,60.4444,1.7483,181220.0,53300.0
688662.SH,20250416,2.4926,0.6,63.5038,4.3486,305575.12,305575.12
002576.SZ,20250416,3.4984,0.69,37.134,1.7634,217766.9,213714.3661
600665.SH,20250416,1.9542,0.59,,0.6055,241954.3059,241954.3059
