ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
002855.SZ,20250213,17.1439,2.11,,7.0642,515756.3944,515353.5966
002865.SZ,20250213,8.2901,0.79,,3.3065,1333892.3484,1308943.7694
002012.SZ,20250213,1.6742,0.82,72553.9825,1.4641,225395.4765,224871.143
000785.SZ,20250213,28.4814,3.4,35.7622,1.5592,3150886.6999,2984359.7379
001328.SZ,20250213,2.5232,0.54,37.9751,4.0784,575577.0134,143894.4205
603823.SH,20250213,3.0524,0.99,21.3946,1.6818,390969.2741,385958.5823
002371.SZ,20250213,2.1945,0.61,39.9251,7.5324,21868480.602,21849585.4957
601669.SH,20250213,1.2388,1.48,7.1822,0.6483,8837019.7383,6705692.7611
920212.BJ,20250213,12.7894,0.71,114.9778,4.4252,183765.2,88907.244
301310.SZ,20250213,13.3452,0.78,29.3226,1.8302,413115.7036,210329.9801
002225.SZ,20250213,7.0563,1.73,34.1661,1.6585,556740.4431,454874.8349
002644.SZ,20250213,2.4774,1.13,87.0894,2.3206,410568.228,410568.228
301296.SZ,20250213,2.6588,0.69,22.344,1.6263,409920.0,265159.1461
002998.SZ,20250213,2.0588,0.98,16.8102,1.2515,206615.7911,154754.9696
603227.SH,20250213,1.601,0.76,12.3663,1.8336,888433.2392,807508.5547
603368.SH,20250213,1.7882,0.93,7.8437,0.915,698809.3268,695839.5992
002292.SZ,20250213,19.5245,1.09,180.711,4.4576,1508273.6909,1038221.5289
000736.SZ,20250213,16.6417,1.6,,10.0365,522221.7823,504164.9655
002480.SZ,20250213,2.4226,0.62,,3.4233,398429.3711,397677.896
603088.SH,20250213,19.4059,2.15,27.575,6.0861,444439.9176,442126.9843
002995.SZ,20250213,37.3114,1.88,,4.2777,414533.6653,262606.5979
300776.SZ,20250213,3.05,0.71,33.5127,5.3357,1692871.9665,1036028.2139
600293.SH,20250213,2.2764,0.8,114.5254,2.1418,371246.4147,371246.4147
301049.SZ,20250213,4.187,1.03,,3.0988,222437.8682,222437.8682
300228.SZ,20250213,3.1828,0.95,18.1303,2.0354,424749.623,401201.4418
002791.SZ,20250213,5.5634,1.27,38.3174,1.431,814643.2999,378229.4793
688388.SH,20250213,2.0472,0.84,,0.9868,672177.7676,672177.7676
300554.SZ,20250213,7.1769,1.34,,3.3234,249323.8726,172051.9444
605133.SH,20250213,8.8385,0.69,30.2533,1.8232,475783.9481,473021.5639
300091.SZ,20250213,4.6828,0.85,,1.7812,330594.4555,296367.2796
601033.SH,20250213,1.3612,0.78,17.1806,1.1986,1237500.0,330000.0
301038.SZ,20250213,4.2321,1.01,102.3095,3.7727,315744.0,315744.0
301239.SZ,20250213,3.3165,1.05,,3.1548,699768.2875,331082.3185
300480.SZ,20250213,4.1151,0.53,,3.8225,512223.6938,359636.0079
603616.SH,20250213,2.9636,0.64,,3.596,141265.798,137673.848
688789.SH,20250213,2.4268,1.39,30.1975,3.9888,1195504.7738,1195504.7738
301259.SZ,20250213,4.9387,0.59,,9.0456,752388.0,392446.4875
300452.SZ,20250213,1.0997,0.66,17.5219,3.2159,281103.7059,223974.5693
000571.SZ,20250213,1.5837,0.53,,10.4079,310477.73,301189.805
600581.SH,20250213,2.3416,0.72,,13.5389,486226.5045,484395.7269
