ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
002548.SZ,20250612,4.267,1.03,55.2089,2.0926,311571.2456,311330.4674
301131.SZ,20250612,6.1383,0.63,55.2378,2.5797,219987.3861,141769.2654
000605.SZ,20250612,3.4927,0.77,154.5517,1.177,252150.899,252150.899
000913.SZ,20250612,1.4416,0.48,13.096,1.7487,816773.661,713063.3318
601233.SH,20250612,1.2092,1.15,20.9471,0.6951,2582733.4762,2573194.5519
920357.BJ,20250612,11.4671,1.11,36.7028,5.746,200840.64,111642.6168
000967.SZ,20250612,3.1178,0.45,40.3692,1.208,2106017.3065,2105014.686
600062.SH,20250612,2.0957,0.91,11.8679,1.8675,2039236.0927,2027054.3055
601111.SH,20250612,1.5252,1.34,,3.2204,13854046.274,9240658.9224
601216.SH,20250612,4.0549,3.73,14.9223,1.7116,4624033.5297,4624033.5297
002175.SZ,20250612,2.3216,0.59,364.3658,9.3413,557953.1777,557953.1777
688576.SH,20250612,1.2331,1.02,34.4405,1.6773,290199.3827,138990.9003
301040.SZ,20250612,6.7625,0.81,,2.6741,207501.882,195531.9852
605186.SH,20250612,2.3989,0.52,91.6427,2.6173,281384.0,281384.0
688603.SH,20250612,2.1688,1.07,72.6214,4.8148,549835.6504,203165.1016
688321.SH,20250612,6.9212,0.92,,6.6128,950981.3844,950981.3844
605368.SH,20250612,3.9234,2.21,16.4819,2.108,713205.5743,668279.5305
688359.SH,20250612,4.6219,1.62,,7.7736,496308.8466,496308.8466
603058.SH,20250612,3.4269,1.13,21.6977,2.9056,340534.0656,339681.9966
002922.SZ,20250612,2.6025,0.64,22.5935,1.9851,623966.5477,592209.6192
603786.SH,20250612,0.6933,0.56,28.6517,4.1828,2174782.3305,2166859.9185
301585.SZ,20250612,14.749,2.07,41.3358,3.9394,366808.0,86959.8815
920271.BJ,20250612,9.3046,0.9,25.4263,4.2713,240714.32,106508.273
003003.SZ,20250612,10.1348,0.86,34.7863,1.6906,212511.5566,139556.4455
300424.SZ,20250612,2.5171,0.65,,5.2366,384831.7939,384093.9464
002533.SZ,20250612,2.1875,0.72,12.8633,1.8621,734675.0031,638283.0784
000761.SZ,20250612,2.0095,0.76,,1.4844,1511829.3583,1364629.3583
300712.SZ,20250612,1.4137,0.36,119.7811,3.4986,445234.2871,442942.012
688692.SH,20250612,4.065,2.91,60.7141,7.3602,2455156.44,1585675.7087
000935.SZ,20250612,2.4825,0.75,32.8281,1.8041,1369611.9574,1369611.9574
002150.SZ,20250612,1.6926,0.7,17.8335,2.0822,392656.5518,387588.8238
301191.SZ,20250612,9.4327,0.8,60.4686,3.4232,568535.058,371400.3026
688439.SH,20250612,1.1683,0.87,52.8369,2.1621,1069200.0,609003.7141
