ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
001979.SZ,20260121,2.2353,0.72,22.3632,0.8906,8799647.3989,8212086.6617
688472.SH,20260121,5.002,0.54,45.8029,2.5538,5869098.7204,2171071.2239
603626.SH,20260121,16.7657,1.08,,6.3133,1346693.0076,1346693.0076
688347.SH,20260121,6.1451,0.84,4496.4308,5.4474,24243193.2207,5688928.0
688283.SH,20260121,1.714,0.35,117.5097,5.6694,547978.2,547978.2
002635.SZ,20260121,2.8781,0.93,67.2668,1.6265,948629.5839,568515.7259
002463.SZ,20260121,5.9063,0.89,41.199,10.2102,14240290.1738,14228797.5964
603959.SH,20260121,4.2365,1.22,,122.6058,291237.6012,291237.6012
688361.SH,20260121,4.0332,1.08,2773.5436,14.1527,7117417.9553,5046764.0043
300624.SZ,20260121,9.0263,0.45,,16.382,1769027.3646,1566783.9264
000839.SZ,20260121,1.4489,0.62,,6.9007,1058353.115,1058353.115
300274.SZ,20260121,3.4625,0.76,21.9368,7.8119,33602610.7602,25766010.7494
301356.SZ,20260121,4.6874,1.09,55.0348,1.6576,497448.0,126227.43
600152.SH,20260121,8.1791,1.0,,2.405,409507.4363,409507.4363
300049.SZ,20260121,2.9469,0.76,158.982,10.2767,1958171.901,1725574.9174
600540.SH,20260121,2.6509,0.68,,6.2379,272084.4173,272084.4173
300741.SZ,20260121,1.3466,0.55,,1.6673,1135682.72,1135676.6348
002686.SZ,20260121,4.2404,0.89,320.9667,2.3909,392403.7192,362253.6973
300810.SZ,20260121,8.4333,1.31,,6.3335,471255.6,455050.1758
920876.BJ,20260121,2.7847,0.39,,6.7927,171169.8176,102855.0926
600927.SH,20260121,3.9076,0.73,37.3293,1.7956,2355088.8896,2355088.8896
688157.SH,20260121,1.4527,0.41,143.667,4.2833,579264.2892,579264.2892
002587.SZ,20260121,4.6862,0.98,,3.4447,458035.5417,374486.4951
920199.BJ,20260121,13.6742,0.68,294.1986,5.8149,305540.5628,165800.6535
603327.SH,20260121,7.5455,0.72,111.2233,5.4349,1100561.8206,1100561.8206
601311.SH,20260121,3.198,0.65,15.2828,1.1562,1139124.8806,1139124.8806
002512.SZ,20260121,6.6441,0.36,,18.049,700872.8782,689504.6227
600966.SH,20260121,3.1315,0.88,63.0007,1.2645,933117.313,933117.313
600358.SH,20260121,1.5786,0.79,,41.895,307001.4893,307001.4893
002893.SZ,20260121,6.2043,0.68,38.1585,2.5708,312677.04,240495.4409
300648.SZ,20260121,4.3746,0.76,,7.4581,1015711.9992,773299.5038
002382.SZ,20260121,1.0893,0.57,,0.7738,596225.7292,591826.0592
002243.SZ,20260121,3.0263,0.5,57.6254,1.8056,1312294.9734,1305290.2424
688147.SH,20260121,5.0528,0.78,110.695,12.4292,3591492.92,3591492.92
300008.SZ,20260121,6.7258,0.64,49.8722,6.2639,1463640.6757,1395254.6901
600028.SH,20260121,1.4591,0.95,19.9921,0.8678,72071606.4763,56472475.3235
002348.SZ,20260121,4.0493,0.93,,13.1479,585369.6,558383.3934
300331.SZ,20260121,12.9055,0.63,,7.556,1182242.3882,957113.3114
603389.SH,20260121,2.7381,1.37,,58.0189,1357114.08,1357114.08
002825.SZ,20260121,3.6748,0.64,23.3227,2.3452,379787.0612,285276.9369
605018.SH,20260121,3.4183,0.79,65.0394,2.0311,550447.0436,550447.0436
002132.SZ,20260121,4.9517,1.55,360.1558,1.5709,545200.8875,544398.5587
688020.SH,20260121,3.6913,0.41,,5.2915,731801.732,731801.732
300659.SZ,20260121,4.084,0.5,,3.3663,404389.363,295586.7281
600118.SH,20260121,13.7021,0.65,1970.8842,17.8333,11325880.935,11325880.935
300036.SZ,20260121,3.9357,0.51,,3.4358,925415.7067,823461.2652
000837.SZ,20260121,2.8778,0.68,302.6217,2.8124,1366922.8382,1345890.8582
688699.SH,20260121,7.8712,1.13,,4.4611,540417.3824,540417.3824
300413.SZ,20260121,3.632,0.55,51.8116,2.0939,4848908.3525,2648246.2911
920855.BJ,20260121,3.4056,1.03,31.7103,2.548,146178.3993,131124.1979
002324.SZ,20260121,5.8217,0.43,80.1387,4.5036,2060046.7313,1437663.0816
300004.SZ,20260121,9.9085,0.58,104.842,3.8863,691670.7747,691670.7747
300756.SZ,20260121,2.3721,1.04,103.3188,5.752,842204.6525,701295.0064
300915.SZ,20260121,4.4746,1.24,403.8617,2.0458,314598.17,144005.72
001318.SZ,20260121,16.2064,1.48,39.1666,3.1639,456213.24,456213.24
300373.SZ,20260121,5.9157,1.09,30.4237,4.3012,3976219.1053,3967438.0395
002303.SZ,20260121,2.5996,0.96,19.58,1.4301,632436.6819,399344.9839
603119.SH,20260121,8.6074,1.31,164.8797,22.4707,4401643.7572,2467145.6238
605117.SH,20260121,2.4029,0.83,25.2753,9.2391,7753649.641,7753649.641
688162.SH,20260121,3.0212,0.88,49.334,1.9229,460932.8056,460932.8056
301276.SZ,20260121,2.7576,0.7,27.2339,1.7624,367286.4,130545.6764
920204.BJ,20260121,1.493,0.49,86.8991,3.5908,175469.5902,93025.6916
