ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
600539.SH,20250522,7.2381,0.75,,8.1759,263580.0,263580.0
001299.SZ,20250522,4.9246,0.86,27.9815,2.2222,262049.6945,70664.4767
002406.SZ,20250522,7.3664,0.54,46.4111,1.3886,563003.5382,464305.479
300121.SZ,20250522,6.5583,0.68,32.5126,1.6097,564037.3268,544137.3211
003011.SZ,20250522,3.1848,0.91,28.7286,1.2771,183276.66,139388.4473
688334.SH,20250522,2.5742,1.08,21.6778,1.8698,531220.3439,257973.8792
000021.SZ,20250522,1.2156,0.95,27.8778,2.2649,2752876.5052,2752587.4297
688371.SH,20250522,1.1095,1.14,109.3762,2.6464,504885.8958,191043.2281
603360.SH,20250522,2.216,0.96,45.5198,7.3458,1352418.297,1352418.297
002928.SZ,20250522,3.322,1.73,31.7123,2.9955,1031540.9309,1031540.9309
688515.SH,20250522,1.601,0.68,,4.872,757440.0,471690.0792
000875.SZ,20250522,2.1639,1.14,17.5804,1.1144,1940589.7849,1492631.97
600521.SH,20250522,4.5303,1.5,20.5084,2.4628,2349320.4054,2285205.1796
300215.SZ,20250522,2.138,1.12,3351.3008,2.0142,396270.8249,297390.9686
001306.SZ,20250522,7.9794,0.73,86.5929,3.6134,481740.0,120435.0
300884.SZ,20250522,13.8849,1.08,,2.4509,309712.6404,233520.0609
688488.SH,20250522,2.7221,0.99,,4.8271,480954.7495,480954.7495
002663.SZ,20250522,3.8942,1.94,,1.2904,315372.8491,255550.0087
600221.SH,20250522,0.9724,1.1,,23.4771,5877326.0248,4470684.0252
002572.SZ,20250522,0.9745,0.77,11.975,1.9531,1458053.4063,986313.6497
002112.SZ,20250522,5.9257,1.7,30.5182,5.1479,347518.08,347518.08
600187.SH,20250522,6.8444,0.82,130.0127,1.647,527706.4207,527706.4207
002759.SZ,20250522,1.665,1.23,,1.2439,393083.9623,392840.5209
000716.SZ,20250522,4.4928,0.61,62.1114,1.8563,476958.8852,449973.2007
603519.SH,20250522,2.0213,0.66,21.8814,2.5902,354748.6815,354748.6815
