ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
603386.SH,20260105,21.7358,0.7,,3.737,508736.871,508736.871
002663.SZ,20260105,2.1829,0.83,,1.3908,329159.6403,246942.3947
300456.SZ,20260105,15.552,0.89,25.5141,5.7139,3887319.5284,3171857.1551
000657.SZ,20260105,6.7815,0.69,41.1244,6.5779,6494022.54,4116480.7742
603395.SH,20260105,4.1206,1.46,284.4422,5.5221,772460.0,193115.0
688027.SH,20260105,6.0048,1.37,,16.8463,5413163.0386,4229781.5956
603429.SH,20260105,3.3362,1.09,,4.276,527632.3778,527632.3778
300917.SZ,20260105,7.5904,1.36,51.7403,5.8132,675831.0,675831.0
301266.SZ,20260105,5.3542,0.77,90.6446,2.2595,407363.8013,386478.7973
688399.SH,20260105,2.804,0.83,,1.9467,577708.4142,577708.4142
603737.SH,20260105,1.2594,1.16,52.1854,12.0577,3471431.2105,3471431.2105
601158.SH,20260105,1.8117,1.36,25.7458,1.2548,2150410.0603,2150410.0603
600221.SH,20260105,2.7509,0.81,,14.2931,7692382.5912,7626501.6581
603897.SH,20260105,6.6092,1.34,21.0961,2.2998,553041.1894,553041.1894
600539.SH,20260105,3.2981,1.74,,7.4242,235980.0,235980.0
001299.SZ,20260105,46.6693,2.42,32.4589,2.7188,321253.5143,289162.8168
002406.SZ,20260105,2.9425,0.86,45.4836,1.4452,579798.7151,478157.041
002572.SZ,20260105,1.9912,1.52,11.5987,1.8205,1311670.2374,887293.4504
300121.SZ,20260105,6.1373,1.79,33.9457,1.6475,566779.2947,546625.9874
003011.SZ,20260105,6.1871,1.48,16.0167,1.5734,222396.216,169140.2672
002112.SZ,20260105,5.9521,0.83,48.4884,4.5901,399724.4122,356166.1085
600187.SH,20260105,1.686,1.01,220.5259,1.2784,406672.838,406672.838
688334.SH,20260105,4.178,2.2,23.7564,2.1887,625561.0248,310043.6832
000021.SZ,20260105,12.7085,1.73,40.4156,3.252,4141378.1649,4140715.9236
688371.SH,20260105,2.4385,1.58,138.2326,3.2896,647797.1194,647797.1194
603360.SH,20260105,3.453,1.03,105.7876,15.1725,2285339.7443,2285339.7443
002928.SZ,20260105,2.9842,1.11,23.9935,3.4952,1394561.5311,1394554.5759
688515.SH,20260105,2.5024,0.98,,5.6415,847040.0,527487.8072
000875.SZ,20260105,1.4643,0.97,43.6804,1.1767,2045780.6331,1885116.345
600521.SH,20260105,3.8281,2.78,56.7784,2.867,2657621.3096,2657621.3096
300215.SZ,20260105,4.9071,0.58,,2.4636,483165.7506,322416.4054
001306.SZ,20260105,14.9588,1.14,136.067,4.0245,539258.148,132990.0
300884.SZ,20260105,32.825,3.78,,3.5647,450860.3683,339943.9575
688488.SH,20260105,3.4036,1.24,,7.1247,696816.33,696816.33
000565.SZ,20260105,3.3452,0.78,547.1928,2.5562,318690.2817,318690.2817
605138.SH,20260105,2.7737,1.44,85.7595,1.6275,392232.5386,392232.5386
605365.SH,20260105,8.6378,0.44,49.5795,3.5413,1320293.8639,1320293.8639
002434.SZ,20260105,2.8752,0.88,38.563,2.0982,1248282.6,1247085.3386
000523.SZ,20260105,13.2711,1.24,13.5688,3.7072,701148.9521,506211.1788
002530.SZ,20260105,10.7837,1.61,182.7141,6.2292,825170.8673,736135.6107
688219.SH,20260105,2.9799,0.94,33.0207,2.3087,685900.8,685900.8
688575.SH,20260105,1.511,1.88,58.1287,3.0728,833084.1414,833084.1414
301638.SZ,20260105,16.3551,1.33,80.8717,5.8528,6241653.4015,461266.0521
688186.SH,20260105,4.5239,1.33,22.8367,1.3559,648771.8804,648771.8804
603226.SH,20260105,3.4918,0.81,,12.7012,1153215.3019,1153215.3019
300986.SZ,20260105,36.5556,10.7,41.8128,2.5959,552869.0745,552439.4479
603312.SH,20260105,3.4222,0.76,26.1027,4.7738,759037.628,241562.108
000430.SZ,20260105,3.7316,1.34,,23.1012,618561.4242,283105.1553
601238.SH,20260105,1.7442,0.93,,0.7562,8351396.9721,6047248.3303
301613.SZ,20260105,7.4644,1.5,34.5234,4.8264,765666.9578,446606.3378
600929.SH,20260105,2.4309,1.61,,1.2189,918463.4234,918190.2789
300008.SZ,20260105,21.187,2.09,49.3422,6.1973,1448088.4135,1380429.0795
600028.SH,20260105,1.5851,1.32,20.4282,0.8868,73643638.1612,57704257.5034
002348.SZ,20260105,6.8562,1.74,,13.1054,583475.2,556576.3274
300331.SZ,20260105,9.0047,1.46,,5.5015,860780.4781,696865.9406
603389.SH,20260105,3.4047,1.14,,50.9982,1192894.08,1192894.08
002825.SZ,20260105,4.7282,0.69,24.3295,2.4464,396180.7473,297591.0493
605018.SH,20260105,3.3122,1.25,63.762,1.9912,539635.5304,539635.5304
002132.SZ,20260105,2.3306,1.34,324.0476,1.4134,490540.6443,489818.7546
688020.SH,20260105,15.4004,3.06,,4.6209,639041.976,639041.976
