ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
600491.SH,20250529,1.3166,0.48,,0.5724,588956.8127,588956.8127
300746.SZ,20250529,35.8074,3.27,,4.6731,354409.175,348358.2238
688282.SH,20250529,1.591,0.65,1348.711,2.8759,366344.0,152032.76
601133.SH,20250529,2.3292,1.03,29.6188,2.031,594700.6181,166380.0
002278.SZ,20250529,53.8047,3.49,61.4362,2.9097,332613.4183,305464.7602
301128.SZ,20250529,4.8401,0.95,45.9439,5.7623,483794.8198,483794.8198
300869.SZ,20250529,3.0499,1.77,,3.1807,586632.3464,369907.0512
601633.SH,20250529,1.4444,0.86,17.4692,2.3811,19592770.9866,14212953.3952
603922.SH,20250529,14.7139,0.94,389.5072,3.3612,344064.0,344064.0
600789.SH,20250529,8.5744,0.58,23.2247,2.3594,942704.444,942704.444
600916.SH,20250529,4.2816,1.3,24.216,1.883,1428000.0,1428000.0
003016.SZ,20250529,1.9867,0.99,,1.2043,320534.1658,313322.4958
605189.SH,20250529,3.9889,1.04,20.024,1.1271,203083.1435,203083.1435
301421.SZ,20250529,12.18,0.89,213.0777,5.8628,696738.078,278823.3882
300213.SZ,20250529,2.6189,1.02,87.6786,2.1878,480841.0099,441648.7687
002491.SZ,20250529,4.5488,1.99,26.9711,2.3797,637137.151,609410.8752
688234.SH,20250529,1.945,0.5,188.0549,4.9919,2659911.3624,1859527.4884
301255.SZ,20250529,7.4408,1.01,97.4059,4.397,461747.2,115436.8
002766.SZ,20250529,13.7893,3.84,96.6131,6.1079,497227.0964,490887.4445
002115.SZ,20250529,9.6499,1.32,,3.0886,642305.1349,595738.8613
300904.SZ,20250529,5.3159,0.94,,5.564,410051.0093,124535.0093
688700.SH,20250529,1.1406,0.47,181.5309,5.7338,1003822.175,1003822.175
002408.SZ,20250529,0.7127,0.75,2626.603,1.1239,1307707.2179,1251474.1103
301488.SZ,20250529,29.8687,1.38,69.2823,5.268,701408.0,178487.37
603208.SH,20250529,9.2591,2.14,32.5981,2.1242,272314.3999,272314.3999
688122.SH,20250529,2.6215,1.02,38.3778,4.8153,3301594.9738,3301594.9738
920227.BJ,20250529,3.7426,1.04,55.0586,5.5444,234233.1225,106006.5796
688681.SH,20250529,2.1903,1.16,40.0221,2.4161,139001.76,139001.76
002935.SZ,20250529,2.4787,0.78,94.6441,4.0058,632959.341,615994.8704
600496.SH,20250529,1.085,1.13,11.7189,0.7185,630869.3511,630869.3511
300966.SZ,20250529,4.6033,0.9,,2.4454,201969.5368,134317.0309
920685.BJ,20250529,5.1434,0.71,30.7392,2.6226,138921.1984,83172.8594
300504.SZ,20250529,3.2633,1.2,,1.8436,396237.936,319099.9665
002223.SZ,20250529,0.8724,0.74,21.2547,2.9626,3764300.8684,3530293.9058
002036.SZ,20250529,6.171,2.12,,5.3055,1133543.5818,1126614.8695
688207.SH,20250529,9.4505,2.61,,1.9896,396228.9149,288674.7482
002401.SZ,20250529,3.6329,1.2,71.8689,3.3042,553042.6387,552589.5427
688137.SH,20250529,11.2126,1.83,,1.2459,260701.7559,121389.2559
600644.SH,20250529,47.4949,0.8,336.9977,4.3837,894662.3054,832905.8195
301160.SZ,20250529,3.4987,0.81,32.8168,3.988,684333.1301,374680.6425
600160.SH,20250529,1.5242,1.53,28.9524,3.8227,7116530.6695,7116530.6695
002843.SZ,20250529,8.2655,1.09,168.5687,4.103,562633.4511,560521.3761
603803.SH,20250529,5.402,1.06,,2.6799,428374.5909,424033.7899
600617.SH,20250529,1.549,1.03,,1.4526,507377.4371,466967.7272
001395.SZ,20250529,15.3136,1.28,20.0297,3.704,415436.88,91860.9038
600382.SH,20250529,2.0587,0.87,138.8389,1.2732,349981.6769,349981.6769
603725.SH,20250529,10.7821,0.46,23.2358,3.2409,241447.2826,227032.8826
300689.SZ,20250529,1.7643,0.76,243.4494,6.2024,423096.0,370293.8168
002046.SZ,20250529,4.9722,0.7,29.7755,1.964,841938.931,827833.0556
000598.SZ,20250529,1.2504,1.52,10.5106,1.1463,2151777.4338,2144860.1598
920374.BJ,20250529,5.5867,1.25,141.2239,9.808,253031.872,104883.7906
002706.SZ,20250529,1.3352,0.92,29.6917,2.5112,967010.6422,787548.3294
000488.SZ,20250529,1.6833,0.54,,0.7634,588291.24,335164.906
603608.SH,20250529,3.7641,1.21,,2.0909,215314.0238,215314.0238
002064.SZ,20250529,0.8662,1.09,16.6324,1.2944,3394380.0255,3387161.5512
002045.SZ,20250529,11.1659,0.67,35.1209,2.0108,899973.0112,898932.6112
603223.SH,20250529,4.8591,1.08,44.6486,1.9918,757038.2688,586381.824
920976.BJ,20250529,7.1316,0.77,36.8293,6.8698,195050.8966,117182.1728
600267.SH,20250529,1.8134,0.77,19.9268,1.3144,1089753.0102,1089153.7519
001914.SZ,20250529,1.863,0.97,14.2362,1.1633,1237423.852,1237420.0009
920247.BJ,20250529,9.3259,0.68,85.501,6.9244,320662.9717,232512.4925
603171.SH,20250529,3.4956,1.54,162.5899,6.9751,1699863.6218,1696214.31
000735.SZ,20250529,1.6233,0.74,45.8617,1.5116,643696.0901,643351.712
603303.SH,20250529,1.2602,0.96,17.0091,1.7353,568994.878,568994.878
002099.SZ,20250529,6.726,0.69,,1.9903,1024646.7551,1022736.7473
920726.BJ,20250529,9.3374,0.95,158.5668,5.1744,230859.72,126820.2209
300997.SZ,20250529,51.7561,2.03,92.2872,8.8239,918694.2975,810615.2376
603609.SH,20250529,1.1705,1.11,14.0706,1.2084,792030.7903,792030.7903
002238.SZ,20250529,5.2007,1.55,,3.1201,703844.3833,703844.3833
605183.SH,20250529,2.6476,0.52,12.2929,1.969,683711.8904,683711.8904
001400.SZ,20250529,10.6859,1.17,22.0085,2.7776,345000.0,86250.0
688038.SH,20250529,3.1629,0.93,,3.0391,183869.972,183869.972
603128.SH,20250529,10.8004,1.49,17.7179,1.4225,867897.8255,867897.8255
688163.SH,20250529,5.1543,2.72,43.6849,1.8514,203453.6,83419.36
300920.SZ,20250529,4.08,0.46,225.2498,3.2556,383100.0,251590.3898
600536.SH,20250529,2.4908,0.7,,19.0655,3818881.508,3790545.9362
600268.SH,20250529,3.5775,0.92,21.1843,2.4435,824051.8788,815925.2395
300588.SZ,20250529,4.6483,1.96,,7.9745,239913.2006,221558.0036
600009.SH,20250529,0.5563,0.98,39.16,1.9191,8095029.799,6241517.9188
920419.BJ,20250529,10.1746,0.56,31.6557,4.5812,255786.6464,231754.9593
603028.SH,20250529,9.2055,0.68,,4.0866,209252.16,209252.16
688691.SH,20250529,4.3702,1.94,,4.9021,657720.0,391699.7198
603112.SH,20250529,8.6581,1.13,17.7069,2.3286,881524.3136,823754.8653
002421.SZ,20250529,2.8438,1.21,,2.1179,710394.8491,672241.7379
600736.SH,20250529,1.3261,0.94,37.6705,0.8401,625152.0485,625152.0485
688311.SH,20250529,2.3802,0.86,,4.0274,644788.0128,644788.0128
601007.SH,20250529,4.734,0.93,87.3396,1.7927,282750.0,282750.0
600059.SH,20250529,11.9921,0.89,46.8412,1.5936,948915.6519,948915.6519
000932.SZ,20250529,2.219,1.58,14.7127,0.5963,3240148.642,3240108.3474
002841.SZ,20250529,0.9012,1.31,24.4794,1.815,2336527.5416,1750184.9852
688475.SH,20250529,1.2791,0.72,49.3778,4.763,2551500.0,1326780.0
300987.SZ,20250529,4.9866,1.24,113.1644,3.4172,276175.224,276175.224
688138.SH,20250529,2.5934,1.14,46.0368,2.9457,801795.6,679539.6
688018.SH,20250529,2.6378,0.71,56.2611,9.4884,2132930.1933,2132930.1933
603920.SH,20250529,9.0612,1.81,25.9437,2.9065,1935388.8848,1935388.8848
601377.SH,20250529,0.4044,1.0,21.0744,0.9048,4957056.7068,4957056.7068
300916.SZ,20250529,1.6568,0.87,27.5649,3.0352,397481.7312,253744.5245
300039.SZ,20250529,5.6694,0.91,17.2638,1.5624,641198.0,562075.7765
003026.SZ,20250529,2.1709,0.91,142.2323,6.2537,406973.4281,302490.3125
688351.SH,20250529,2.6432,1.25,149.4691,5.5784,983083.4,260832.2914
301099.SZ,20250529,6.4496,1.58,43.6405,3.5121,502068.1638,309620.4798
920422.BJ,20250529,8.0019,0.75,101.1347,3.1195,128742.3431,96354.0431
920640.BJ,20250529,5.1339,0.9,106.266,6.0135,533898.432,513528.026
688615.SH,20250529,3.7804,0.92,52.7037,8.5671,2205000.0,441000.0
002536.SZ,20250529,4.6651,0.91,25.3357,2.4427,844360.4695,801403.8437
688273.SH,20250529,5.3348,1.68,27.9683,2.1773,294100.0,108307.5894
301001.SZ,20250529,9.2074,0.57,197.7725,3.1386,258160.0,162318.1
601226.SH,20250529,2.4332,1.12,57.1554,1.7678,742565.1051,740336.4969
688265.SH,20250529,1.9608,1.51,115.9356,1.2692,213620.0256,135324.5256
300112.SZ,20250529,4.997,1.44,,2.4989,251657.2796,204847.4609
002104.SZ,20250529,15.1172,4.88,61.8636,2.6337,573627.5447,485631.8785
002415.SZ,20250529,0.6514,1.22,21.5795,3.4619,26111484.8659,25750834.234
300016.SZ,20250529,2.9913,1.28,201.6317,2.1732,335999.786,335474.1492
002516.SZ,20250529,1.6762,1.25,43.6635,2.1393,772190.3081,763477.9331
002335.SZ,20250529,5.2122,1.08,65.4861,3.3428,2033823.8058,1794138.2532
301539.SZ,20250529,3.9843,1.35,57.5868,3.4656,272764.0,138338.8956
603811.SH,20250529,2.7408,0.82,13.9764,2.3022,298828.8442,298828.8442
301268.SZ,20250529,1.1052,0.88,,3.9412,682276.1506,307388.3974
002586.SZ,20250529,1.287,1.24,,1.1571,342122.8905,268179.3189
600190.SH,20250529,11.9195,2.07,,,182208.5265,161933.0922
301165.SZ,20250529,3.8422,1.16,56.0109,8.101,3803409.0897,456409.0897
000850.SZ,20250529,1.9854,0.74,14.5042,0.8767,385958.9887,385849.3235
300241.SZ,20250529,2.6661,1.16,70.025,1.6679,360820.8002,301068.3942
688378.SH,20250529,3.0051,1.02,193.433,2.3218,403391.2523,389956.5751
603193.SH,20250529,4.4522,1.06,50.7695,7.381,1568203.6851,400531.5531
920000.BJ,20250529,6.8602,1.11,31.2567,3.3185,203071.2,106998.4545
301383.SZ,20250529,10.7059,0.64,37.6715,3.1856,658809.15,284190.5763
300221.SZ,20250529,4.0942,0.63,62.5453,3.0738,419595.9119,395936.968
002426.SZ,20250529,4.4201,1.39,,3.8681,949332.6306,949325.3696
603919.SH,20250529,1.1515,0.81,23.2436,2.8157,931836.6145,931836.6145
300778.SZ,20250529,11.1446,1.47,,1.9381,248341.1003,247804.9145
600027.SH,20250529,2.2704,1.24,10.35,1.3491,5972895.7017,4970031.2793
300353.SZ,20250529,18.2155,0.88,189.1205,6.9692,1472668.45,1250675.1001
603755.SH,20250529,3.1693,1.89,37.3098,3.5493,256001.1159,256001.1159
301023.SZ,20250529,6.7512,0.92,36.6121,4.4745,359661.902,191363.8732
