ts_code,trade_date,turnover_rate_f,volume_ratio,pe_ttm,pb,total_mv,circ_mv
300486.SZ,20250214,5.3176,0.73,,2.3323,290249.8054,282021.3595
688389.SH,20250214,4.0093,2.0,16.8321,3.2883,641443.1378,641443.1378
600977.SH,20250214,12.8823,1.62,2903.2356,2.0072,2225464.0,2225464.0
601218.SH,20250214,1.5493,1.12,40.606,1.0622,300400.3887,300400.3887
300926.SZ,20250214,5.1183,0.74,20.6324,4.7532,1020440.6924,688742.029
300046.SZ,20250214,10.1687,0.73,656.9366,7.4452,818162.0123,818162.0123
600053.SH,20250214,5.8771,1.18,1590.5567,2.058,595685.0592,595685.0592
300224.SZ,20250214,4.601,0.56,40.998,2.9251,1103267.319,1096304.7365
002514.SZ,20250214,11.4575,1.16,,6.8134,536425.5267,412755.5267
600880.SH,20250214,9.5156,0.89,680.8078,1.8996,576186.0125,576026.9022
300140.SZ,20250214,1.1412,0.82,26.8613,1.3516,1840845.8075,605914.3783
301503.SZ,20250214,6.2982,0.53,37.0962,3.1245,318160.0,129172.96
300100.SZ,20250214,20.8232,1.26,41.6081,5.8455,1453590.0552,1403877.0803
688196.SH,20250214,14.4567,4.67,278.3248,1.8261,498600.0,498600.0
002138.SZ,20250214,1.2768,0.54,32.9835,4.2074,2596345.0999,2425921.9856
002840.SZ,20250214,5.1964,0.92,,3.0298,724720.8614,557969.0746
300370.SZ,20250214,4.4759,0.83,,8.4693,496224.2633,419976.57
600088.SH,20250214,8.6193,1.16,187.723,5.4291,745301.7936,745301.7936
300380.SZ,20250214,13.175,0.67,,20.2791,752416.2368,692275.2062
002409.SZ,20250214,2.9194,0.88,33.2895,3.8889,2821775.2029,1888521.367
301538.SZ,20250214,4.2335,0.61,25.2,3.5071,419888.0,104972.0
600558.SH,20250214,2.5621,0.74,34.0192,1.7239,394946.1256,394946.1256
002208.SZ,20250214,22.9214,3.51,160.352,0.9609,635403.8882,634676.7646
002254.SZ,20250214,7.7617,2.95,43.347,1.2623,891422.9938,845449.2638
601068.SH,20250214,3.6747,1.09,,5.2403,1286895.4311,1103183.5775
301057.SZ,20250214,2.0267,0.8,42.9099,2.0387,153194.5216,107922.7992
300120.SZ,20250214,4.5013,0.81,,1.7718,534760.7479,493812.844
603880.SH,20250214,4.5416,0.64,,3.2157,146833.336,146833.336
603595.SH,20250214,4.0322,0.75,,2.9759,449311.0162,449311.0162
300218.SZ,20250214,2.9015,0.53,19.6243,2.5408,352169.901,351016.5875
000560.SZ,20250214,9.6376,1.0,,0.787,746693.7698,714921.3489
301555.SZ,20250214,3.8135,1.02,366.5338,2.0839,218672.079,114582.9825
688619.SH,20250214,3.3144,0.68,,1.8374,181729.2812,181729.2812
300182.SZ,20250214,16.9371,1.17,49.5603,2.27,1883324.7218,1583621.0023
603956.SH,20250214,9.5201,1.45,,2.5759,424325.6776,424325.6776
688287.SH,20250214,1.4008,1.01,,2.404,219715.7508,219715.7508
001222.SZ,20250214,4.3717,0.77,21.9299,2.4381,310387.14,127714.5359
300338.SZ,20250214,3.4791,0.78,,,150984.2595,129205.1168
002222.SZ,20250214,3.8143,0.54,76.211,10.6602,1626594.75,1619336.7822
002240.SZ,20250214,1.7258,0.83,,1.0367,1251206.723,1184710.6252
603055.SH,20250214,2.1651,0.98,12.4395,1.9046,921452.8131,916443.4131
600285.SH,20250214,1.3158,0.77,17.5556,4.0998,1186405.5967,1183790.5967
002062.SZ,20250214,4.6647,1.13,21.2053,1.3824,680498.989,544457.8079
600854.SH,20250214,1.4544,0.66,16.5427,1.0288,245184.4299,245184.4299
688308.SH,20250214,1.5393,0.77,29.3602,1.0948,282631.4402,282631.4402
000626.SZ,20250214,3.8116,0.46,,1.1054,282970.898,279124.8075
603042.SH,20250214,24.7389,0.96,,2.62,229643.4712,229643.4712
688377.SH,20250214,1.4263,0.64,46.0193,2.1295,377653.98,377653.98
688006.SH,20250214,1.6231,0.87,23.9447,2.1599,1128263.2521,1128263.2521
603258.SH,20250214,11.7299,1.94,355.564,2.8284,614020.7309,604252.9409
300146.SZ,20250214,1.2469,0.76,28.307,1.7842,2020604.372,1342424.6261
920505.BJ,20250214,10.3517,0.53,65.9589,4.89,157693.4516,88189.8513
601801.SH,20250214,7.6662,0.67,20.0098,1.3391,1529144.2961,1529144.2961
920221.BJ,20250214,5.8976,0.65,23.8567,3.955,154720.0,66038.76
300879.SZ,20250214,16.4229,1.35,,2.6928,327278.913,325063.0004
603190.SH,20250214,4.0329,1.15,25.7615,1.2711,266040.0,89831.6872
688711.SH,20250214,1.8902,0.71,109.5294,3.4973,379785.386,379785.386
920833.BJ,20250214,11.0865,0.85,35.7566,1.8314,108385.76,41753.1715
601991.SH,20250214,1.4443,0.68,17.1989,1.6531,5089345.3886,3408924.5042
002129.SZ,20250214,1.9441,0.83,,1.0525,3650933.543,3648172.0182
300645.SZ,20250214,15.9291,1.65,117.3252,2.4314,249645.4165,249612.4728
600572.SH,20250214,1.6112,1.19,24.1428,1.7532,1175253.5517,1172186.0086
300386.SZ,20250214,9.2266,0.78,,4.3997,670124.532,397888.8903
600233.SH,20250214,1.3837,1.13,12.1598,1.5869,4856475.5941,4856475.5941
603319.SH,20250214,18.3598,1.19,33.2276,3.4662,691669.8193,689994.9699
603110.SH,20250214,37.7523,1.07,82.0334,5.8192,408289.0392,408289.0392
600667.SH,20250214,2.1085,0.79,22.1964,1.7853,1478545.505,1478545.505
920278.BJ,20250214,35.3758,2.24,76.8049,4.6814,182864.0,78494.372
688416.SH,20250214,14.1739,0.8,,2.5489,365091.4986,211187.809
002218.SZ,20250214,4.4364,1.04,,1.156,486079.0689,478984.9977
603178.SH,20250214,3.7932,0.89,172.4495,3.3709,429323.9759,429323.9759
920493.BJ,20250214,41.1984,1.16,,40.0683,1389018.42,773718.0391
600731.SH,20250214,1.0382,0.78,14.7926,1.0995,340274.1313,339811.443
603600.SH,20250214,4.3034,0.76,13.1943,1.8809,411035.544,373315.1802
301273.SZ,20250214,3.9366,1.13,,1.5589,148800.002,71922.8586
002771.SZ,20250214,8.1827,0.67,,6.1612,397712.7336,330879.7859
920427.BJ,20250214,18.1433,0.81,140.7605,4.2586,141137.055,69299.0045
600594.SH,20250214,1.4541,0.96,,1.0826,286677.7188,286677.7188
603993.SH,20250214,2.4177,0.73,11.1775,2.5204,15737444.1331,12858145.5571
301037.SZ,20250214,5.2844,0.77,,2.1636,154846.9736,55361.6207
600060.SH,20250214,1.4472,0.72,17.8725,1.6928,3177607.4385,3153554.8348
603156.SH,20250214,0.8335,1.68,18.8104,2.7108,2646582.8886,2646582.8886
603999.SH,20250214,5.0326,1.02,37.5079,1.8826,375552.0,375552.0
600751.SH,20250214,1.3774,0.59,113.9593,1.0004,745129.8102,661309.5864
920270.BJ,20250214,6.6531,0.58,23.1239,3.298,135582.336,105111.1948
002622.SZ,20250214,4.9054,1.37,,5.8523,262080.0,262072.278
002916.SZ,20250214,3.3858,0.71,35.3538,4.9156,6993085.1897,6964922.1518
600576.SH,20250214,3.7694,1.01,64.7001,3.0945,841529.6551,526991.2862
600775.SH,20250214,3.7486,0.52,,2.8862,924804.5913,679900.5913
