rank,code,name,industry,buy_signal_flag,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,ma_bull_20_60,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,money_flow_bias_20,price_volume_sync_10,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,chip_tightness_20,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,kline_fallback_used,quote_only_fallback_used,pass_momentum_floor,pass_next_2_3d_setup
1,002119,康强电子,半导体,可买入,100.0,1.3628648971028117,1.5345722763275267,1.3228950344619406,1.441434289906669,1.2845224246132916,1.540600177528558,0.4659790513976484,0.052244897959183634,0.13418389793224805,0.13568281938326,0.22922518856749163,0.11671947795321858,-0.00996247977694401,0.9005288461538469,0.06413230005425774,0.055347555673772406,0.05062106771558428,0.009068007136274868,1.3496627008945388,1.1453577142125364,1.158964009338775,0.3226927453528926,0.6682667783679511,16.5976,16.5976,0.0,0.03617458030382963,0.03220354815421261,0.014288526954853917,0.6,-0.07148692810457513,0.03108335001594035,0.04644332565228579,-0.037227340270478526,0.050386825157264115,0.3612153735518432,0.6976454320966475,0.2909181783982931,936097920.1045002,25.78,2026-06-09,False,False,True,True
2,600483,福能股份,新型电力,可买入,90.9090909090909,1.3499016033673907,1.9849337479520461,1.8022962699613512,1.9045732576361405,1.1362822473012253,1.0287769198380519,-0.4557235644675961,0.01090604026845643,0.0588752196836555,0.09049773755656099,0.1687681862269641,0.07979748196603786,-0.00996247977694401,0.9005288461538469,0.058111922577176456,0.048649133025673176,0.051906430176111185,0.006964631436110766,1.0909649623618014,1.0939378091668075,1.148539239531441,0.3058939369092429,0.6923120103870474,4.7013,4.7013,0.0,0.021204393665149965,0.021817845013806646,0.013619724958949147,0.65,-0.060606060606060774,0.022180327690555498,0.04255642777778584,-0.030330767725447634,-0.044907515524879926,0.3612153735518432,0.6976454320966475,0.14420716220053847,490352546.1,12.05,2026-06-09,False,False,True,True
3,000766,通化金马,化学制药,可买入,81.81818181818183,1.085061091960324,1.0984266484869274,1.5014390174442749,1.2757520908281603,1.250122157377373,0.8678016186783936,-0.43445857261908294,0.018623481781376627,0.042685453791960315,0.06745863385659745,0.08682505399568052,0.06445539737270733,-0.024806201550387597,0.817142857142857,0.04008630719438133,0.0305248238952466,0.054259589652096096,0.0037157391182777826,1.2510640273868339,1.2617539776790485,1.3829127986950247,0.27314350472028887,0.8598718522979131,2.3829,2.3829,0.0,0.021773909462742796,0.02185777630285776,0.011912350997090346,0.5,-0.05975103734439835,0.020005521004366422,0.03359782149901669,-0.02544244120222653,0.0003528404010315622,0.2584027080875112,0.6277515809987575,0.25014315584334734,369486901.1265,25.16,2026-06-09,False,False,True,True
4,603155,新亚强,化工原料,可买入,72.72727272727273,1.055730378916868,1.5700371730574927,1.1603368199912982,1.3897690177083672,1.0393346868865292,0.778328335354654,0.3738417815391118,0.05380710659898491,0.12826086956521765,0.060807358201328654,0.13691128148959475,0.06806605957709544,-0.014712861888941609,0.9005288461538469,0.022791583063230147,0.00879765395894445,0.11328337549520295,0.00012069067560083648,1.4722955534078819,1.1249985510890466,1.1686010396288624,0.39509312482329406,0.2821463430468266,14.0357,14.0357,0.0,0.037600433151566255,0.029903769736505763,0.02065374110425243,0.65,-0.12285012285012287,0.027927034441657977,0.050935555518791586,-0.037130442872511424,0.12059383780180055,0.27911631562677763,0.6519081194257815,0.34809188057421847,164222479.95,20.76,2026-06-09,False,False,True,True
5,603328,依顿电子,元器件,可买入,63.63636363636363,1.0135935783395638,1.5685268340163459,0.46408650179067773,1.0825730878370519,1.4397081155040516,0.9713762468746697,0.6897925914918981,0.05738332058148421,0.10383386581469645,0.07131782945736442,0.07131782945736442,0.0955646280074518,-0.00996247977694401,0.9005288461538469,0.043085338301161125,0.03442863371516895,0.012521571617771121,0.004280191938087701,1.7309312809223036,1.649041298454376,1.5490466058014665,0.25327856499925516,0.5227005521291803,16.760182500000003,17.098825,0.0,0.029615494254034633,0.03036062775180034,0.013138317991438041,0.55,-0.10230769230769232,0.0287056194384759,0.05218830714802571,-0.03809869452229583,0.13329123015578181,0.1370954185358044,0.6976454320966475,0.29487836842517934,550513269.65,13.82,2026-06-09,False,False,True,True
6,002815,崇达技术,元器件,可买入,54.54545454545454,0.9585812369687379,1.4093323670284128,0.8041445548052014,1.1430497296501998,1.1619748065648192,0.6792081641463135,0.9527948047372589,0.025266704098821036,0.10733778047301423,0.06908665105386436,0.12995049504950495,0.09919455585647086,-0.012439156300702914,0.9005288461538469,0.059825813275412365,0.048348141272807246,0.07349170254089543,0.006257913386766667,1.5232704072907444,1.5993001130040119,1.626390685610933,0.12348286177808997,0.6735913519927046,16.760182500000003,17.0971,0.0,0.03147872469933631,0.03510530444780346,0.013902871346799704,0.5,-0.10972716488730727,0.03407670634918145,0.055895992725764065,-0.042804420899814496,0.08691698839380635,0.2261059639777819,0.6724856762392653,0.32751432376073464,1275712557.481,18.26,2026-06-09,False,False,True,True
7,002472,双环传动,汽车配件,可买入,45.45454545454545,0.9364981111027534,1.503774067662878,0.9089880118630422,1.2420682031109502,1.0568921957255313,0.4786096334507391,1.0985499848411715,0.08407827977772397,0.12231115557778893,0.0033542039355991538,0.06000472478147878,0.0555908438610111,-0.027103209019948005,0.8317631224764468,0.00872797421601157,-0.0030442044839673176,0.07274539741826391,-0.000895385474767455,1.299185271815512,1.5164170202065346,1.2398487282092734,0.09177980141753157,0.8566204513008,8.3127,8.3127,0.0,0.03412764550103201,0.030349960215927625,0.01788118726755617,0.45,-0.13282647584973162,0.030317314190421454,0.04634307199202426,-0.036727617311062576,0.17782733795435401,0.11686123426742585,0.6770502888934175,0.32294971110658255,1820400222.7835,44.87,2026-06-09,False,False,True,True
8,603212,赛伍技术,塑料,可买入,36.36363636363637,0.9001728509869606,0.9723552380724785,0.7921340016546516,0.8930578940486347,0.9426422870703597,1.0049762147639407,0.5571598353772784,0.04677623261694053,0.07115135834411368,0.07392996108949412,0.11816340310600926,0.09008327024981067,-0.00996247977694401,0.9005288461538469,0.06072474739163325,0.0454530494026264,0.071509181106435,0.004820166797865528,1.351482852235957,1.4193131060172706,1.3837136804189991,0.3065308814067724,0.7729176487221563,13.278,13.278,0.0,0.028951329165018597,0.027024418637575744,0.013493518172722912,0.6,-0.07312252964426869,0.0292428978778471,0.05293695769358666,-0.03872052180414293,0.02726209433331017,0.27419387896973135,0.6976454320966475,0.15125210303014525,443176753.6,16.56,2026-06-09,False,False,True,True
9,300920,润阳科技,塑料,可买入,27.27272727272727,0.8895066556607072,1.197992816869268,0.9667564804758598,1.0962488288561683,1.135172856103639,0.7579503751059415,-0.6014090359898873,0.07947855340622367,0.11053428509625807,0.07002917882451043,0.18294930875576054,0.08673334391702392,-0.010408635312258996,0.9005288461538469,0.04075779224215492,0.03151188019262326,0.11842598474595656,0.0036447683743411393,1.5943604925418065,1.6011292662222252,1.2373692344940774,0.39509312482329406,0.6185241679811811,7.3881,7.3881,0.0,0.02182674742628724,0.029855075149791237,0.01606727452379663,0.65,-0.08848815265254772,0.03303092540923934,0.06074204367837992,-0.04411537271689557,0.045326911824368654,0.3612153735518432,0.6976454320966475,0.2679310219396806,123159443.84705001,51.34,2026-06-09,False,False,True,True
10,601988,中国银行,银行,可买入,18.181818181818183,0.6471138545599657,0.6000157957725265,0.9240031696653789,0.7425702402853815,0.32517680625567424,0.5379259783538871,1.0789248104063607,0.03898305084745757,0.02680067001675046,0.0372250423011844,0.06794425087108014,0.04207394815129617,-0.00996247977694401,0.8867924528301878,0.025754356141096446,0.020654483637909005,0.02262849858028626,0.0030560890113085176,0.9738411427200582,1.2334213246832906,1.0739814915688728,0.3881966044265157,0.7396513407410968,2.0958,2.0958,0.0,0.011070970272437511,0.010576925047403898,0.006471868939493409,0.6,-0.022298456260720356,0.009669757462369826,0.02232868867221436,-0.016371397520717302,-0.013269016394399369,0.3612153735518432,0.6463636363636358,0.2460606060606076,1614078183.85,6.13,2026-06-09,False,False,True,True
