rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,300308,中际旭创,通信设备,91.94159274394497,,88.60759493670885,95.2755905511811,,10,13,98.52910710586286,98.30122229127822,20260603
2,300408,三环集团,元器件,91.6600219276388,,86.07594936708861,97.24409448818898,,12,8,99.08846074166149,99.08846074166149,20260603
3,000636,风华高科,元器件,89.24050632911391,,78.48101265822784,100,,18,1,99.95856639734825,99.60638077480837,20260603
4,002484,江海股份,元器件,87.42649257450414,,77.21518987341773,97.63779527559055,,19,7,99.9171327946965,99.29562875492024,20260603
