rank,code,name,industry,score_100,composite_score,rps_score,rps20,rps90,ret_20d_pct,ret_90d_pct,close_today,amount_today,trade_date
1,000636,风华高科,元器件,100.0,104.22836080230773,99.58130197877833,99.94264410668197,99.34040722684256,107.4,202.53,61.08,9320761645.33,20260609
2,600487,亨通光电,通信设备,99.40828402366864,104.1711398640328,99.28878692285633,98.48006882707199,99.82793232004589,39.84,278.04,105.02,17494277102.0,20260609
3,300975,商络电子,元器件,98.81656804733728,104.09777492872686,99.62718669343275,99.88528821336392,99.45511901347864,101.11,221.34,45.47,5834128552.179999,20260609
4,300408,三环集团,元器件,98.22485207100591,103.94451660790499,99.17981072555204,99.28305133352453,99.1109836535704,59.87,181.03,141.02,11406134353.9,20260609
5,600396,华电辽能,火力发电,97.63313609467455,103.92644106681962,99.42644106681962,98.56610266704904,100.0,41.06,589.29,21.23,6115699616.0,20260609
6,002484,江海股份,元器件,97.0414201183432,103.8589466758886,99.5354172641239,99.91396616002294,99.28305133352453,107.4,199.41,91.98,5621842369.72,20260609
7,301526,国际复材,玻璃,96.44970414201184,103.68334486074326,99.27158015486091,98.73817034700315,99.62718669343275,42.87,242.24,25.36,5744456395.4,20260609
8,301511,德福科技,电气设备,95.85798816568047,103.6667369557516,99.46085460281043,98.82420418698021,99.88528821336392,45.72,346.18,136.8,5218309637.13,20260609
9,600183,生益科技,元器件,95.26627218934911,103.53008653992138,98.82420418698021,99.59850874677373,98.30800114711786,72.24,116.87,147.47,9897529100.0,20260609
10,300285,国瓷材料,陶瓷,94.67455621301775,103.30566473793418,98.62919414969889,99.36908517350159,98.13593346716375,61.91,113.09,66.4,9642850735.11,20260609
11,600367,红星发展,化工原料,94.0828402366864,103.26350815634541,99.58703756811012,100.0,99.31172928018354,138.92,201.9,55.55,3018168144.0,20260609
12,300394,天孚通信,通信设备,93.49112426035504,103.20035763086422,98.37682821909951,97.70576426727845,98.82420418698021,29.63,140.48,443.92,15398699159.9,20260609
13,002938,鹏鼎控股,元器件,92.89940828402366,103.15360414311982,98.59478061370805,98.85288213363923,98.42271293375394,45.78,120.02,115.6,6518909512.26,20260609
14,600522,中天科技,通信设备,92.3076923076923,103.05343376237789,98.14166905649554,96.64468024089476,99.13966160022942,23.59,183.75,54.48,24977886012.0,20260609
15,001896,豫能控股,火力发电,91.71597633136095,103.02875385887077,98.6464009176943,97.30427301405219,99.5411528534557,26.97,230.17,21.56,5636835631.2300005,20260609
16,301217,铜冠铜箔,元器件,91.12426035502959,103.01421245297661,98.98480068827072,97.7631201605965,99.79925437338687,29.89,269.98,122.76,4375878874.37,20260609
17,300502,新易盛,通信设备,90.53254437869822,102.98033873715819,98.00975050186408,98.07857757384572,97.96386578720964,32.61,105.39,785.73,26803645754.7,20260609
18,002859,洁美科技,元器件,89.94082840236686,102.92657602186272,99.19128190421566,99.56983080011472,98.93891597361629,70.26,152.16,88.33,3074890607.97,20260609
19,002552,宝鼎科技,元器件,89.3491124260355,102.78278142343832,99.75336965873244,99.8566102667049,99.6845425867508,94.14,244.25,64.96,2134534559.3400002,20260609
20,002421,达实智能,软件服务,88.75739644970415,102.64226791949932,98.34815027244049,99.82793232004589,97.36162890737023,93.22,92.57,5.7,5607210324.07,20260609
