rank,code,name,industry,buy_signal_flag,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,ma_bull_20_60,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,money_flow_bias_20,price_volume_sync_10,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,chip_tightness_20,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,market_up_ratio,market_median_change,market_down5_ratio,pass_market_env,kline_fallback_used,quote_only_fallback_used,pass_momentum_floor,pass_next_2_3d_setup
1,002587,奥拓电子,元器件,可买入,100.0,0.6830789119546203,0.8635190835762913,0.24257664360782397,0.5903044099901656,1.2145879375062454,0.6966130163790604,0.3094953406011508,0.025174825174825166,0.030942334739803012,0.07163742690058483,0.013831258644536604,0.0580254041570436,-0.01212938005390829,0.8771929824561406,0.027424942263279073,0.02043879907621222,0.011830027011833,0.002971487610481147,2.2616359820928427,1.5589889427938495,1.44457405197984,0.10874169009473086,0.6934271491716507,14.621,14.621,0.0,0.031031142850482526,0.03285534924855086,0.016977829062144404,0.5,-0.07713884992987374,0.03238727290535283,0.05957848131428176,-0.043263756268924404,0.04753984511324705,0.02423800985761057,0.6305912767521965,0.17995417779325812,256653190.71450004,7.1,2026-06-29,0.44883264237399084,-0.2685,0.07942395810604408,True,False,False,True,True
