rank,code,name,industry,score_100,score_raw,leadership_score,trend_score,cluster_score,stability_score,liquidity_score,sector_rank_20,sector_rank_60,ret_20,ret_60,ma_bull_20_60,ma_alignment_20,trend_slope_60,trend_slope_20,trend_eff_20,trend_eff_60,amount_ratio_5_20,amount_ratio_20_60,money_flow_bias_20,money_flow_bias_60,pv_sync_20,vol_20,vol_60,max_drawdown_20,max_drawdown_60,chip_tightness,win_rate_20,win_rate_60,avg_amount_20,close,trade_date
1,300420,五洋自控,机械基件,100.0,1.3854072139522409,1.6202193078519462,1.9213278186007732,1.3769177578669376,0.37390013739864636,0.1329028146602815,100.0,99.00990099009901,0.9299836897426587,1.6448087431693987,0.3631471961126005,0.2137915377545947,0.015678852186682368,0.029821712531216585,0.7875010537431818,0.7966832513930325,1.590463764058522,2.1768442807089388,0.439719206408624,0.4249456983720796,0.6451170208054815,0.06386170332865206,0.0473292289468861,-0.0864779874213838,-0.0864779874213838,-0.07875969198316016,0.6,0.5666666666666667,1223046370.9555001,8.75,20260629
2,300985,致远新能,汽车配件,98.48484848484848,1.3811016567638688,1.3463407406753995,1.8189747442787885,1.2763209000435,1.0168776174033833,-0.8206407359013245,99.11894273127754,99.55947136563876,0.631858407079646,0.8016609672691746,0.20522724088935096,0.16246014877789594,0.008822596989850287,0.02618794595415211,0.7875010537431818,0.5013615502882873,0.9060770066389046,1.7344302816185617,0.6043076899497503,0.4380422865478781,0.6402363021535841,0.03115019180382695,0.03199389514897999,-0.032258064516129004,-0.14857142857142858,-0.0541736636969499,0.75,0.6,190803871.3545,35.88,20260629
3,600909,华安证券,证券,96.96969696969697,1.3636035390059529,1.7201734597897325,2.5848481295250205,0.7978069262303901,0.0094386856509035,0.07968485313280806,100.0,100.0,0.6449864498644988,1.1601423487544484,0.24559600704638873,0.24539776075427233,0.011382753446388597,0.03007164345749463,0.7875010537431818,0.775541847554181,2.030474631661719,1.899204850232812,0.6043076899497503,0.4380422865478781,0.6296132271038086,0.04150540492719528,0.033331932281564,-0.06640106241699872,-0.07984293193717273,-0.04522088775333369,0.75,0.6333333333333333,2604801404.2,11.72,20260629
4,002674,兴业科技,纺织,95.45454545454545,1.3539543652748174,1.4425862986670344,1.5250019570328788,1.2743613494555188,1.1066882452630384,-0.6598934205145328,100.0,100.0,0.9299836897426587,1.4843260188087775,0.20881567230632214,0.29399825186405676,0.009903966632252263,0.03997880430762933,0.7875010537431818,0.8753354774642577,1.8204439432340873,1.8627343356821202,0.6043076899497503,0.4380422865478781,0.4166587452766472,0.05095160393377758,0.038876968802964054,-0.038438438438438305,-0.09392611145898555,-0.05182798528336928,0.75,0.6166666666666667,243992882.9475,31.7,20260629
5,603065,宿迁联盛,化工原料,93.93939393939394,1.251410903823139,1.4511640751699986,1.9274479085957466,0.8381877751714236,0.6232638016517342,-0.7257359799582414,100.0,97.61904761904762,0.9299836897426587,1.3775843307943418,0.3229185669539296,0.29399825186405676,0.0130971359756172,0.04048819247685037,0.7875010537431818,0.8023528311408952,1.8448218681021924,2.1768442807089388,0.6043076899497503,0.4380422865478781,-0.10132889050035317,0.04542556926607621,0.040398628167314855,-0.028846153846153855,-0.18695652173913035,-0.05332165562752436,0.7,0.55,524819574.15,19.67,20260629
6,301072,中捷精工,汽车配件,92.42424242424242,1.2439766405747181,1.4674180730968418,2.137940245062013,0.9480969209140554,0.16120963575824232,-0.801995791746985,100.0,100.0,0.7251184834123221,0.7971274685816876,0.23914304786978513,0.1804914888153822,0.010451062335203301,0.031118850186320386,0.7875010537431818,0.473439896149066,0.8579432108634646,2.1768442807089388,0.420437834320288,0.28886551502533075,0.5358641616243138,0.04948616551238659,0.03716991876985398,-0.07316384180790947,-0.140625,-0.07508353847661464,0.65,0.5166666666666667,200625225.54700002,40.31,20260629
7,002972,科安达,运输设备,90.9090909090909,1.2325438392422485,1.3480202197114766,1.6349200599128553,0.6576286190268485,1.2750030179693985,-0.2501477167290353,100.0,100.0,0.2986526946107786,0.4038252187846667,0.10321815181692928,0.15914905260277712,0.005281546798518412,0.02090286253289698,0.6744096278846552,0.3330154748710384,1.1544248611348455,1.6125063061327154,0.42367327514159786,0.3523095582269646,0.32788437348400556,0.03140393950737575,0.028300950372878823,-0.06466165413533842,-0.16770670826833078,-0.0418027617614032,0.55,0.5333333333333333,173597622.13799998,18.1,20260629
8,600226,亨通股份,供气供热,89.39393939393939,1.1857198888270235,1.3502326045761917,1.6530360173519019,0.7247759295597408,0.9309856036312759,1.7140393291828375,100.0,100.0,0.5834586466165412,1.189189189189189,0.2893201354519406,0.2582095884599068,0.01327832591626817,0.03572146318277662,0.5857931623634518,0.6675871131343835,1.70731648117896,2.0901271057628446,0.2154998381995623,0.2257874082863837,0.540575933620537,0.05602851340799806,0.03835322776728837,-0.07712532865907107,-0.09658246656760783,-0.06400887600034355,0.55,0.5666666666666667,2249083665.7,9.57,20260629
9,301377,鼎泰高科,机械基件,87.87878787878788,1.1379039294299378,1.5120249341376872,2.518825736353729,0.0824695155089744,0.16986318111477727,1.7108209071956282,98.01980198019803,100.0,0.5962339700232671,2.257531235834744,0.4955847980137787,0.23798821745810472,0.022308489897756318,0.03572521417604713,0.5293638650040474,0.8773298970814817,1.1316243637259797,1.570519461039227,0.3568682154228497,0.3135306427395461,0.29597360839594955,0.06577633600333707,0.05437228725261967,-0.10551849605821717,-0.10551849605821717,-0.07859267439014114,0.65,0.6166666666666667,2682068051.9485,553.8,20260629
10,603823,百合花,染料涂料,86.36363636363636,1.1320260076094426,1.5010227148819355,1.8894038840600975,0.14267327452894069,0.8684995174880125,0.5210027290624003,100.0,100.0,0.9299836897426587,2.565329883570504,0.4955847980137787,0.2827956683786998,0.022715987264402607,0.04048819247685037,0.7875010537431818,0.9655746708451244,1.1623894171502662,2.1396395827833015,0.6043076899497503,0.4380422865478781,0.1007697275752339,0.05634292076232121,0.043215164363722754,-0.0591098748261476,-0.0918149466192173,-0.08194704386492029,0.75,0.6666666666666666,984459787.5,49.61,20260629
