rank,code,name,industry,buy_signal_flag,score_100,score_raw,launch_score,trend_score,momentum_score,activity_score,stability_score,liquidity_score,ret_3,ret_5,ret_10,ret_20,breakout_20,high_breakout_20,close_position_20,price_vs_ma20,ma_alignment_20,ma_bull_20_60,trend_slope_20,amount_ratio_1_20,amount_ratio_3_20,amount_ratio_5_20,money_flow_bias_20,price_volume_sync_10,turnover_5,turnover_20_used,turnover_accel_5_20,vol_10,vol_20,downside_vol_20,win_rate_20,max_drawdown_20,vol_base,range_base,chip_tightness_20,accel,trend_efficiency_20,close_strength_5,upper_shadow_5,avg_amount_20_used,close,trade_date,market_up_ratio,market_median_change,market_down5_ratio,pass_market_env,kline_fallback_used,quote_only_fallback_used,pass_momentum_floor,pass_next_2_3d_setup
1,000782,恒申新材,化纤,可买入,100.0,1.002745417949815,1.2132839323301288,1.5196074242527287,1.3480662687760727,0.5745016193216236,0.977462185014274,-0.14331296092958803,0.03589743589743599,0.039897039897039965,0.07019867549668879,0.10081743869209814,0.0640679528544148,-0.03001200480192079,0.7933884297520661,0.03930993612958433,0.032093237637452886,0.06600374356574656,0.0042091796951389355,1.319207727120136,1.5243989255358115,1.5012223591802059,0.24537667124018683,0.3577980201850527,8.0148,8.0148,0.0,0.026204086762779903,0.021216626980624622,0.0065447234109608345,0.55,-0.04427083333333337,0.0210351094055972,0.04804437351458497,-0.03183881504919231,-0.01868606636998993,0.2996586788599826,0.7084093644981433,0.21583305974428074,223615044.3145,8.08,2026-06-30,0.5320960698689956,0.29135,0.01834061135371179,True,False,False,True,True
2,300041,回天新材,化工原料,可买入,0.0,0.5955417770783415,1.3182699028116065,0.8774823144571701,1.1243233639356545,0.24462821324095693,0.3093131300622128,0.4784452884078142,0.0332446808510638,0.08595387840670843,0.11637931034482762,0.10920770877944319,0.09563946921904454,-0.010792286092954018,0.9442212420522119,0.0612326669248251,0.054689976229273365,0.11664971866163554,0.007358400574557344,1.2471393456209605,1.366561232031303,1.2002910323029556,0.10139223289655275,0.5282568474678603,12.6468,12.6468,0.0,0.03781523335439786,0.038967009314811375,0.02084830880985235,0.5,-0.07297687861271673,0.039097061015609814,0.058879661271435096,-0.04701010111793993,0.06454060217544488,0.16611546097268512,0.7084938641213642,0.14609545967728155,724919650.009,15.54,2026-06-30,0.5320960698689956,0.29135,0.01834061135371179,True,False,False,True,True
