rank,code,name,industry,score_100,short_score_100,leader_score_100,rps90_score_100,short_rank,leader_rank,rps_rank,rps20,rps90,trade_date
1,301511,德福科技,电气设备,98.63553113553114,,98.46153846153847,98.80952380952381,,2,4,99.4205298013245,99.95860927152319,20260616
2,600869,远东股份,电气设备,97.81746031746032,,100,95.63492063492063,,1,12,99.19288079470199,99.29635761589404,20260616
3,301377,鼎泰高科,机械基件,95.88217338217338,,96.92307692307692,94.84126984126983,,3,14,99.91721854304636,99.33774834437085,20260616
4,000636,风华高科,元器件,90.57081807081806,,81.53846153846153,99.60317460317461,,13,2,99.89652317880795,99.50331125827815,20260616
5,002636,金安国纪,元器件,88.43711843711844,,78.46153846153847,98.4126984126984,,15,5,99.95860927152319,99.71026490066225,20260616
6,600183,生益科技,元器件,84.96336996336996,,72.3076923076923,97.61904761904762,,19,7,99.58609271523179,98.79966887417218,20260616
7,001896,豫能控股,火力发电,82.01159951159951,,70.76923076923077,93.25396825396825,,20,18,97.93046357615894,99.60678807947019,20260616
